employee,ticket_count,avg_time,median_time,std_time,avg_steps,median_steps,avg_comments,median_comments,total_reopens,reopen_rate,first_touch_rate,resolution_success_rate,avg_time_hours,median_time_hours
4pok,385,3261134.070155844,798489.0,7157171.445047791,4.503896103896104,4.0,5.387012987012987,4.0,6,0.015584415584415584,0.974025974025974,0.987012987012987,905.87057504329,221.8025
4pps,1800,1701415.4931283332,285019.01749999996,4405303.844766605,2.7733333333333334,2.0,6.394444444444445,4.0,40,0.022222222222222223,0.26166666666666666,0.9411111111111111,472.6154147578703,79.17194930555554
4pqq,811,1185337.1780394574,555997.886,2459881.269855675,4.086313193588163,4.0,7.226880394574599,5.0,34,0.04192355117139334,0.8446362515413071,0.9395807644882861,329.26032723318264,154.44385722222225
4prg,1160,3443836.8666827586,858918.7744999999,6947942.7508986415,4.706896551724138,3.0,10.367241379310345,5.0,59,0.05086206896551724,0.5,0.8862068965517241,956.6213518563218,238.58854847222221
4prh,113,2350655.548672566,690561.0,4805461.314385721,2.5575221238938055,2.0,3.0530973451327434,1.0,6,0.05309734513274336,0.8141592920353983,0.9734513274336283,652.9598746312683,191.8225
4pri,69,3864805.135173913,1544861.451,8769836.708404833,2.8405797101449277,3.0,2.130434782608696,2.0,1,0.014492753623188406,0.855072463768116,0.8840579710144928,1073.5569819927537,429.1281808333333
4pro,114,2745851.3421052634,698230.0,6223310.138342247,2.4035087719298245,2.0,2.0526315789473686,1.0,5,0.043859649122807015,0.9298245614035088,1.0,762.7364839181287,193.95277777777778
4psk,719,3064552.662877608,767041.3420000001,11070499.399687096,3.536856745479833,4.0,5.963838664812239,5.0,14,0.019471488178025034,0.9221140472878998,0.9485396383866481,851.2646285771134,213.06703944444448
4psl,37,7163474.324324325,1020833.0,19699159.955377635,2.2972972972972974,2.0,1.9189189189189189,1.0,0,0.0,0.8648648648648649,0.972972972972973,1989.853978978979,283.5647222222222
4psr,606,2288016.89380033,536798.0,4504907.215282906,3.4834983498349836,3.5,5.16006600660066,4.0,23,0.037953795379537955,0.735973597359736,0.9620462046204621,635.5602482778694,149.11055555555555
4qil,165,2161085.2801515153,606863.0,5096680.421204942,3.727272727272727,4.0,5.430303030303031,4.0,1,0.006060606060606061,0.9272727272727272,0.9818181818181818,600.3014667087542,168.57305555555556
4qio,102,15187375.680754902,6207738.567,22933578.714840706,1.911764705882353,2.0,3.235294117647059,2.0,0,0.0,0.43137254901960786,0.6764705882352942,4218.7154668763615,1724.3718241666666
4qiq,757,3078201.114645971,1373185.373,8936297.537005726,2.9801849405548215,3.0,6.317040951122854,5.0,6,0.007926023778071334,0.8678996036988111,0.9062087186261559,855.0558651794364,381.44038138888885
4qkk,147,1968230.85707483,524721.0,3621480.8320434457,4.380952380952381,4.0,4.122448979591836,3.0,14,0.09523809523809523,0.8503401360544217,0.9387755102040817,546.7307936318972,145.75583333333333
4qko,203,1159745.182536946,414499.672,2428570.500201961,3.8916256157635467,4.0,5.945812807881773,4.0,5,0.024630541871921183,0.916256157635468,1.0,322.1514395935961,115.13879777777778
4qkp,306,1234647.6607320262,523757.0,2067458.2295501833,3.6601307189542482,3.0,11.009803921568627,6.0,12,0.0392156862745098,0.6339869281045751,0.8856209150326797,342.9576835366739,145.48805555555555
4qkr,387,2862048.5553436694,1262218.0,4097539.6171504892,3.3617571059431524,3.0,4.992248062015504,4.0,36,0.09302325581395349,0.8062015503875969,0.813953488372093,795.0134875954637,350.61611111111114
4qks,56,1041222.9464285715,567400.5,1560163.8893781921,2.1607142857142856,2.0,3.6607142857142856,2.0,1,0.017857142857142856,0.8214285714285714,1.0,289.22859623015876,157.61125
4qoh,653,1052557.3097350688,438977.0,1677616.814003557,3.2343032159264933,3.0,5.04594180704441,4.0,12,0.018376722817764167,0.885145482388974,0.9831546707503829,292.3770304819636,121.93805555555555
4qok,11,50262749.81818182,47622139.0,6455666.213788084,2.8181818181818183,3.0,0.36363636363636365,0.0,0,0.0,1.0,0.0,13961.87494949495,13228.371944444445
4qop,12,28873006.083333332,29817220.5,28549591.45835863,1.5833333333333333,1.0,1.3333333333333333,1.0,0,0.0,0.8333333333333334,1.0,8020.2794675925925,8282.56125
4qpl,16,3850622.3806875004,451419.9035,11178845.783087907,2.125,2.0,5.8125,3.0,0,0.0,0.625,0.9375,1069.61732796875,125.3944176388889
4qqo,23,10504247.12873913,4152347.631,14652539.494817644,2.9565217391304346,3.0,3.1739130434782608,1.0,0,0.0,0.782608695652174,0.9130434782608695,2917.8464246497583,1153.4298975
4qqr,656,2853283.744277439,1066350.2944999998,6759272.124910236,3.3780487804878048,4.0,6.625,5.0,8,0.012195121951219513,0.9009146341463414,0.9451219512195121,792.5788178548441,296.2084151388888
4qrh,289,4187530.8781660898,821235.755,8777220.848522753,4.294117647058823,3.0,11.40484429065744,6.0,23,0.07958477508650519,0.47750865051903113,0.698961937716263,1163.2030217128026,228.12104305555556
4qsh,1009,1086107.7322745293,109179.0,2774516.3138152924,2.2834489593657086,2.0,5.3201189296333,2.0,17,0.01684836471754212,0.38255698711595637,0.9018830525272548,301.69659229848037,30.3275
4qsk,997,2567411.037348044,588100.784,6606798.799292554,3.0712136409227684,3.0,6.228686058174524,4.0,33,0.033099297893681046,0.46940822467402205,0.7953861584754263,713.169732596679,163.3613288888889
4qsl,385,3293876.7428207793,1305949.736,6153851.190904176,3.137662337662338,3.0,6.189610389610389,4.0,14,0.03636363636363636,0.522077922077922,0.8727272727272727,914.9657618946609,362.76381555555554
4qsp,30,4714436.366666666,3022228.0,4210913.657024291,3.1,3.0,2.9,2.0,3,0.1,0.9666666666666667,0.9333333333333333,1309.5656574074073,839.5077777777777
4qsr,528,1864511.3465151517,699990.091,4154685.6053084303,3.558712121212121,3.0,6.445075757575758,4.0,32,0.06060606060606061,0.5643939393939394,0.8882575757575758,517.919818476431,194.44169194444444
4qss,514,1585832.3587023346,570911.007,3167226.6367832622,3.7431906614785992,3.0,5.597276264591439,4.0,45,0.08754863813229571,0.5642023346303502,0.9396887159533074,440.50898852842624,158.58639083333333
4rgh,388,2901087.354015464,693895.5,6913005.574504091,2.4922680412371134,2.0,4.582474226804123,3.0,12,0.030927835051546393,0.5283505154639175,0.8814432989690721,805.8575983376289,192.74875
4rhh,39,1120020.2516666667,590459.0,1445760.1820797198,3.4615384615384617,3.0,3.5641025641025643,3.0,1,0.02564102564102564,0.6923076923076923,0.9230769230769231,311.1167365740741,164.01638888888888
4rhp,378,1642744.8051084655,439050.5235,5599862.524844519,3.0714285714285716,3.0,6.35978835978836,5.0,8,0.021164021164021163,0.8042328042328042,0.9444444444444444,456.3180014190182,121.95847875
4ris,738,1837872.7766747968,514656.5145,4738322.262536841,2.772357723577236,3.0,7.017615176151762,4.0,11,0.014905149051490514,0.4024390243902439,0.9417344173441734,510.52021574299914,142.96014291666665
4rkg,415,2091145.8042939762,690990.985,3869379.8251960916,4.937349397590362,4.0,9.156626506024097,5.0,8,0.01927710843373494,0.4457831325301205,0.8722891566265061,580.8738345261045,191.94194027777777
4rli,336,2445082.372833333,699786.338,4605382.839040212,3.732142857142857,3.0,7.875,5.0,12,0.03571428571428571,0.45535714285714285,0.7797619047619048,679.1895480092592,194.3850938888889
4rlo,44,3107599.736886364,82703.1875,7010451.539071197,1.7727272727272727,2.0,2.9318181818181817,2.0,0,0.0,0.5909090909090909,0.9545454545454546,863.2221491351011,22.973107638888887
4rog,43,4184460.11627907,2604313.0,4860872.133796647,3.2093023255813953,3.0,8.046511627906977,6.0,2,0.046511627906976744,0.7674418604651163,0.7906976744186046,1162.3500322997415,723.4202777777778
4roi,24,1532920.026625,413488.91949999996,3018786.8857495673,2.375,3.0,3.7083333333333335,3.0,1,0.041666666666666664,0.6666666666666666,0.9166666666666666,425.8111185069444,114.85803319444443
4rol,110,3361461.0272727273,2677256.0,3396594.8922417792,2.4545454545454546,2.0,3.2181818181818183,2.0,6,0.05454545454545454,0.5181818181818182,0.9818181818181818,933.7391742424243,743.6822222222222
4roo,467,1711289.9070535332,529003.0,3731546.898674809,3.233404710920771,3.0,6.419700214132762,5.0,8,0.017130620985010708,0.7687366167023555,0.9571734475374732,475.3583075148703,146.9452777777778
4ror,108,1548706.9106666667,637216.0,2298634.8052625754,3.4166666666666665,3.0,3.9537037037037037,3.0,8,0.07407407407407407,0.5740740740740741,0.9722222222222222,430.1963640740741,177.00444444444443
4rpg,773,3076492.3064566622,879477.0,5411145.83921889,3.1384217335058215,3.0,6.567917205692108,4.0,34,0.04398447606727038,0.6998706338939198,0.8861578266494179,854.5811962379618,244.29916666666668
4rqs,624,2915248.8505176282,601406.8715,8073929.459909457,3.5,4.0,10.95673076923077,7.0,5,0.008012820512820512,0.6586538461538461,0.9262820512820513,809.7913473660078,167.05746430555556
4rrl,114,1664431.8699385966,814596.4539999999,2193444.480432362,3.043859649122807,3.0,5.7894736842105265,3.0,6,0.05263157894736842,0.4473684210526316,0.9122807017543859,462.3421860940546,226.27679277777776
4rsl,167,509120.60620958084,255736.601,858619.9509933348,3.712574850299401,4.0,4.508982035928144,4.0,0,0.0,0.8502994011976048,0.9880239520958084,141.42239061377245,71.03794472222222
4sgg,711,2749944.8025400843,676096.808,6210156.749386555,4.236286919831223,3.0,10.258790436005626,5.0,30,0.04219409282700422,0.1631504922644163,0.9142053445850914,763.8735562611346,187.80466888888887
4sgr,610,2582587.300521312,1006229.0,5176283.249239967,3.6295081967213116,3.0,8.3,5.0,14,0.022950819672131147,0.10655737704918032,0.9311475409836065,717.38536125592,279.50805555555553
4sgs,712,1782898.7172289328,778934.479,2920682.6059626173,4.310393258426966,3.0,9.849719101123595,7.0,14,0.019662921348314606,0.1601123595505618,0.9353932584269663,495.2496436747035,216.37068861111112
4shl,397,681715.5566347608,71792.0,1510115.2246229376,2.9672544080604535,2.0,5.831234256926952,4.0,14,0.03526448362720403,0.853904282115869,0.9798488664987406,189.36543239854467,19.942222222222224
4sig,645,35895.31571007752,182.291,618961.2604087363,1.9844961240310077,2.0,3.10077519379845,3.0,0,0.0,0.9674418604651163,0.9255813953488372,9.97092103057709,0.05063638888888889
4sih,415,1282664.1973903615,507549.0,2263065.52736497,2.5180722891566263,2.0,6.669879518072289,5.0,16,0.03855421686746988,0.8,0.9614457831325302,356.29561038621154,140.98583333333335
4sii,653,1200108.6080872894,15853.0,3176878.347570343,3.134762633996937,2.0,7.996937212863706,3.0,37,0.05666156202143951,0.24655436447166923,0.9035222052067381,333.3635022464693,4.403611111111111
4sil,205,2697674.162902439,787246.0,4909004.4759301385,2.0097560975609756,2.0,7.014634146341463,4.0,6,0.02926829268292683,0.25365853658536586,0.8926829268292683,749.3539341395664,218.67944444444444
4sio,429,4840198.580540793,579835.002,10807387.595658872,2.237762237762238,2.0,6.417249417249417,3.0,10,0.023310023310023312,0.40792540792540793,0.7878787878787878,1344.4996057057758,161.06527833333334
4sip,172,457802.9733372093,278.523,1128209.5801284749,2.4069767441860463,2.0,4.773255813953488,3.0,7,0.040697674418604654,0.7209302325581395,0.936046511627907,127.16749259366925,0.0773675
4skh,10,624772.5607,122360.328,827307.0577420661,1.8,1.5,5.4,4.0,0,0.0,0.0,1.0,173.5479335277778,33.98898
4skk,60,6018312.136833333,2105400.7580000004,8022896.902107386,2.433333333333333,2.0,12.016666666666667,7.0,1,0.016666666666666666,0.31666666666666665,0.7833333333333333,1671.7533713425926,584.833543888889
4skl,84,1371314.8661190476,483636.5,2720487.316828269,1.7023809523809523,1.0,3.7857142857142856,3.0,0,0.0,0.35714285714285715,0.9285714285714286,380.9207961441799,134.34347222222223
4skr,191,3200234.0757853403,958036.0,7074501.897473858,4.230366492146596,3.0,17.230366492146597,8.0,9,0.04712041884816754,0.15706806282722513,0.900523560209424,888.9539099403723,266.12111111111113
4sks,520,1518998.7088903848,173783.5,5675170.185884958,2.875,3.0,6.601923076923077,4.0,36,0.06923076923076923,0.14423076923076922,0.8903846153846153,421.9440858028847,48.27319444444444
4slh,194,2324304.63035567,687505.02,5842279.279131594,3.0618556701030926,2.0,6.603092783505154,5.0,15,0.07731958762886598,0.15979381443298968,0.9432989690721649,645.6401750987973,190.97361666666666
4sli,238,1368462.4483067228,105150.401,4258387.363329431,2.865546218487395,2.0,7.718487394957983,4.5,15,0.06302521008403361,0.10504201680672269,0.9495798319327731,380.12845786297856,29.20844472222222
4sog,459,162663.02678867104,199.51,3113378.4580935724,1.973856209150327,2.0,3.1938997821350763,3.0,0,0.0,0.9738562091503268,0.8867102396514162,45.184174107964175,0.055419444444444445
4soo,19,5863782.169421053,63731.765,11052255.726596113,1.368421052631579,1.0,5.894736842105263,2.0,1,0.05263157894736842,0.42105263157894735,0.7894736842105263,1628.8283803947368,17.703268055555554
4sop,11,504415.1818181818,241059.0,608617.3842027219,3.272727272727273,3.0,4.909090909090909,5.0,1,0.09090909090909091,0.8181818181818182,0.5454545454545454,140.11532828282827,66.96083333333333
4soq,47,2313442.7021276597,613309.0,4627661.674442217,1.3829787234042554,1.0,8.127659574468085,4.0,1,0.02127659574468085,0.2553191489361702,0.8936170212765957,642.6229728132388,170.3636111111111
4ssh,111,2710613.113846847,1209126.0,4195397.903133862,2.081081081081081,2.0,8.36936936936937,5.0,3,0.02702702702702703,0.13513513513513514,0.8468468468468469,752.9480871796796,335.86833333333334
4z8d4aa.c3,212,10149.449613207547,283.0,52218.5617028014,1.0896226415094339,1.0,0.8160377358490566,1.0,1,0.0047169811320754715,0.018867924528301886,0.9292452830188679,2.8192915592243186,0.07861111111111112
_2hhpqg,120,1672585.4138583331,669663.0,2712127.53681475,4.25,3.5,7.908333333333333,4.0,4,0.03333333333333333,0.5416666666666666,0.9666666666666667,464.6070594050925,186.0175
av43.jd4aa.c3,136,32260.045639705884,295.299,146869.16090400805,1.0220588235294117,1.0,0.7279411764705882,0.0,0,0.0,0.029411764705882353,0.7647058823529411,8.96112378880719,0.08202749999999999
d8e1n8vv8d4aa.c3,44,232494.81595454543,241.09949999999998,1431051.3011435175,1.0454545454545454,1.0,0.8181818181818182,0.5,0,0.0,0.022727272727272728,0.8409090909090909,64.58189332070707,0.06697208333333332
nzvz,11,82764250.13918182,97209577.911,38584481.82041135,2.3636363636363638,2.0,2.3636363636363638,2.0,0,0.0,0.8181818181818182,1.0,22990.06948310606,27002.660530833335
t.y10tygr,13,1484678.076923077,1106998.0,1168175.071421764,2.3846153846153846,2.0,2.076923076923077,2.0,0,0.0,0.46153846153846156,0.9230769230769231,412.4105769230769,307.49944444444446
t.y40ygh,12,1516666.6666666667,489354.0,2045584.112776563,2.6666666666666665,2.5,4.833333333333333,4.5,1,0.08333333333333333,0.5,1.0,421.2962962962963,135.93166666666667
t.y8114ygh,16,1264507.9659375,273384.0,2462036.7320316397,2.5,2.0,2.5,2.0,3,0.1875,0.375,0.9375,351.2522127604166,75.94
t.y8zv0ygo,16,1494555.75,971472.5,1777971.9449071367,2.5625,3.0,1.9375,1.5,0,0.0,0.5,1.0,415.154375,269.8534722222222
t.yt_9ygh,18,1228938.2777777778,41406.5,2110965.117393347,2.888888888888889,3.0,1.8888888888888888,1.0,1,0.05555555555555555,0.3333333333333333,0.9444444444444444,341.3717438271605,11.501805555555556
t.yzt_0ygh,22,2077666.9090909092,2020409.5,1958399.3677634492,2.909090909090909,3.0,2.1363636363636362,2.0,2,0.09090909090909091,0.6363636363636364,0.9545454545454546,577.129696969697,561.2248611111111
u6yx0uygo,10,5946740.8,4586422.5,2996115.850663759,5.5,5.0,9.3,9.0,1,0.1,0.8,0.9,1651.8724444444445,1274.00625
w.nzwwz2ycz6dn28n,14,110692.57142857143,319.0,390692.8496738374,1.2857142857142858,1.0,1.5,1.0,0,0.0,0.07142857142857142,0.9285714285714286,30.747936507936508,0.08861111111111111
wzcdd4aa,186,36779.330854838714,376.4515,204245.9875824789,1.1290322580645162,1.0,0.9247311827956989,0.0,0,0.0,0.03225806451612903,0.956989247311828,10.216480793010755,0.10456986111111112
x8azvjn2,144,195824.14838888892,317.48400000000004,2097831.092959179,1.1597222222222223,1.0,1.1527777777777777,1.0,1,0.006944444444444444,0.013888888888888888,0.8888888888888888,54.39559677469137,0.08819
z2w_x,43,30291032.371418603,25915323.0,24310946.74653642,1.2093023255813953,1.0,0.9534883720930233,0.0,0,0.0,0.5813953488372093,0.9767441860465116,8414.17565872739,7198.700833333333
