issue_id,total_steps,reopens,backward_indicators,compliance_score,is_compliant
11073.0,2,0,0,1.0,True
11077.0,2,0,0,1.0,True
11078.0,1,0,0,1.0,True
11094.0,1,0,0,1.0,True
11149.0,2,0,0,1.0,True
11151.0,4,0,0,1.0,True
11176.0,2,0,0,1.0,True
11178.0,3,0,0,1.0,True
11189.0,1,0,0,1.0,True
11197.0,2,0,1,0.95,True
11203.0,1,0,0,1.0,True
11209.0,2,0,0,1.0,True
11242.0,3,0,0,1.0,True
11253.0,1,0,0,1.0,True
11259.0,2,0,0,1.0,True
11262.0,2,0,0,1.0,True
11263.0,2,0,0,1.0,True
11282.0,1,0,0,1.0,True
11301.0,1,0,0,1.0,True
26239.0,2,0,0,1.0,True
11856.0,2,0,0,1.0,True
11289.0,1,0,0,1.0,True
11659.0,4,0,1,0.95,True
11173.0,2,0,0,1.0,True
11366.0,1,0,0,1.0,True
11377.0,1,0,0,1.0,True
11378.0,1,0,0,1.0,True
11395.0,1,0,0,1.0,True
11403.0,1,0,0,1.0,True
11415.0,2,0,0,1.0,True
11421.0,3,0,1,0.95,True
11427.0,1,0,0,1.0,True
11428.0,1,0,0,1.0,True
11433.0,3,0,1,0.95,True
11438.0,1,0,0,1.0,True
11440.0,2,0,0,1.0,True
11443.0,1,0,0,1.0,True
11449.0,2,0,0,1.0,True
11459.0,1,0,0,1.0,True
11469.0,2,0,0,1.0,True
11474.0,2,0,0,1.0,True
11475.0,4,0,0,1.0,True
11477.0,2,0,0,1.0,True
11479.0,2,0,0,1.0,True
11480.0,2,0,0,1.0,True
11485.0,3,0,0,1.0,True
11489.0,2,0,0,1.0,True
11491.0,2,0,0,1.0,True
11492.0,2,0,0,1.0,True
11494.0,2,0,0,1.0,True
11496.0,2,0,0,1.0,True
40563000.0,1,0,0,1.0,True
25154.0,1,0,0,1.0,True
11845.0,2,0,0,1.0,True
11571.0,3,0,0,1.0,True
11858.0,2,0,0,1.0,True
11867.0,2,0,0,1.0,True
11873.0,2,0,0,1.0,True
11883.0,1,0,0,1.0,True
41509000.0,1,0,0,1.0,True
41421000.0,1,0,0,1.0,True
41497000.0,1,0,0,1.0,True
16861.0,2,0,0,1.0,True
13536000.0,1,0,0,1.0,True
12168000.0,1,0,0,1.0,True
41694000.0,1,0,0,1.0,True
41527000.0,1,0,0,1.0,True
11875.0,4,0,1,0.95,True
41435000.0,1,0,0,1.0,True
36283000.0,1,0,0,1.0,True
12022000.0,1,0,0,1.0,True
41498000.0,1,0,0,1.0,True
29765.0,4,0,0,1.0,True
11862.0,2,0,0,1.0,True
37582.0,4,0,0,1.0,True
16562000.0,1,0,0,1.0,True
23948000.0,1,0,0,1.0,True
27843000.0,1,0,0,1.0,True
14389000.0,1,0,0,1.0,True
20752000.0,1,0,0,1.0,True
24985000.0,1,0,0,1.0,True
42348000.0,1,0,0,1.0,True
37446000.0,1,0,0,1.0,True
25905.0,1,0,0,1.0,True
26409.0,15,0,10,0.5,False
37495000.0,1,0,0,1.0,True
40683000.0,1,0,0,1.0,True
38557000.0,1,0,0,1.0,True
40444000.0,1,0,0,1.0,True
40685000.0,1,0,0,1.0,True
37232000.0,1,0,0,1.0,True
41724000.0,1,0,0,1.0,True
18813000.0,1,0,0,1.0,True
37445000.0,1,0,0,1.0,True
37480000.0,1,0,0,1.0,True
38471000.0,1,0,0,1.0,True
19042.0,1,0,0,1.0,True
22616000.0,1,0,0,1.0,True
11435.0,2,0,0,1.0,True
11155.0,1,0,0,1.0,True
11179.0,1,0,0,1.0,True
11184.0,2,0,0,1.0,True
11188.0,4,0,1,0.95,True
11198.0,1,0,0,1.0,True
11199.0,1,0,0,1.0,True
11202.0,1,0,0,1.0,True
11211.0,1,0,0,1.0,True
11222.0,3,0,0,1.0,True
11227.0,2,0,0,1.0,True
11248.0,2,0,0,1.0,True
11278.0,2,0,0,1.0,True
11279.0,5,0,2,0.9,True
11313.0,1,0,0,1.0,True
11316.0,2,0,0,1.0,True
11325.0,1,0,0,1.0,True
11329.0,1,0,0,1.0,True
11332.0,1,0,0,1.0,True
11333.0,1,0,0,1.0,True
11336.0,3,0,0,1.0,True
11340.0,1,0,0,1.0,True
11347.0,2,0,0,1.0,True
11348.0,1,0,0,1.0,True
11351.0,1,0,0,1.0,True
11362.0,2,0,0,1.0,True
11365.0,1,0,0,1.0,True
11380.0,2,0,0,1.0,True
11383.0,2,0,0,1.0,True
11385.0,1,0,0,1.0,True
11386.0,2,0,0,1.0,True
11392.0,1,0,0,1.0,True
11394.0,2,0,0,1.0,True
11422.0,2,0,0,1.0,True
11430.0,2,0,0,1.0,True
11877.0,4,0,1,0.95,True
18019000.0,1,0,0,1.0,True
21484.0,7,1,1,0.85,True
42453000.0,1,0,0,1.0,True
41968000.0,1,0,0,1.0,True
39509000.0,1,0,0,1.0,True
11885.0,2,0,0,1.0,True
27624.0,7,0,2,0.9,True
11613.0,2,0,0,1.0,True
11615.0,1,0,0,1.0,True
11617.0,1,0,0,1.0,True
11621.0,2,0,0,1.0,True
11627.0,2,0,0,1.0,True
11630.0,2,0,0,1.0,True
11631.0,2,0,0,1.0,True
11635.0,2,0,0,1.0,True
11637.0,1,0,0,1.0,True
11641.0,1,0,0,1.0,True
11642.0,1,0,0,1.0,True
11646.0,2,0,0,1.0,True
11647.0,5,0,2,0.9,True
11648.0,2,0,0,1.0,True
41965000.0,1,0,0,1.0,True
24990000.0,1,0,0,1.0,True
41966000.0,1,0,0,1.0,True
32087.0,1,0,0,1.0,True
31884.0,4,0,0,1.0,True
11655.0,1,0,0,1.0,True
11359.0,1,0,0,1.0,True
11375.0,2,0,0,1.0,True
11381.0,3,0,0,1.0,True
11658.0,2,0,0,1.0,True
11662.0,2,0,1,0.95,True
11666.0,2,0,0,1.0,True
11668.0,1,0,0,1.0,True
11670.0,2,0,0,1.0,True
11671.0,2,0,0,1.0,True
11679.0,2,0,0,1.0,True
11235.0,2,0,0,1.0,True
11239.0,4,0,0,1.0,True
11240.0,3,0,0,1.0,True
11244.0,4,0,0,1.0,True
11256.0,2,0,0,1.0,True
11264.0,2,0,0,1.0,True
11270.0,2,0,0,1.0,True
11275.0,3,0,1,0.95,True
11276.0,2,0,0,1.0,True
11287.0,2,0,0,1.0,True
11315.0,1,0,0,1.0,True
11324.0,2,0,0,1.0,True
11335.0,1,0,0,1.0,True
11456.0,2,0,0,1.0,True
10974.0,2,0,0,1.0,True
10978.0,1,0,0,1.0,True
11158.0,1,0,0,1.0,True
13207000.0,1,0,0,1.0,True
28712.0,4,0,0,1.0,True
16186000.0,1,0,0,1.0,True
11180.0,1,0,0,1.0,True
12030.0,3,0,1,0.95,True
12035.0,2,0,0,1.0,True
12038.0,2,0,0,1.0,True
12040.0,1,0,0,1.0,True
12041.0,1,0,0,1.0,True
12043.0,2,0,0,1.0,True
12045.0,4,0,1,0.95,True
12047.0,1,0,0,1.0,True
12049.0,3,0,0,1.0,True
12051.0,1,0,0,1.0,True
12053.0,2,0,0,1.0,True
24558000.0,1,0,0,1.0,True
30616.0,3,0,0,1.0,True
12054.0,2,0,0,1.0,True
12056.0,2,0,0,1.0,True
12058.0,2,0,0,1.0,True
12060.0,1,0,0,1.0,True
12062.0,2,0,0,1.0,True
12063.0,2,0,0,1.0,True
12023.0,3,0,0,1.0,True
12026.0,2,0,0,1.0,True
12067.0,2,0,0,1.0,True
11431.0,2,0,0,1.0,True
11058.0,2,0,0,1.0,True
11436.0,2,0,0,1.0,True
11437.0,1,0,0,1.0,True
12069.0,3,0,0,1.0,True
10714.0,3,0,0,1.0,True
22871.0,3,0,0,1.0,True
39513000.0,1,0,0,1.0,True
39514000.0,1,0,0,1.0,True
11162.0,2,0,0,1.0,True
12668000.0,1,0,0,1.0,True
13584000.0,1,0,0,1.0,True
33524.0,3,0,0,1.0,True
24552000.0,1,0,0,1.0,True
47282000.0,1,0,0,1.0,True
37988000.0,1,0,0,1.0,True
37991000.0,1,0,0,1.0,True
36758000.0,1,0,0,1.0,True
36774000.0,1,0,0,1.0,True
20608000.0,1,0,0,1.0,True
46507000.0,1,0,0,1.0,True
28187000.0,1,0,0,1.0,True
38693000.0,1,0,0,1.0,True
17426.0,1,0,0,1.0,True
46508000.0,1,0,0,1.0,True
47539000.0,2,0,0,1.0,True
46535000.0,1,0,0,1.0,True
46511000.0,1,0,0,1.0,True
46541000.0,3,0,0,1.0,True
46534000.0,1,0,0,1.0,True
39991000.0,1,0,0,1.0,True
14309000.0,1,0,0,1.0,True
11505.0,2,0,0,1.0,True
11506.0,1,0,0,1.0,True
11499.0,3,0,0,1.0,True
11500.0,2,0,1,0.95,True
11502.0,2,0,1,0.95,True
11508.0,2,0,0,1.0,True
47254000.0,1,0,0,1.0,True
47707000.0,2,0,0,1.0,True
46547000.0,1,0,0,1.0,True
43541000.0,1,0,0,1.0,True
10634.0,3,0,0,1.0,True
46539000.0,1,0,0,1.0,True
47255000.0,1,0,0,1.0,True
43510000.0,1,0,0,1.0,True
42823000.0,1,0,0,1.0,True
11041.0,2,0,0,1.0,True
40717.0,2,0,0,1.0,True
40631.0,4,0,0,1.0,True
37693000.0,1,0,0,1.0,True
32313.0,4,0,1,0.95,True
18585000.0,1,0,0,1.0,True
34808000.0,1,0,0,1.0,True
26968000.0,1,0,0,1.0,True
24911000.0,1,0,0,1.0,True
29933.0,3,0,0,1.0,True
29912.0,4,0,0,1.0,True
37586000.0,1,0,0,1.0,True
12860000.0,1,0,0,1.0,True
37591000.0,1,0,0,1.0,True
26715000.0,1,0,0,1.0,True
28162000.0,1,0,0,1.0,True
43537000.0,1,0,0,1.0,True
11146.0,2,0,0,1.0,True
38726000.0,1,0,0,1.0,True
11074.0,1,0,0,1.0,True
42333000.0,1,0,0,1.0,True
11067.0,1,0,0,1.0,True
11170.0,2,0,0,1.0,True
11171.0,1,0,0,1.0,True
14095000.0,1,0,0,1.0,True
27094000.0,1,0,0,1.0,True
38911000.0,1,0,0,1.0,True
41689000.0,1,0,0,1.0,True
36587000.0,1,0,0,1.0,True
36586000.0,1,0,0,1.0,True
11889.0,1,0,0,1.0,True
22331000.0,1,0,0,1.0,True
27715.0,4,0,0,1.0,True
27802.0,4,0,0,1.0,True
12913000.0,1,0,0,1.0,True
46488000.0,2,0,0,1.0,True
42626000.0,1,0,0,1.0,True
18946000.0,1,0,0,1.0,True
47526000.0,2,0,0,1.0,True
46506000.0,1,0,0,1.0,True
11089.0,1,0,0,1.0,True
41964000.0,1,0,0,1.0,True
26703000.0,1,0,0,1.0,True
11069.0,3,0,0,1.0,True
24267000.0,1,0,0,1.0,True
24400000.0,1,0,0,1.0,True
41963000.0,1,0,0,1.0,True
36740000.0,1,0,0,1.0,True
33323.0,4,0,0,1.0,True
26795.0,14,0,8,0.6,False
47528000.0,1,0,0,1.0,True
25069000.0,1,0,0,1.0,True
32806.0,3,0,0,1.0,True
29005.0,3,0,0,1.0,True
28834.0,3,0,0,1.0,True
11838.0,2,0,0,1.0,True
11842.0,4,0,1,0.95,True
11844.0,2,0,0,1.0,True
11849.0,4,0,0,1.0,True
11851.0,2,0,0,1.0,True
11857.0,7,0,4,0.8,False
11859.0,2,0,0,1.0,True
47213000.0,1,0,0,1.0,True
47270000.0,1,0,0,1.0,True
11865.0,1,0,0,1.0,True
47285000.0,1,0,0,1.0,True
46749000.0,1,0,0,1.0,True
42341000.0,1,0,0,1.0,True
11102.0,2,0,0,1.0,True
11125.0,2,0,0,1.0,True
42334000.0,1,0,0,1.0,True
30020.0,4,0,0,1.0,True
47038000.0,2,0,0,1.0,True
11871.0,2,0,0,1.0,True
47212000.0,3,0,0,1.0,True
27803.0,1,0,0,1.0,True
27717.0,10,0,6,0.7,False
11681.0,1,0,0,1.0,True
11683.0,5,0,2,0.9,True
11686.0,1,0,0,1.0,True
11689.0,1,0,0,1.0,True
11690.0,4,0,1,0.95,True
11693.0,5,0,2,0.9,True
18816000.0,1,0,0,1.0,True
31664.0,4,0,0,1.0,True
39416000.0,1,0,0,1.0,True
30031.0,4,0,0,1.0,True
38608000.0,1,0,0,1.0,True
35380000.0,1,0,0,1.0,True
38592000.0,1,0,0,1.0,True
39415000.0,1,0,0,1.0,True
35386000.0,1,0,0,1.0,True
35381000.0,1,0,0,1.0,True
41748000.0,1,0,0,1.0,True
31612.0,3,0,0,1.0,True
46788000.0,2,0,0,1.0,True
12188000.0,1,0,0,1.0,True
21486000.0,1,0,0,1.0,True
26285.0,4,0,0,1.0,True
12070.0,2,0,0,1.0,True
12071.0,2,0,0,1.0,True
12072.0,1,0,0,1.0,True
12073.0,2,0,0,1.0,True
12074.0,1,0,0,1.0,True
12076.0,3,0,0,1.0,True
12077.0,2,0,0,1.0,True
12079.0,6,0,2,0.9,True
12083.0,1,0,0,1.0,True
12085.0,2,0,0,1.0,True
12086.0,1,0,0,1.0,True
12089.0,2,0,0,1.0,True
12091.0,3,0,0,1.0,True
12092.0,2,0,0,1.0,True
12097.0,5,0,1,0.95,True
12098.0,5,0,2,0.9,True
12099.0,5,0,1,0.95,True
12101.0,3,0,0,1.0,True
12104.0,2,0,0,1.0,True
10973.0,2,0,0,1.0,True
10980.0,3,0,0,1.0,True
10988.0,3,0,0,1.0,True
10993.0,2,0,0,1.0,True
11003.0,1,0,0,1.0,True
11005.0,2,0,0,1.0,True
11007.0,2,0,0,1.0,True
11029.0,1,0,0,1.0,True
11031.0,1,0,0,1.0,True
11175.0,1,0,0,1.0,True
11208.0,2,0,0,1.0,True
11217.0,1,0,0,1.0,True
11226.0,1,0,0,1.0,True
47225000.0,1,0,0,1.0,True
47217000.0,1,0,0,1.0,True
46490000.0,3,0,0,1.0,True
47709000.0,3,0,0,1.0,True
47267000.0,1,0,0,1.0,True
47728000.0,5,0,0,1.0,True
47269000.0,1,0,0,1.0,True
11376.0,1,0,0,1.0,True
11339.0,2,0,0,1.0,True
11872.0,4,0,1,0.95,True
22798000.0,1,0,0,1.0,True
31754.0,4,0,0,1.0,True
18934.0,1,0,0,1.0,True
30389.0,4,0,0,1.0,True
31610.0,3,0,0,1.0,True
33657000.0,1,0,0,1.0,True
47718000.0,1,0,0,1.0,True
27675.0,10,1,3,0.75,False
20465000.0,1,0,0,1.0,True
13674000.0,1,0,0,1.0,True
39433000.0,1,0,0,1.0,True
16989.0,4,0,0,1.0,True
17009.0,4,0,0,1.0,True
11855.0,1,0,0,1.0,True
11860.0,4,0,1,0.95,True
11863.0,2,0,0,1.0,True
11864.0,2,0,0,1.0,True
11866.0,1,0,0,1.0,True
11869.0,4,0,1,0.95,True
11870.0,2,0,0,1.0,True
11874.0,2,0,0,1.0,True
11878.0,1,0,0,1.0,True
11880.0,2,0,0,1.0,True
11881.0,1,0,0,1.0,True
11891.0,2,0,0,1.0,True
11895.0,2,0,0,1.0,True
11897.0,2,0,0,1.0,True
11899.0,2,0,0,1.0,True
11900.0,2,0,0,1.0,True
31955.0,3,0,0,1.0,True
11273.0,2,0,0,1.0,True
11903.0,1,0,0,1.0,True
11850.0,2,0,0,1.0,True
11852.0,3,0,0,1.0,True
11284.0,1,0,0,1.0,True
18792000.0,1,0,0,1.0,True
16864.0,4,0,0,1.0,True
46797000.0,1,0,0,1.0,True
47432000.0,3,0,0,1.0,True
47434000.0,1,0,0,1.0,True
47439000.0,1,0,0,1.0,True
47442000.0,1,0,0,1.0,True
30828.0,4,0,0,1.0,True
47505000.0,7,1,2,0.8,False
47641000.0,1,0,0,1.0,True
32968000.0,1,0,0,1.0,True
16895.0,4,0,0,1.0,True
47514000.0,2,0,0,1.0,True
47303000.0,1,0,0,1.0,True
11245.0,2,0,0,1.0,True
16317000.0,1,0,0,1.0,True
47424000.0,3,0,0,1.0,True
47023000.0,1,0,0,1.0,True
11341.0,1,0,0,1.0,True
21869000.0,1,0,0,1.0,True
32977000.0,1,0,0,1.0,True
17010.0,4,0,0,1.0,True
32966000.0,1,0,0,1.0,True
38045000.0,1,0,0,1.0,True
14138000.0,1,0,0,1.0,True
33456000.0,1,0,0,1.0,True
11247.0,2,0,0,1.0,True
31686000.0,1,0,0,1.0,True
31446000.0,1,0,0,1.0,True
32985000.0,1,0,0,1.0,True
31445000.0,1,0,0,1.0,True
32978000.0,1,0,0,1.0,True
33989000.0,1,0,0,1.0,True
32994000.0,1,0,0,1.0,True
32993000.0,1,0,0,1.0,True
31966.0,4,0,0,1.0,True
30083.0,4,0,0,1.0,True
40419000.0,1,0,0,1.0,True
11274.0,2,0,0,1.0,True
40594000.0,1,0,0,1.0,True
42312000.0,1,0,0,1.0,True
41749000.0,1,0,0,1.0,True
11586.0,1,0,0,1.0,True
11597.0,1,0,0,1.0,True
11601.0,1,0,0,1.0,True
11606.0,4,0,0,1.0,True
11608.0,4,0,0,1.0,True
11612.0,2,0,0,1.0,True
11618.0,2,0,0,1.0,True
11619.0,2,0,0,1.0,True
11620.0,2,0,0,1.0,True
10976.0,3,0,0,1.0,True
11004.0,1,0,0,1.0,True
11012.0,1,0,0,1.0,True
11019.0,2,0,0,1.0,True
11022.0,2,0,0,1.0,True
11030.0,1,0,0,1.0,True
11043.0,1,0,0,1.0,True
11048.0,1,0,0,1.0,True
11894.0,2,0,0,1.0,True
11249.0,1,0,0,1.0,True
11049.0,1,0,0,1.0,True
11052.0,2,0,0,1.0,True
11060.0,4,0,1,0.95,True
11082.0,6,0,3,0.85,True
11088.0,2,0,0,1.0,True
11090.0,8,0,5,0.75,False
35371000.0,1,0,0,1.0,True
11286.0,2,0,0,1.0,True
11293.0,1,0,0,1.0,True
11312.0,1,0,0,1.0,True
23947000.0,1,0,0,1.0,True
41085000.0,1,0,0,1.0,True
27373.0,3,0,0,1.0,True
28681.0,3,0,0,1.0,True
39515000.0,1,0,0,1.0,True
34687000.0,1,0,0,1.0,True
34699000.0,1,0,0,1.0,True
41086000.0,1,0,0,1.0,True
39520000.0,1,0,0,1.0,True
40576000.0,1,0,0,1.0,True
40590000.0,1,0,0,1.0,True
34695000.0,1,0,0,1.0,True
40591000.0,1,0,0,1.0,True
41098000.0,1,0,0,1.0,True
26811000.0,1,0,0,1.0,True
43121000.0,1,0,0,1.0,True
10982.0,2,0,0,1.0,True
10991.0,2,0,0,1.0,True
10997.0,1,0,0,1.0,True
11337.0,1,0,0,1.0,True
42207000.0,1,0,0,1.0,True
39523000.0,1,0,0,1.0,True
43125000.0,1,0,0,1.0,True
43135000.0,1,0,0,1.0,True
39522000.0,1,0,0,1.0,True
43144000.0,1,0,0,1.0,True
43154000.0,1,0,0,1.0,True
46651000.0,1,0,0,1.0,True
11777.0,4,0,1,0.95,True
42254000.0,1,0,0,1.0,True
13618000.0,1,0,0,1.0,True
36146.0,4,0,0,1.0,True
11261.0,6,0,3,0.85,True
11283.0,1,0,0,1.0,True
43139000.0,1,0,0,1.0,True
35982000.0,1,0,0,1.0,True
42256000.0,1,0,0,1.0,True
11902.0,1,0,0,1.0,True
11901.0,2,0,0,1.0,True
11911.0,2,0,0,1.0,True
11921.0,2,0,0,1.0,True
11926.0,2,0,0,1.0,True
11342.0,1,0,0,1.0,True
11360.0,1,0,0,1.0,True
11361.0,1,0,0,1.0,True
11367.0,1,0,0,1.0,True
11369.0,2,0,0,1.0,True
11388.0,2,0,0,1.0,True
11396.0,2,0,0,1.0,True
11406.0,1,0,0,1.0,True
11407.0,1,0,0,1.0,True
11412.0,2,0,0,1.0,True
11417.0,2,0,0,1.0,True
46489000.0,1,0,0,1.0,True
47362000.0,1,0,0,1.0,True
27847000.0,1,0,0,1.0,True
11418.0,1,0,0,1.0,True
11182.0,2,0,0,1.0,True
11210.0,1,0,0,1.0,True
11212.0,1,0,0,1.0,True
11225.0,1,0,0,1.0,True
11236.0,1,0,0,1.0,True
11299.0,1,0,0,1.0,True
11298.0,1,0,0,1.0,True
11305.0,2,0,0,1.0,True
