issue_id,total_steps,reopens,backward_indicators,compliance_score,is_compliant
26807000.0,1,0,0,1.0,True
41929000.0,1,0,0,1.0,True
12411000.0,1,0,0,1.0,True
26779000.0,1,0,0,1.0,True
27989000.0,1,0,0,1.0,True
26791000.0,1,0,0,1.0,True
27999000.0,1,0,0,1.0,True
26886000.0,1,0,0,1.0,True
24070000.0,1,0,0,1.0,True
23965000.0,1,0,0,1.0,True
17972000.0,1,0,0,1.0,True
40730000.0,1,0,0,1.0,True
32848.0,8,0,4,0.8,False
46981000.0,1,0,0,1.0,True
45422000.0,1,0,0,1.0,True
28000000.0,1,0,0,1.0,True
43766000.0,1,0,0,1.0,True
43727000.0,1,0,0,1.0,True
43726000.0,1,0,0,1.0,True
30988.0,20,0,13,0.35,False
11061.0,4,0,1,0.95,True
43750000.0,1,0,0,1.0,True
43751000.0,1,0,0,1.0,True
43800000.0,1,0,0,1.0,True
43793000.0,1,0,0,1.0,True
34550000.0,1,0,0,1.0,True
19748000.0,1,0,0,1.0,True
10614000.0,1,0,0,1.0,True
27383000.0,1,0,0,1.0,True
17976000.0,1,0,0,1.0,True
38439000.0,1,0,0,1.0,True
45227000.0,1,0,0,1.0,True
45230000.0,1,0,0,1.0,True
45231000.0,1,0,0,1.0,True
45232000.0,1,0,0,1.0,True
20400000.0,1,0,0,1.0,True
38559000.0,1,0,0,1.0,True
24412000.0,1,0,0,1.0,True
24363000.0,1,0,0,1.0,True
20977000.0,1,0,0,1.0,True
44025000.0,1,0,0,1.0,True
24271000.0,1,0,0,1.0,True
41912000.0,1,0,0,1.0,True
27970000.0,1,0,0,1.0,True
20447000.0,1,0,0,1.0,True
27869.0,6,0,2,0.9,True
24349000.0,1,0,0,1.0,True
13815000.0,1,0,0,1.0,True
20429000.0,1,0,0,1.0,True
24284000.0,1,0,0,1.0,True
45244000.0,1,0,0,1.0,True
44244000.0,1,0,0,1.0,True
44297000.0,1,0,0,1.0,True
44298000.0,1,0,0,1.0,True
44302000.0,1,0,0,1.0,True
26728000.0,1,0,0,1.0,True
27964000.0,1,0,0,1.0,True
27971000.0,1,0,0,1.0,True
42917000.0,1,0,0,1.0,True
43226000.0,1,0,0,1.0,True
26702000.0,1,0,0,1.0,True
26693000.0,1,0,0,1.0,True
27963000.0,1,0,0,1.0,True
27979000.0,1,0,0,1.0,True
27965000.0,1,0,0,1.0,True
27962000.0,1,0,0,1.0,True
33110.0,5,0,1,0.95,True
30986.0,8,0,3,0.85,True
30987.0,5,0,1,0.95,True
30990.0,1,0,0,1.0,True
30989.0,3,0,0,1.0,True
23324000.0,1,0,0,1.0,True
28042.0,8,0,4,0.8,False
27980000.0,1,0,0,1.0,True
11220.0,1,0,0,1.0,True
44139000.0,2,0,0,1.0,True
27109.0,7,0,3,0.85,True
44321000.0,1,0,0,1.0,True
44323000.0,2,0,0,1.0,True
44328000.0,1,0,0,1.0,True
19882000.0,1,0,0,1.0,True
27983000.0,1,0,0,1.0,True
44312000.0,1,0,0,1.0,True
24373000.0,1,0,0,1.0,True
34274000.0,1,0,0,1.0,True
34267000.0,1,0,0,1.0,True
33154000.0,1,0,0,1.0,True
20972000.0,1,0,0,1.0,True
32903000.0,1,0,0,1.0,True
20948000.0,1,0,0,1.0,True
30991.0,4,0,0,1.0,True
29011.0,3,0,0,1.0,True
11932.0,2,0,0,1.0,True
24163000.0,1,0,0,1.0,True
43851000.0,1,0,0,1.0,True
44400000.0,1,0,0,1.0,True
44498000.0,1,0,0,1.0,True
45699000.0,3,0,0,1.0,True
45730000.0,1,0,0,1.0,True
45739000.0,1,0,0,1.0,True
24154000.0,1,0,0,1.0,True
43717000.0,1,0,0,1.0,True
43718000.0,1,0,0,1.0,True
17909000.0,1,0,0,1.0,True
24158000.0,1,0,0,1.0,True
24089000.0,1,0,0,1.0,True
30992.0,4,0,0,1.0,True
30305.0,4,0,0,1.0,True
45745000.0,1,0,0,1.0,True
45118000.0,1,0,0,1.0,True
22220000.0,1,0,0,1.0,True
45683000.0,1,0,0,1.0,True
45687000.0,2,0,0,1.0,True
43719000.0,1,0,0,1.0,True
27221.0,7,0,3,0.85,True
44993000.0,1,0,0,1.0,True
44987000.0,1,0,0,1.0,True
11223.0,1,0,0,1.0,True
12136.0,3,0,1,0.95,True
44822000.0,1,0,0,1.0,True
44835000.0,1,0,0,1.0,True
44191000.0,1,0,0,1.0,True
44140000.0,1,0,0,1.0,True
44176000.0,1,0,0,1.0,True
44187000.0,1,0,0,1.0,True
39687000.0,1,0,0,1.0,True
29793.0,4,0,1,0.95,True
30331.0,4,0,0,1.0,True
30300.0,4,0,0,1.0,True
32212.0,3,0,0,1.0,True
45682000.0,1,0,0,1.0,True
36173000.0,1,0,0,1.0,True
44832000.0,1,0,0,1.0,True
44978000.0,1,0,0,1.0,True
45261000.0,1,0,0,1.0,True
45262000.0,1,0,0,1.0,True
44965000.0,1,0,0,1.0,True
45229000.0,1,0,0,1.0,True
31624000.0,1,0,0,1.0,True
32953000.0,1,0,0,1.0,True
44972000.0,1,0,0,1.0,True
45207000.0,1,0,0,1.0,True
36213000.0,1,0,0,1.0,True
45622000.0,1,0,0,1.0,True
24660000.0,1,0,0,1.0,True
36279000.0,1,0,0,1.0,True
24325000.0,1,0,0,1.0,True
42005000.0,1,0,0,1.0,True
36111000.0,1,0,0,1.0,True
31608.0,2,0,0,1.0,True
45785000.0,1,0,0,1.0,True
27819.0,4,0,0,1.0,True
25065000.0,1,0,0,1.0,True
17989000.0,1,0,0,1.0,True
27957000.0,1,0,0,1.0,True
15747000.0,1,0,0,1.0,True
31816.0,3,0,0,1.0,True
46171000.0,1,0,0,1.0,True
37602000.0,1,0,0,1.0,True
45058000.0,1,0,0,1.0,True
11229.0,1,0,0,1.0,True
45213000.0,1,0,0,1.0,True
45214000.0,1,0,0,1.0,True
19893000.0,1,0,0,1.0,True
45607000.0,1,0,0,1.0,True
28397.0,5,0,1,0.95,True
37620000.0,1,0,0,1.0,True
38089000.0,1,0,0,1.0,True
37587000.0,1,0,0,1.0,True
27465.0,10,0,4,0.8,False
27700.0,4,0,0,1.0,True
21798000.0,1,0,0,1.0,True
15091000.0,1,0,0,1.0,True
37306000.0,1,0,0,1.0,True
12315.0,4,0,1,0.95,True
12227.0,3,0,0,1.0,True
18001000.0,1,0,0,1.0,True
24535000.0,1,0,0,1.0,True
27958000.0,1,0,0,1.0,True
40796000.0,1,0,0,1.0,True
21192000.0,1,0,0,1.0,True
22573000.0,1,0,0,1.0,True
22486000.0,1,0,0,1.0,True
30962.0,3,0,0,1.0,True
24194000.0,1,0,0,1.0,True
24183000.0,1,0,0,1.0,True
44345000.0,1,0,0,1.0,True
44939000.0,1,0,0,1.0,True
44940000.0,1,0,0,1.0,True
45212000.0,1,0,0,1.0,True
45778000.0,1,0,0,1.0,True
45780000.0,1,0,0,1.0,True
45781000.0,1,0,0,1.0,True
45782000.0,1,0,0,1.0,True
24191000.0,1,0,0,1.0,True
16416000.0,1,0,0,1.0,True
38272000.0,1,0,0,1.0,True
24192000.0,1,0,0,1.0,True
27959000.0,1,0,0,1.0,True
38985000.0,1,0,0,1.0,True
20655000.0,1,0,0,1.0,True
23950000.0,1,0,0,1.0,True
25759000.0,1,0,0,1.0,True
36719000.0,1,0,0,1.0,True
20335000.0,1,0,0,1.0,True
22212000.0,1,0,0,1.0,True
39553000.0,1,0,0,1.0,True
20018000.0,1,0,0,1.0,True
28105.0,3,0,0,1.0,True
22263000.0,1,0,0,1.0,True
24666000.0,1,0,0,1.0,True
15177000.0,1,0,0,1.0,True
27817.0,4,0,0,1.0,True
12477.0,1,0,0,1.0,True
44495000.0,1,0,0,1.0,True
36897000.0,1,0,0,1.0,True
38298000.0,1,0,0,1.0,True
31193000.0,1,0,0,1.0,True
39549000.0,1,0,0,1.0,True
39551000.0,1,0,0,1.0,True
36110000.0,1,0,0,1.0,True
22199000.0,1,0,0,1.0,True
25433000.0,1,0,0,1.0,True
16601000.0,1,0,0,1.0,True
22462000.0,1,0,0,1.0,True
24752000.0,1,0,0,1.0,True
26922000.0,1,0,0,1.0,True
43880000.0,1,0,0,1.0,True
44148000.0,1,0,0,1.0,True
34054000.0,1,0,0,1.0,True
44149000.0,1,0,0,1.0,True
34374000.0,1,0,0,1.0,True
34373000.0,1,0,0,1.0,True
12529.0,2,0,0,1.0,True
34042000.0,1,0,0,1.0,True
20006000.0,1,0,0,1.0,True
34696000.0,1,0,0,1.0,True
34055000.0,1,0,0,1.0,True
34372000.0,1,0,0,1.0,True
33237.0,3,0,0,1.0,True
27500.0,12,1,6,0.6,False
24184000.0,1,0,0,1.0,True
24176000.0,1,0,0,1.0,True
32974000.0,1,0,0,1.0,True
32937000.0,1,0,0,1.0,True
32918000.0,1,0,0,1.0,True
32082000.0,1,0,0,1.0,True
25342.0,10,0,5,0.75,False
30994.0,4,0,0,1.0,True
11232.0,1,0,0,1.0,True
40504000.0,1,0,0,1.0,True
32921000.0,1,0,0,1.0,True
24162000.0,1,0,0,1.0,True
20549000.0,1,0,0,1.0,True
11349.0,2,0,0,1.0,True
24178000.0,1,0,0,1.0,True
40572000.0,1,0,0,1.0,True
39702000.0,1,0,0,1.0,True
45508000.0,1,0,0,1.0,True
39700000.0,1,0,0,1.0,True
32898000.0,1,0,0,1.0,True
32901000.0,1,0,0,1.0,True
32956000.0,1,0,0,1.0,True
32955000.0,1,0,0,1.0,True
26776.0,4,0,0,1.0,True
23957000.0,1,0,0,1.0,True
23960000.0,1,0,0,1.0,True
24360000.0,1,0,0,1.0,True
45608000.0,1,0,0,1.0,True
45609000.0,1,0,0,1.0,True
45610000.0,1,0,0,1.0,True
45619000.0,1,0,0,1.0,True
45628000.0,1,0,0,1.0,True
11234.0,1,0,0,1.0,True
24377000.0,1,0,0,1.0,True
24489000.0,1,0,0,1.0,True
26528000.0,1,0,0,1.0,True
12000.0,1,0,0,1.0,True
20876000.0,1,0,0,1.0,True
23949000.0,1,0,0,1.0,True
23800000.0,1,0,0,1.0,True
45613000.0,1,0,0,1.0,True
30995.0,4,0,0,1.0,True
32190.0,8,0,4,0.8,False
44969000.0,1,0,0,1.0,True
44970000.0,1,0,0,1.0,True
13124.0,2,0,0,1.0,True
23640000.0,1,0,0,1.0,True
28534.0,4,0,0,1.0,True
45180000.0,1,0,0,1.0,True
20565000.0,1,0,0,1.0,True
45511000.0,1,0,0,1.0,True
34246000.0,1,0,0,1.0,True
45504000.0,1,0,0,1.0,True
24343000.0,1,0,0,1.0,True
21510000.0,1,0,0,1.0,True
11891000.0,1,0,0,1.0,True
20558000.0,1,0,0,1.0,True
40420000.0,1,0,0,1.0,True
30711.0,5,0,1,0.95,True
30996.0,3,0,0,1.0,True
43425000.0,1,0,0,1.0,True
45172000.0,1,0,0,1.0,True
21761000.0,1,0,0,1.0,True
45509000.0,1,0,0,1.0,True
45178000.0,1,0,0,1.0,True
45184000.0,1,0,0,1.0,True
27812000.0,1,0,0,1.0,True
45183000.0,1,0,0,1.0,True
27858.0,3,0,0,1.0,True
24559000.0,1,0,0,1.0,True
27710000.0,1,0,0,1.0,True
45510000.0,1,0,0,1.0,True
18793000.0,1,0,0,1.0,True
27126000.0,1,0,0,1.0,True
27124000.0,1,0,0,1.0,True
13258000.0,1,0,0,1.0,True
27732000.0,1,0,0,1.0,True
27786000.0,1,0,0,1.0,True
24554000.0,1,0,0,1.0,True
43180000.0,1,0,0,1.0,True
32750.0,5,0,1,0.95,True
26283000.0,1,0,0,1.0,True
16563000.0,1,0,0,1.0,True
27820.0,4,0,0,1.0,True
26289000.0,1,0,0,1.0,True
21382000.0,1,0,0,1.0,True
24572000.0,1,0,0,1.0,True
18073000.0,1,0,0,1.0,True
22691000.0,1,0,0,1.0,True
31310000.0,1,0,0,1.0,True
31317000.0,1,0,0,1.0,True
24076000.0,1,0,0,1.0,True
23403000.0,1,0,0,1.0,True
31329000.0,1,0,0,1.0,True
31321000.0,1,0,0,1.0,True
25738000.0,1,0,0,1.0,True
31319000.0,1,0,0,1.0,True
31309000.0,1,0,0,1.0,True
44291.0,5,0,2,0.9,True
31056.0,4,0,1,0.95,True
19597000.0,1,0,0,1.0,True
27738.0,4,0,0,1.0,True
19592000.0,1,0,0,1.0,True
27229.0,8,0,4,0.8,False
26751000.0,1,0,0,1.0,True
34631000.0,1,0,0,1.0,True
24391000.0,1,0,0,1.0,True
23296000.0,1,0,0,1.0,True
32035.0,4,0,0,1.0,True
19971000.0,1,0,0,1.0,True
19950000.0,1,0,0,1.0,True
15539.0,2,0,0,1.0,True
11238.0,1,0,0,1.0,True
26193000.0,1,0,0,1.0,True
25758000.0,1,0,0,1.0,True
18397000.0,1,0,0,1.0,True
18067000.0,1,0,0,1.0,True
34647000.0,1,0,0,1.0,True
19579000.0,1,0,0,1.0,True
19907000.0,1,0,0,1.0,True
34637000.0,1,0,0,1.0,True
19565000.0,1,0,0,1.0,True
23621000.0,1,0,0,1.0,True
34648000.0,1,0,0,1.0,True
45783000.0,1,0,0,1.0,True
18387000.0,1,0,0,1.0,True
23302000.0,1,0,0,1.0,True
27228.0,8,0,3,0.85,True
24361000.0,1,0,0,1.0,True
21756000.0,1,0,0,1.0,True
23295000.0,1,0,0,1.0,True
24495000.0,1,0,0,1.0,True
24488000.0,1,0,0,1.0,True
34652000.0,1,0,0,1.0,True
24498000.0,1,0,0,1.0,True
19573000.0,1,0,0,1.0,True
24440000.0,1,0,0,1.0,True
24491000.0,1,0,0,1.0,True
21765000.0,1,0,0,1.0,True
27021000.0,1,0,0,1.0,True
32810.0,4,0,0,1.0,True
23567000.0,1,0,0,1.0,True
22694000.0,1,0,0,1.0,True
27827000.0,1,0,0,1.0,True
45809000.0,1,0,0,1.0,True
44295.0,5,0,2,0.9,True
24403000.0,1,0,0,1.0,True
26998000.0,1,0,0,1.0,True
27820000.0,1,0,0,1.0,True
22439000.0,1,0,0,1.0,True
22449000.0,1,0,0,1.0,True
22214000.0,1,0,0,1.0,True
22706000.0,1,0,0,1.0,True
23623000.0,1,0,0,1.0,True
22700000.0,1,0,0,1.0,True
23581000.0,1,0,0,1.0,True
27823000.0,1,0,0,1.0,True
24738000.0,1,0,0,1.0,True
27826000.0,1,0,0,1.0,True
18551000.0,1,0,0,1.0,True
26523000.0,1,0,0,1.0,True
14843000.0,1,0,0,1.0,True
30418.0,7,0,3,0.85,True
26748000.0,1,0,0,1.0,True
16583000.0,1,0,0,1.0,True
26711000.0,1,0,0,1.0,True
31988000.0,1,0,0,1.0,True
26724000.0,1,0,0,1.0,True
12479.0,1,0,0,1.0,True
26701000.0,1,0,0,1.0,True
26547000.0,1,0,0,1.0,True
26697000.0,1,0,0,1.0,True
27914000.0,1,0,0,1.0,True
26707000.0,1,0,0,1.0,True
27821000.0,1,0,0,1.0,True
16581000.0,1,0,0,1.0,True
30596.0,5,0,1,0.95,True
24553000.0,1,0,0,1.0,True
23653000.0,1,0,0,1.0,True
34756000.0,1,0,0,1.0,True
20054000.0,1,0,0,1.0,True
23655000.0,1,0,0,1.0,True
34891000.0,1,0,0,1.0,True
34757000.0,1,0,0,1.0,True
27697000.0,1,0,0,1.0,True
33774000.0,1,0,0,1.0,True
33161000.0,1,0,0,1.0,True
33773000.0,1,0,0,1.0,True
33156000.0,1,0,0,1.0,True
31777.0,3,0,0,1.0,True
33152000.0,1,0,0,1.0,True
22560000.0,1,0,0,1.0,True
25018000.0,1,0,0,1.0,True
12954000.0,1,0,0,1.0,True
23651000.0,1,0,0,1.0,True
27960000.0,1,0,0,1.0,True
19320000.0,1,0,0,1.0,True
25928000.0,1,0,0,1.0,True
42844000.0,1,0,0,1.0,True
24190000.0,1,0,0,1.0,True
31192000.0,1,0,0,1.0,True
45535000.0,1,0,0,1.0,True
26392000.0,1,0,0,1.0,True
26504000.0,1,0,0,1.0,True
23182000.0,1,0,0,1.0,True
26338000.0,1,0,0,1.0,True
26514000.0,1,0,0,1.0,True
27920000.0,1,0,0,1.0,True
20675000.0,1,0,0,1.0,True
19330000.0,1,0,0,1.0,True
19276000.0,1,0,0,1.0,True
43167000.0,1,0,0,1.0,True
27912000.0,1,0,0,1.0,True
26484000.0,1,0,0,1.0,True
27924000.0,1,0,0,1.0,True
13135.0,2,0,0,1.0,True
27918000.0,1,0,0,1.0,True
34876000.0,1,0,0,1.0,True
36712000.0,1,0,0,1.0,True
11294.0,2,0,0,1.0,True
27584000.0,1,0,0,1.0,True
29638000.0,1,0,0,1.0,True
23150000.0,1,0,0,1.0,True
27981000.0,1,0,0,1.0,True
22161000.0,1,0,0,1.0,True
27915000.0,1,0,0,1.0,True
27978000.0,1,0,0,1.0,True
27916000.0,1,0,0,1.0,True
29637000.0,1,0,0,1.0,True
45537000.0,3,0,0,1.0,True
45189000.0,1,0,0,1.0,True
31657.0,5,0,1,0.95,True
30781.0,3,0,0,1.0,True
24517000.0,1,0,0,1.0,True
29210.0,3,0,0,1.0,True
20630000.0,1,0,0,1.0,True
45188000.0,1,0,0,1.0,True
26240.0,15,0,10,0.5,False
26966000.0,1,0,0,1.0,True
23817000.0,1,0,0,1.0,True
23811000.0,1,0,0,1.0,True
32601000.0,1,0,0,1.0,True
13582000.0,1,0,0,1.0,True
38941000.0,1,0,0,1.0,True
20594000.0,1,0,0,1.0,True
20584000.0,1,0,0,1.0,True
15242000.0,1,0,0,1.0,True
10727000.0,1,0,0,1.0,True
27902000.0,1,0,0,1.0,True
20661000.0,1,0,0,1.0,True
23667000.0,1,0,0,1.0,True
20568000.0,1,0,0,1.0,True
27903000.0,1,0,0,1.0,True
26758000.0,1,0,0,1.0,True
42191.0,3,0,0,1.0,True
27488000.0,1,0,0,1.0,True
26773000.0,1,0,0,1.0,True
1003356.0,1,0,0,1.0,True
45534000.0,1,0,0,1.0,True
45198000.0,1,0,0,1.0,True
26658000.0,1,0,0,1.0,True
27846.0,4,0,0,1.0,True
26629000.0,1,0,0,1.0,True
23668000.0,1,0,0,1.0,True
26625000.0,1,0,0,1.0,True
27518000.0,1,0,0,1.0,True
27927000.0,1,0,0,1.0,True
27931000.0,1,0,0,1.0,True
27926000.0,1,0,0,1.0,True
26665000.0,1,0,0,1.0,True
32278.0,10,0,5,0.75,False
45257000.0,1,0,0,1.0,True
13152.0,2,0,0,1.0,True
12323.0,4,0,1,0.95,True
27166000.0,1,0,0,1.0,True
29306.0,4,0,0,1.0,True
27119000.0,1,0,0,1.0,True
41182000.0,1,0,0,1.0,True
45657000.0,1,0,0,1.0,True
45656000.0,1,0,0,1.0,True
25606000.0,1,0,0,1.0,True
26662000.0,1,0,0,1.0,True
30807000.0,1,0,0,1.0,True
23792000.0,1,0,0,1.0,True
27654000.0,1,0,0,1.0,True
22555000.0,1,0,0,1.0,True
27643000.0,1,0,0,1.0,True
20062000.0,1,0,0,1.0,True
27173000.0,1,0,0,1.0,True
23790000.0,1,0,0,1.0,True
27190000.0,1,0,0,1.0,True
29212.0,4,0,0,1.0,True
24348000.0,1,0,0,1.0,True
18044000.0,1,0,0,1.0,True
28826.0,4,0,0,1.0,True
27860.0,6,0,2,0.9,True
22567000.0,1,0,0,1.0,True
23820000.0,1,0,0,1.0,True
18039000.0,1,0,0,1.0,True
26744000.0,4,1,0,0.9,True
19497000.0,1,0,0,1.0,True
35567000.0,1,0,0,1.0,True
27160000.0,1,0,0,1.0,True
18035000.0,1,0,0,1.0,True
16621000.0,1,0,0,1.0,True
22568000.0,1,0,0,1.0,True
20231000.0,1,0,0,1.0,True
45999000.0,1,0,0,1.0,True
27668000.0,1,0,0,1.0,True
46306000.0,1,0,0,1.0,True
44900000.0,1,0,0,1.0,True
44951000.0,1,0,0,1.0,True
13895.0,1,0,0,1.0,True
26706000.0,1,0,0,1.0,True
11296.0,2,0,0,1.0,True
31478.0,4,0,1,0.95,True
1003987.0,1,0,0,1.0,True
23291000.0,1,0,0,1.0,True
41181000.0,1,0,0,1.0,True
23280000.0,1,0,0,1.0,True
24170000.0,1,0,0,1.0,True
26689000.0,1,0,0,1.0,True
26653000.0,1,0,0,1.0,True
24259000.0,1,0,0,1.0,True
30846.0,3,0,0,1.0,True
26312000.0,1,0,0,1.0,True
27944000.0,1,0,0,1.0,True
31653.0,4,0,0,1.0,True
17867000.0,1,0,0,1.0,True
36976000.0,1,0,0,1.0,True
31675.0,6,0,2,0.9,True
16558000.0,1,0,0,1.0,True
11302.0,2,0,0,1.0,True
36775000.0,1,0,0,1.0,True
27493000.0,1,0,0,1.0,True
20210000.0,1,0,0,1.0,True
23300000.0,1,0,0,1.0,True
24832000.0,1,0,0,1.0,True
27297000.0,1,0,0,1.0,True
27390000.0,1,0,0,1.0,True
18928000.0,1,0,0,1.0,True
19845000.0,1,0,0,1.0,True
31491.0,4,0,0,1.0,True
31371.0,8,0,4,0.8,False
31432.0,5,0,1,0.95,True
31449.0,8,1,2,0.8,False
19476000.0,1,0,0,1.0,True
19484000.0,1,0,0,1.0,True
24524000.0,1,0,0,1.0,True
24152000.0,1,0,0,1.0,True
21483000.0,1,0,0,1.0,True
15241000.0,1,0,0,1.0,True
26765000.0,1,0,0,1.0,True
11303.0,2,0,0,1.0,True
24145000.0,1,0,0,1.0,True
24143000.0,1,0,0,1.0,True
26705000.0,1,0,0,1.0,True
26684000.0,1,0,0,1.0,True
21482000.0,1,0,0,1.0,True
20947000.0,1,0,0,1.0,True
21473000.0,1,0,0,1.0,True
36583000.0,1,0,0,1.0,True
36972000.0,1,0,0,1.0,True
13162.0,2,0,0,1.0,True
21493000.0,1,0,0,1.0,True
38982000.0,1,0,0,1.0,True
36947000.0,1,0,0,1.0,True
36943000.0,1,0,0,1.0,True
36973000.0,1,0,0,1.0,True
32133.0,8,0,3,0.85,True
32755.0,5,0,1,0.95,True
32697.0,4,0,1,0.95,True
27646.0,6,0,1,0.95,True
14571000.0,1,0,0,1.0,True
41183000.0,1,0,0,1.0,True
45374000.0,1,0,0,1.0,True
45254000.0,1,0,0,1.0,True
45248000.0,1,0,0,1.0,True
45251000.0,1,0,0,1.0,True
40108000.0,1,0,0,1.0,True
38973000.0,1,0,0,1.0,True
40122000.0,1,0,0,1.0,True
38984000.0,1,0,0,1.0,True
38978000.0,1,0,0,1.0,True
32070.0,6,0,2,0.9,True
30847.0,4,0,0,1.0,True
33132.0,4,0,0,1.0,True
32110.0,4,0,0,1.0,True
32756.0,6,0,2,0.9,True
24980000.0,1,0,0,1.0,True
41187000.0,1,0,0,1.0,True
44425.0,3,0,0,1.0,True
26639000.0,1,0,0,1.0,True
24628000.0,1,0,0,1.0,True
13760.0,2,0,0,1.0,True
12914000.0,1,0,0,1.0,True
39606000.0,1,0,0,1.0,True
45258000.0,3,0,0,1.0,True
45224000.0,1,0,0,1.0,True
26628000.0,1,0,0,1.0,True
39334000.0,1,0,0,1.0,True
41188000.0,1,0,0,1.0,True
41195000.0,1,0,0,1.0,True
42845000.0,1,0,0,1.0,True
41194000.0,1,0,0,1.0,True
41196000.0,1,0,0,1.0,True
39569000.0,1,0,0,1.0,True
39335000.0,1,0,0,1.0,True
12480.0,1,0,0,1.0,True
29796.0,6,0,2,0.9,True
26610000.0,1,0,0,1.0,True
39600000.0,1,0,0,1.0,True
28637.0,9,0,4,0.8,False
24841000.0,1,0,0,1.0,True
41172000.0,1,0,0,1.0,True
24849000.0,1,0,0,1.0,True
41170000.0,1,0,0,1.0,True
26969000.0,1,0,0,1.0,True
24834000.0,1,0,0,1.0,True
39727000.0,1,0,0,1.0,True
41166000.0,1,0,0,1.0,True
39683000.0,1,0,0,1.0,True
27939000.0,1,0,0,1.0,True
32905.0,11,0,7,0.6499999999999999,False
32480.0,4,0,0,1.0,True
30998.0,5,0,1,0.95,True
30999.0,4,0,0,1.0,True
40510000.0,1,0,0,1.0,True
12150.0,2,0,0,1.0,True
44475000.0,1,0,0,1.0,True
44478000.0,1,0,0,1.0,True
44479000.0,1,0,0,1.0,True
26340000.0,1,0,0,1.0,True
26970000.0,1,0,0,1.0,True
11950.0,2,0,0,1.0,True
24287000.0,1,0,0,1.0,True
30530.0,3,0,0,1.0,True
31984000.0,1,0,0,1.0,True
11297.0,2,0,0,1.0,True
26667000.0,1,0,0,1.0,True
45371000.0,1,0,0,1.0,True
36977000.0,1,0,0,1.0,True
20513000.0,1,0,0,1.0,True
20473000.0,1,0,0,1.0,True
32481.0,4,0,0,1.0,True
32718.0,9,0,5,0.75,False
21258000.0,1,0,0,1.0,True
27830000.0,1,0,0,1.0,True
24280000.0,1,0,0,1.0,True
44273000.0,1,0,0,1.0,True
12152.0,1,0,0,1.0,True
33184.0,6,0,2,0.9,True
24144000.0,1,0,0,1.0,True
31937000.0,1,0,0,1.0,True
34601000.0,1,0,0,1.0,True
31456.0,4,0,0,1.0,True
45222000.0,1,0,0,1.0,True
26348000.0,1,0,0,1.0,True
42094000.0,1,0,0,1.0,True
18568000.0,1,0,0,1.0,True
38003000.0,1,0,0,1.0,True
34118000.0,1,0,0,1.0,True
10593000.0,1,0,0,1.0,True
40548000.0,1,0,0,1.0,True
34232000.0,1,0,0,1.0,True
31967000.0,1,0,0,1.0,True
21248000.0,1,0,0,1.0,True
24153000.0,1,0,0,1.0,True
27831000.0,1,0,0,1.0,True
27832000.0,1,0,0,1.0,True
28073.0,4,0,0,1.0,True
44642000.0,1,0,0,1.0,True
44957000.0,2,0,0,1.0,True
41173000.0,1,0,0,1.0,True
45363000.0,1,0,0,1.0,True
45364000.0,3,0,0,1.0,True
45365000.0,3,0,0,1.0,True
45366000.0,1,0,0,1.0,True
45388000.0,2,0,0,1.0,True
45389000.0,1,0,0,1.0,True
44045000.0,1,0,0,1.0,True
44146000.0,1,0,0,1.0,True
39715000.0,1,0,0,1.0,True
22741000.0,1,0,0,1.0,True
45225000.0,1,0,0,1.0,True
28415.0,3,0,0,1.0,True
23659000.0,1,0,0,1.0,True
36198000.0,1,0,0,1.0,True
44286000.0,1,0,0,1.0,True
44288000.0,2,0,0,1.0,True
44296000.0,1,0,0,1.0,True
36193000.0,1,0,0,1.0,True
44283000.0,1,0,0,1.0,True
44282000.0,1,0,0,1.0,True
26898000.0,1,0,0,1.0,True
13087000.0,1,0,0,1.0,True
34822000.0,1,0,0,1.0,True
35550000.0,1,0,0,1.0,True
36206000.0,1,0,0,1.0,True
33675000.0,1,0,0,1.0,True
23391000.0,1,0,0,1.0,True
16225000.0,1,0,0,1.0,True
43016000.0,1,0,0,1.0,True
44724000.0,1,0,0,1.0,True
44753000.0,1,0,0,1.0,True
44764000.0,1,0,0,1.0,True
37799000.0,1,0,0,1.0,True
44793000.0,1,0,0,1.0,True
44425000.0,1,0,0,1.0,True
37796000.0,1,0,0,1.0,True
45264000.0,1,0,0,1.0,True
40797000.0,1,0,0,1.0,True
37294000.0,1,0,0,1.0,True
41655000.0,1,0,0,1.0,True
27296000.0,1,0,0,1.0,True
36979000.0,1,0,0,1.0,True
28127000.0,1,0,0,1.0,True
44644000.0,1,0,0,1.0,True
44795000.0,1,0,0,1.0,True
14804000.0,1,0,0,1.0,True
28416.0,4,0,0,1.0,True
44480000.0,1,0,0,1.0,True
36396000.0,1,0,0,1.0,True
16432.0,1,0,0,1.0,True
34918000.0,1,0,0,1.0,True
37293000.0,1,0,0,1.0,True
36475000.0,1,0,0,1.0,True
34592000.0,1,0,0,1.0,True
34553000.0,1,0,0,1.0,True
31656000.0,1,0,0,1.0,True
25001000.0,1,0,0,1.0,True
27978.0,1,0,0,1.0,True
42380000.0,1,0,0,1.0,True
19759000.0,1,0,0,1.0,True
34562000.0,1,0,0,1.0,True
42093000.0,1,0,0,1.0,True
34379000.0,1,0,0,1.0,True
45311000.0,1,0,0,1.0,True
40506000.0,1,0,0,1.0,True
42231000.0,1,0,0,1.0,True
24392000.0,1,0,0,1.0,True
