employee,ticket_count,median_time,avg_steps,avg_comments,reopen_rate,first_touch_rate,success_rate,median_time_hours,quality_reopen,quality_success,quality_score,efficiency_score,productivity_score,comm_optimal,communication_score,o_score_raw,o_score,o_score_int
4lii,87,191322.0,2.954022988505747,7.620689655172414,0.06896551724137931,0.3103448275862069,0.9540229885057471,53.145,0.8620689655172413,0.9540229885057471,0.8988505747126436,0.6536796536796536,0.36363636363636365,0.556687565308255,0.43351619644723094,0.6374481265860577,3.2,4
4lio,19,2597824.0,1.736842105263158,7.947368421052632,0.05263157894736842,0.5789473684210527,1.0,721.6177777777777,0.8947368421052632,1.0,0.9368421052631579,0.06926406926406925,0.41861471861471866,0.49481658692185004,0.5368819776714513,0.5363100934153565,2.7,3
4lip,53,1729820.0,1.8867924528301887,7.09433962264151,0.03773584905660377,0.3018867924528302,0.8867924528301887,480.50555555555553,0.9245283018867925,0.8867924528301887,0.909433962264151,0.09956709956709953,0.5142857142857142,0.6563750714694111,0.47913093196112067,0.5418769909335948,2.7,3
4lkl,29,772758.0,2.0344827586206895,6.517241379310345,0.0,0.6896551724137931,0.7241379310344828,214.655,1.0,0.7241379310344828,0.8896551724137931,0.3246753246753247,0.4038961038961039,0.7656739811912225,0.7276645768025078,0.6188602776533811,3.1,4
4llr,101,1688289.0,3.089108910891089,10.851485148514852,0.039603960396039604,0.06930693069306931,0.5841584158415841,468.9691666666667,0.9207920792079208,0.5841584158415841,0.7861386138613862,0.10822510822510822,0.36536796536796534,0.0,0.034653465346534656,0.3822090780506622,1.9,2
4lls,106,1669419.5,4.009433962264151,9.339622641509434,0.03773584905660377,0.05660377358490566,0.8773584905660378,463.72763888888886,0.9245283018867925,0.8773584905660378,0.9056603773584906,0.11255411255411252,0.30086580086580084,0.23113207547169812,0.14386792452830188,0.43406640529282037,2.2,3
4lpl,104,523224.0,1.8076923076923077,5.826923076923077,0.038461538461538464,0.25,0.8942307692307693,145.34,0.9230769230769231,0.8942307692307693,0.9115384615384616,0.48051948051948057,0.5956709956709957,0.896416083916084,0.573208041958042,0.6729441391941393,3.4,4
4lpo,575,355445.0,3.3443478260869566,9.191304347826087,0.017391304347826087,0.23478260869565218,0.928695652173913,98.73472222222222,0.9652173913043478,0.928695652173913,0.9506086956521739,0.5757575757575757,0.5896103896103896,0.25922266139657457,0.24700263504611336,0.6439750423489554,3.2,4
4lpq,35,13918.0,2.8285714285714287,4.6,0.14285714285714285,0.08571428571428572,1.0,3.866111111111111,0.7142857142857143,1.0,0.8285714285714285,0.7748917748917749,0.29783549783549784,0.8712121212121211,0.4784632034632034,0.638982683982684,3.2,4
4lqg,98,1942485.5,2.4693877551020407,8.23469387755102,0.05102040816326531,0.1836734693877551,0.5816326530612245,539.5793055555556,0.8979591836734694,0.5816326530612245,0.7714285714285715,0.09090909090909094,0.46233766233766227,0.4403988868274583,0.3120361781076067,0.44760204081632654,2.2,3
4lqi,29,1120767.0,2.2758620689655173,7.931034482758621,0.06896551724137931,0.20689655172413793,0.9310344827586207,311.32416666666666,0.8620689655172413,0.9310344827586207,0.8896551724137931,0.18181818181818177,0.370995670995671,0.4979101358411704,0.35240334378265414,0.5015136587550381,2.5,3
4lqk,121,260629.0,1.743801652892562,3.7355371900826446,0.01652892561983471,0.7933884297520661,0.05785123966942149,72.39694444444444,0.9669421487603306,0.05785123966942149,0.6033057851239669,0.6320346320346321,0.6476190476190476,0.707488104182319,0.7504382669671925,0.6487771457192945,3.2,4
4lqr,44,1594.5,0.8863636363636364,0.9772727272727273,0.0,0.7045454545454546,0.22727272727272727,0.4429166666666667,1.0,0.22727272727272727,0.6909090909090909,0.8095238095238095,0.5731601731601732,0.18508953168044084,0.4448174931129477,0.6477946674537584,3.2,4
4lqs,10,1238722.0,3.0,8.8,0.1,0.6,1.0,344.08944444444444,0.8,1.0,0.88,0.1558441558441559,0.13030303030303028,0.33333333333333326,0.4666666666666666,0.46635497835497836,2.3,3
4lrl,15,3411.0,1.3333333333333333,1.2666666666666666,0.06666666666666667,0.2,0.5333333333333333,0.9475,0.8666666666666667,0.5333333333333333,0.7333333333333334,0.8008658008658008,0.41212121212121217,0.23989898989898983,0.21994949494949492,0.5832972582972583,2.9,3
4lrp,94,136060.5,3.127659574468085,6.053191489361702,0.0425531914893617,0.9361702127659575,0.9680851063829787,37.794583333333335,0.9148936170212766,0.9680851063829787,0.9361702127659575,0.6796536796536796,0.3467532467532467,0.8535622179239201,0.8948662153449387,0.7458968868011421,3.7,4
4lrs,272,236.0,1.875,2.922794117647059,0.0,0.9448529411764706,0.9264705882352942,0.06555555555555556,1.0,0.9264705882352942,0.9705882352941176,0.9264069264069263,0.7333333333333334,0.5535594919786095,0.74920621657754,0.8678155239368475,4.3,5
4lsh,24,1378937.0,3.625,12.083333333333334,0.041666666666666664,0.4166666666666667,0.875,383.03805555555556,0.9166666666666666,0.875,0.8999999999999999,0.1341991341991342,0.1463203463203463,0.0,0.20833333333333334,0.41948051948051945,2.1,3
4lsk,457,3896.0,2.4704595185995624,7.282275711159738,0.030634573304157548,0.045951859956236324,0.9846827133479212,1.0822222222222222,0.9387308533916849,0.9846827133479212,0.9571115973741795,0.7878787878787878,0.6891774891774891,0.6207811153106558,0.33336648763344606,0.7364675514128469,3.7,4
4lso,42,1038345.5,2.9285714285714284,10.095238095238095,0.047619047619047616,0.07142857142857142,0.9285714285714286,288.4293055555556,0.9047619047619048,0.9285714285714286,0.9142857142857143,0.19913419913419916,0.2926406926406926,0.08802308802308823,0.07972582972582982,0.4442568542568543,2.2,3
4lsp,54,42813.5,2.5555555555555554,3.1296296296296298,0.037037037037037035,0.2037037037037037,1.0,11.89263888888889,0.9259259259259259,1.0,0.9555555555555556,0.7445887445887446,0.3904761904761904,0.5927328843995511,0.3982182940516274,0.6783305274971942,3.4,4
4ogg,89,125034.324,2.651685393258427,3.932584269662921,0.07865168539325842,0.3595505617977528,0.8426966292134831,34.73175666666666,0.8426966292134832,0.8426966292134831,0.8426966292134832,0.6839826839826839,0.4142857142857143,0.7448076268300987,0.5521790943139258,0.6592324529403182,3.3,4
4ohk,687,675315.147,4.758369723435226,14.032023289665212,0.05240174672489083,0.5895196506550219,0.9155749636098981,187.58754083333332,0.8951965065502183,0.9155749636098981,0.9033478893740902,0.38095238095238093,0.5506493506493506,0.0,0.29475982532751094,0.5804916917143991,2.9,3
4ohl,174,663358.5,2.3505747126436782,2.454022988505747,0.028735632183908046,0.8333333333333334,0.9885057471264368,184.26625,0.9425287356321839,0.9885057471264368,0.960919540229885,0.38961038961038963,0.5896103896103896,0.4647770811563915,0.6490552072448624,0.6814575558541075,3.4,4
4oio,649,775374.0,3.3959938366718028,6.576271186440678,0.023112480739599383,0.9229583975346687,0.9722650231124808,215.38166666666666,0.9537750385208013,0.9722650231124808,0.961171032357473,0.316017316017316,0.6008658008658008,0.7544940934771444,0.8387262455059066,0.703332599603786,3.5,4
4oiq,44,14994.5,1.4090909090909092,1.2727272727272727,0.022727272727272728,0.4772727272727273,0.1590909090909091,4.1651388888888885,0.9545454545454546,0.1590909090909091,0.6363636363636364,0.7705627705627706,0.5316017316017316,0.2410468319559228,0.35915977961432505,0.5935202676111768,3.0,3
4okh,169,244845.0,3.408284023668639,4.763313609467455,0.03550295857988166,0.7514792899408284,0.9763313609467456,68.0125,0.9289940828402367,0.9763313609467456,0.9479289940828401,0.6406926406926408,0.4147186147186147,0.9021427290658058,0.8268110095033171,0.7402542329465406,3.7,4
4olg,74,968461.5,2.4864864864864864,3.2432432432432434,0.0,0.918918918918919,1.0,269.01708333333335,1.0,1.0,1.0,0.22510822510822515,0.42554112554112555,0.6142506142506143,0.7665847665847667,0.6447022347022348,3.2,4
4oll,49,430396.511,1.9183673469387754,3.4081632653061225,0.02040816326530612,0.46938775510204084,0.8163265306122449,119.5545863888889,0.9591836734693877,0.8163265306122449,0.9020408163265305,0.5454545454545454,0.5,0.6454854669140383,0.5574366110080395,0.66356524427953,3.3,4
4ook,28,773400.622,2.107142857142857,2.1785714285714284,0.0,0.0,1.0,214.8335061111111,1.0,1.0,1.0,0.3203463203463204,0.3887445887445887,0.41260822510822504,0.20630411255411252,0.5490963203463204,2.7,3
4oop,16,4353833.5,1.3125,3.125,0.0,0.625,0.9375,1209.3981944444445,1.0,0.9375,0.975,0.03463203463203468,0.4203463203463204,0.5918560606060606,0.6084280303030303,0.5556628787878788,2.8,3
4opi,424,1180751.9455,3.186320754716981,7.863207547169812,0.01650943396226415,0.5400943396226415,0.8867924528301887,327.9866515277778,0.9669811320754716,0.8867924528301887,0.9349056603773584,0.17748917748917747,0.5636363636363636,0.510756146369354,0.5254252429959978,0.5894015968308421,2.9,3
4opp,182,615273.138,2.5494505494505493,6.972527472527473,0.038461538461538464,0.3791208791208791,0.8296703296703297,170.90920500000001,0.9230769230769231,0.8296703296703297,0.8857142857142858,0.3982683982683982,0.5532467532467533,0.6794455544455544,0.5292832167832168,0.6260730935730936,3.1,4
4ops,635,279094.0,2.8755905511811024,5.436220472440945,0.006299212598425197,0.9622047244094488,0.9511811023622048,77.5261111111111,0.9874015748031496,0.9511811023622048,0.9729133858267716,0.6060606060606061,0.6701298701298701,0.9704127893104272,0.966308756859938,0.8193225619524832,4.1,5
4oqq,956,964338.6235,3.4152719665271967,10.609832635983263,0.032426778242677826,0.8535564853556485,0.8410041841004184,267.8718398611111,0.9351464435146444,0.8410041841004184,0.897489539748954,0.22943722943722944,0.6311688311688312,0.0,0.42677824267782427,0.5830700610407723,2.9,3
4org,38,12576.046999999999,2.1315789473684212,2.0,0.02631578947368421,0.631578947368421,0.8947368421052632,3.4933463888888885,0.9473684210526316,0.8947368421052632,0.9263157894736842,0.7792207792207793,0.41991341991341996,0.3787878787878788,0.5051834130781498,0.7040350877192982,3.5,4
4orq,10,11439120.0,2.2,3.7,0.0,0.7,0.7,3177.5333333333333,1.0,0.7,0.8799999999999999,0.017316017316017285,0.2653679653679654,0.7007575757575757,0.7003787878787878,0.5054783549783549,2.5,3
4osr,1350,333439.0,3.3014814814814817,12.864444444444445,0.03259259259259259,0.4,0.9251851851851852,92.62194444444444,0.9348148148148148,0.9251851851851852,0.930962962962963,0.5930735930735931,0.6701298701298701,0.0,0.2,0.6481314093314093,3.2,4
4pgp,1055,785615.0,3.0312796208530806,5.237914691943128,0.013270142180094787,0.8180094786729858,0.9213270142180094,218.2263888888889,0.9734597156398104,0.9213270142180094,0.95260663507109,0.2987012987012987,0.7021645021645022,0.9920292977165014,0.9050193881947436,0.7295244250220554,3.6,4
4php,445,772730.403,3.6719101123595506,7.937078651685393,0.0449438202247191,0.4651685393258427,0.9213483146067416,214.64733416666667,0.9101123595505618,0.9213483146067416,0.9146067415730337,0.32900432900432897,0.5186147186147185,0.4967654068777665,0.4809669731018046,0.6022797801449487,3.0,4
4phs,32,1289944.5,3.71875,3.6875,0.0625,0.875,0.9375,358.3179166666667,0.875,0.9375,0.9,0.1471861471861472,0.17229437229437228,0.6983901515151515,0.7866950757575757,0.5435944264069263,2.7,3
4pio,459,519202.31,2.581699346405229,6.618736383442266,0.0196078431372549,0.3572984749455338,0.7015250544662309,144.2228638888889,0.9607843137254902,0.7015250544662309,0.8570806100217865,0.48484848484848486,0.6722943722943723,0.746451442529874,0.5518749587377039,0.6660242009261617,3.3,4
4pls,17,262556.615,2.4705882352941178,5.235294117647059,0.0,0.23529411764705882,0.8823529411764706,72.93239305555555,1.0,0.8823529411764706,0.9529411764705882,0.6233766233766234,0.26536796536796536,0.9915329768270944,0.6134135472370766,0.6651298701298701,3.3,4
4pok,385,798489.0,4.503896103896104,5.387012987012987,0.015584415584415584,0.974025974025974,0.987012987012987,221.8025,0.9688311688311688,0.987012987012987,0.9761038961038961,0.2857142857142857,0.45930735930735933,0.9797323888232979,0.976879181424636,0.7003022432113342,3.5,4
4pps,1800,285019.01749999996,2.7733333333333334,6.394444444444445,0.020555555555555556,0.26166666666666666,0.9411111111111111,79.17194930555554,0.9588888888888889,0.9411111111111111,0.9517777777777778,0.6017316017316017,0.754978354978355,0.7889309764309764,0.5252988215488216,0.7396105579605581,3.7,4
4pqq,811,555997.886,4.086313193588163,7.226880394574599,0.036991368680641186,0.8446362515413071,0.9395807644882861,154.44385722222225,0.9260172626387176,0.9395807644882861,0.931442663378545,0.4458874458874459,0.5887445887445887,0.6312726525426896,0.7379544520419983,0.7028166018116696,3.5,4
4prg,1160,858918.7744999999,4.706896551724138,10.367241379310345,0.04827586206896552,0.5,0.8862068965517241,238.58854847222221,0.903448275862069,0.8862068965517241,0.896551724137931,0.2640692640692641,0.5965367965367965,0.03650731452455602,0.268253657262278,0.5527685102254067,2.8,3
4prh,113,690561.0,2.5575221238938055,3.0530973451327434,0.035398230088495575,0.8141592920353983,0.9734513274336283,191.8225,0.9292035398230089,0.9734513274336283,0.9469026548672566,0.36363636363636365,0.48225108225108226,0.5782381335478681,0.6961987127916331,0.6580149791211738,3.3,4
4pri,69,1544861.451,2.8405797101449277,2.130434782608696,0.014492753623188406,0.855072463768116,0.8840579710144928,429.1281808333333,0.9710144927536232,0.8840579710144928,0.9362318840579711,0.1255411255411255,0.36536796536796534,0.4034914361001317,0.6292819499341238,0.5579964238659891,2.8,3
4pro,114,698230.0,2.4035087719298245,2.0526315789473686,0.03508771929824561,0.9298245614035088,1.0,193.95277777777778,0.9298245614035088,1.0,0.9578947368421052,0.35064935064935066,0.5173160173160173,0.3887559808612441,0.6592902711323765,0.6582467532467533,3.3,4
4psk,719,767041.3420000001,3.536856745479833,5.963838664812239,0.019471488178025034,0.9221140472878998,0.9485396383866481,213.06703944444448,0.96105702364395,0.9485396383866481,0.9560500695410292,0.33333333333333337,0.6051948051948052,0.8704851013613184,0.8962995743246092,0.7182497335765765,3.6,4
4psl,37,1020833.0,2.2972972972972974,1.9189189189189189,0.0,0.8648648648648649,0.972972972972973,283.5647222222222,1.0,0.972972972972973,0.9891891891891892,0.21212121212121215,0.39004329004329,0.36343161343161345,0.6141482391482391,0.6000848250848251,3.0,4
4psr,606,536798.0,3.4834983498349836,5.16006600660066,0.033003300330033,0.735973597359736,0.9620462046204621,149.11055555555555,0.933993399339934,0.9620462046204621,0.9452145214521452,0.4588744588744589,0.5766233766233766,0.9772852285228523,0.8566294129412941,0.7321942551397997,3.7,4
4qil,165,606863.0,3.727272727272727,5.430303030303031,0.006060606060606061,0.9272727272727272,0.9818181818181818,168.57305555555556,0.9878787878787879,0.9818181818181818,0.9854545454545456,0.4112554112554112,0.37835497835497833,0.9715335169880625,0.9494031221303949,0.7132745638200184,3.6,4
4qio,102,6207738.567,1.911764705882353,3.235294117647059,0.0,0.43137254901960786,0.6764705882352942,1724.3718241666666,1.0,0.6764705882352942,0.8705882352941177,0.025974025974025983,0.5718614718614718,0.6127450980392157,0.5220588235294118,0.5299834479246244,2.6,3
4qiq,757,1373185.373,2.9801849405548215,6.317040951122854,0.007926023778071334,0.8678996036988111,0.9062087186261559,381.44038138888885,0.9841479524438573,0.9062087186261559,0.9529722589167768,0.1385281385281385,0.6813852813852814,0.803590728954005,0.835745166326408,0.6715984147952444,3.4,4
4qkk,147,524721.0,4.380952380952381,4.122448979591836,0.09523809523809523,0.8503401360544217,0.9387755102040817,145.75583333333333,0.8095238095238095,0.9387755102040817,0.8612244897959185,0.47186147186147187,0.34199134199134196,0.7807668521954235,0.8155534941249226,0.6509029066171923,3.3,4
4qko,203,414499.672,3.8916256157635467,5.945812807881773,0.024630541871921183,0.916256157635468,1.0,115.13879777777778,0.9507389162561576,1.0,0.9704433497536945,0.5541125541125541,0.40259740259740256,0.8738990894163309,0.8950776235258995,0.737718316166592,3.7,4
4qkp,306,523757.0,3.6601307189542482,11.009803921568627,0.0392156862745098,0.6339869281045751,0.8856209150326797,145.48805555555555,0.9215686274509804,0.8856209150326797,0.9071895424836602,0.47619047619047616,0.4632034632034632,0.0,0.31699346405228757,0.5926033443680503,3.0,3
4qkr,387,1262218.0,3.3617571059431524,4.992248062015504,0.06201550387596899,0.8062015503875969,0.813953488372093,350.61611111111114,0.875968992248062,0.813953488372093,0.8511627906976744,0.1515151515151515,0.5238095238095238,0.9455015268968757,0.8758515386422363,0.615717977113326,3.1,4
4qks,56,567400.5,2.1607142857142856,3.6607142857142856,0.017857142857142856,0.8214285714285714,1.0,157.61125,0.9642857142857143,1.0,0.9785714285714285,0.4415584415584416,0.464935064935065,0.6933170995670995,0.7573728354978355,0.6973511904761905,3.5,4
4qoh,653,438977.0,3.2343032159264933,5.04594180704441,0.018376722817764167,0.885145482388974,0.9831546707503829,121.93805555555555,0.9632465543644717,0.9831546707503829,0.9712098009188362,0.5367965367965368,0.6203463203463202,0.9556707967887139,0.9204081395888439,0.7822734565077598,3.9,4
4qok,11,47622139.0,2.8181818181818183,0.36363636363636365,0.0,1.0,0.0,13228.371944444445,1.0,0.0,0.6,0.0043290043290042934,0.17792207792207795,0.06887052341597788,0.5344352617079889,0.35355371900826443,1.8,2
4qop,12,29817220.5,1.5833333333333333,1.3333333333333333,0.0,0.8333333333333334,1.0,8282.56125,1.0,1.0,1.0,0.008658008658008698,0.38138528138528144,0.2525252525252525,0.5429292929292929,0.537027417027417,2.7,3
4qpl,16,451419.9035,2.125,5.8125,0.0,0.625,0.9375,125.3944176388889,1.0,0.9375,0.975,0.5281385281385281,0.3216450216450217,0.8991477272727273,0.7620738636363636,0.6900284090909091,3.5,4
4qqo,23,4152347.631,2.9565217391304346,3.1739130434782608,0.0,0.782608695652174,0.9130434782608695,1153.4298975,1.0,0.9130434782608695,0.9652173913043478,0.038961038961038974,0.22034632034632035,0.6011198945981554,0.6918642951251647,0.5300084697910785,2.7,3
4qqr,656,1066350.2944999998,3.3780487804878048,6.625,0.012195121951219513,0.9009146341463414,0.9451219512195121,296.2084151388888,0.975609756097561,0.9451219512195121,0.9634146341463414,0.19480519480519476,0.6103896103896104,0.7452651515151516,0.8230898928307465,0.6725923212965896,3.4,4
4qrh,289,821235.755,4.294117647058823,11.40484429065744,0.0726643598615917,0.47750865051903113,0.698961937716263,228.12104305555556,0.8546712802768166,0.698961937716263,0.7923875432525951,0.2727272727272727,0.4337662337662338,0.0,0.23875432525951557,0.48002157012537633,2.4,3
4qsh,1009,109179.0,2.2834489593657086,5.3201189296333,0.015857284440039643,0.38255698711595637,0.9018830525272548,30.3275,0.9682854311199207,0.9018830525272548,0.9417244796828543,0.6926406926406927,0.8251082251082251,0.9924017178724811,0.6874793524942188,0.805281256569661,4.0,5
4qsk,997,588100.784,3.0712136409227684,6.228686058174524,0.033099297893681046,0.46940822467402205,0.7953861584754263,163.3613288888889,0.9338014042126379,0.7953861584754263,0.8784353059177532,0.4285714285714286,0.6805194805194805,0.8203246101942191,0.6448664174341205,0.6796723938047909,3.4,4
4qsl,385,1305949.736,3.137662337662338,6.189610389610389,0.03636363636363636,0.522077922077922,0.8727272727272727,362.76381555555554,0.9272727272727272,0.8727272727272727,0.9054545454545454,0.1428571428571429,0.5458874458874459,0.8277253049980324,0.6749016135379773,0.5967811885084613,3.0,3
4qsp,30,3022228.0,3.1,2.9,0.1,0.9666666666666667,0.9333333333333333,839.5077777777777,0.8,0.9333333333333333,0.8533333333333333,0.051948051948051965,0.23333333333333334,0.5492424242424242,0.7579545454545454,0.5099112554112555,2.5,3
4qsr,528,699990.091,3.558712121212121,6.445075757575758,0.05303030303030303,0.5643939393939394,0.8882575757575758,194.44169194444444,0.8939393939393939,0.8882575757575758,0.8916666666666667,0.34199134199134196,0.5584415584415584,0.779341712580349,0.6718678259871442,0.6436430457169093,3.2,4
4qss,514,570911.007,3.7431906614785992,5.597276264591439,0.08560311284046693,0.5642023346303502,0.9396887159533074,158.58639083333333,0.8287937743190661,0.9396887159533074,0.8731517509727627,0.4372294372294372,0.5333333333333332,0.9399097983728335,0.7520560665015918,0.6719883521148112,3.4,4
4rgh,388,693895.5,2.4922680412371134,4.582474226804123,0.030927835051546393,0.5283505154639175,0.8814432989690721,192.74875,0.9381443298969072,0.8814432989690721,0.9154639175257733,0.35497835497835495,0.6575757575757576,0.8678928459856294,0.6981216807247734,0.6802964475387157,3.4,4
4rhh,39,590459.0,3.4615384615384617,3.5641025641025643,0.02564102564102564,0.6923076923076923,0.9230769230769231,164.01638888888888,0.9487179487179487,0.9230769230769231,0.9384615384615385,0.4242424242424242,0.2147186147186147,0.675019425019425,0.6836635586635587,0.6141985791985791,3.1,4
4rhp,378,439050.5235,3.0714285714285716,6.35978835978836,0.021164021164021163,0.8042328042328042,0.9444444444444444,121.95847875,0.9576719576719577,0.9444444444444444,0.9523809523809523,0.5324675324675325,0.5541125541125541,0.7954946288279622,0.7998637165303832,0.737245470578804,3.7,4
4ris,738,514656.5145,2.772357723577236,7.017615176151762,0.012195121951219513,0.4024390243902439,0.9417344173441734,142.96014291666665,0.975609756097561,0.9417344173441734,0.962059620596206,0.48917748917748916,0.7151515151515151,0.670906216637924,0.5366726205140839,0.7093800666361643,3.5,4
4rkg,415,690990.985,4.937349397590362,9.156626506024097,0.016867469879518072,0.4457831325301205,0.8722891566265061,191.94194027777777,0.9662650602409638,0.8722891566265061,0.9286746987951807,0.35930735930735935,0.4748917748917749,0.2657904344651333,0.3557867834976269,0.5809986960830336,2.9,3
4rli,336,699786.338,3.732142857142857,7.875,0.03273809523809524,0.45535714285714285,0.7797619047619048,194.3850938888889,0.9345238095238095,0.7797619047619048,0.8726190476190476,0.34632034632034636,0.4662337662337663,0.5085227272727273,0.48193993506493504,0.5816314935064935,2.9,3
4rlo,44,82703.1875,1.7727272727272727,2.9318181818181817,0.0,0.5909090909090909,0.9545454545454546,22.973107638888887,1.0,0.9545454545454546,0.9818181818181818,0.7186147186147186,0.5108225108225108,0.5552685950413223,0.5730888429752066,0.7400723140495868,3.7,4
4rog,43,2604313.0,3.2093023255813953,8.046511627906977,0.046511627906976744,0.7674418604651163,0.7906976744186046,723.4202777777778,0.9069767441860466,0.7906976744186046,0.8604651162790697,0.06493506493506496,0.25108225108225113,0.47603946441155753,0.6217406624383369,0.49196113963555826,2.5,3
4roi,24,413488.91949999996,2.375,3.7083333333333335,0.041666666666666664,0.6666666666666666,0.9166666666666666,114.85803319444443,0.9166666666666666,0.9166666666666666,0.9166666666666666,0.5584415584415585,0.32987012987012987,0.7023358585858586,0.6845012626262625,0.6633180014430015,3.3,4
4rol,110,2677256.0,2.4545454545454546,3.2181818181818183,0.03636363636363636,0.5181818181818182,0.9818181818181818,743.6822222222222,0.9272727272727272,0.9818181818181818,0.949090909090909,0.05627705627705626,0.49826839826839825,0.609504132231405,0.5638429752066116,0.5586733569460842,2.8,3
4roo,467,529003.0,3.233404710920771,6.419700214132762,0.017130620985010708,0.7687366167023555,0.9571734475374732,146.9452777777778,0.9657387580299786,0.9571734475374732,0.9623126338329764,0.4675324675324676,0.5766233766233766,0.78414768671728,0.7764421517098177,0.7243056443912974,3.6,4
4ror,108,637216.0,3.4166666666666665,3.9537037037037037,0.05555555555555555,0.5740740740740741,0.9722222222222222,177.00444444444443,0.8888888888888888,0.9722222222222222,0.9222222222222223,0.3939393939393939,0.3437229437229437,0.748807519640853,0.6614407968574636,0.6222953743787077,3.1,4
4rpg,773,879477.0,3.1384217335058215,6.567917205692108,0.04139715394566624,0.6998706338939198,0.8861578266494179,244.29916666666668,0.9172056921086675,0.8861578266494179,0.9047865459249677,0.25108225108225113,0.6571428571428571,0.7560762868007371,0.7279734603473285,0.6564691173423386,3.3,4
4rqs,624,601406.8715,3.5,10.95673076923077,0.008012820512820512,0.6586538461538461,0.9262820512820513,167.05746430555556,0.983974358974359,0.9262820512820513,0.9608974358974359,0.4155844155844156,0.5818181818181818,0.0,0.3293269230769231,0.6224392274392274,3.1,4
4rrl,114,814596.4539999999,3.043859649122807,5.7894736842105265,0.05263157894736842,0.4473684210526316,0.9122807017543859,226.27679277777776,0.8947368421052632,0.9122807017543859,0.9017543859649123,0.2813852813852814,0.4134199134199134,0.9035087719298246,0.6754385964912281,0.6037320574162679,3.0,4
4rsl,167,255736.601,3.712574850299401,4.508982035928144,0.0,0.8502994011976048,0.9880239520958084,71.03794472222222,1.0,0.9880239520958084,0.9952095808383233,0.6363636363636364,0.38441558441558443,0.8539738704409363,0.8521366358192706,0.7547247064312932,3.8,4
4sgg,711,676096.808,4.236286919831223,10.258790436005626,0.03938115330520394,0.1631504922644163,0.9142053445850914,187.80466888888887,0.9212376933895922,0.9142053445850914,0.9184247538677919,0.37662337662337664,0.5670995670995671,0.05704726590802556,0.11009887908622093,0.5510441972467289,2.8,3
4sgr,610,1006229.0,3.6295081967213116,8.3,0.022950819672131147,0.10655737704918032,0.9311475409836065,279.50805555555553,0.9540983606557377,0.9311475409836065,0.9449180327868854,0.21645021645021645,0.5679653679653679,0.428030303030303,0.26729384003974166,0.5518857071889859,2.8,3
4sgs,712,778934.479,4.310393258426966,9.849719101123595,0.019662921348314606,0.1601123595505618,0.9353932584269663,216.37068861111112,0.9606741573033708,0.9353932584269663,0.950561797752809,0.3116883116883117,0.5645021645021645,0.13452289751447066,0.14731762853251623,0.5529826657424972,2.8,3
4shl,397,71792.0,2.9672544080604535,5.831234256926952,0.030226700251889168,0.853904282115869,0.9798488664987406,19.942222222222224,0.9395465994962217,0.9798488664987406,0.9556675062972292,0.7316017316017316,0.587012987012987,0.8955995725517137,0.8747519273337914,0.8097370429738187,4.0,5
4sig,645,182.291,1.9844961240310077,3.10077519379845,0.0,0.9674418604651163,0.9255813953488372,0.05063638888888889,1.0,0.9255813953488372,0.9702325581395349,0.9567099567099567,0.8268398268398267,0.5872680291284942,0.7773549447968052,0.8995978388536529,4.5,5
4sih,415,507549.0,2.5180722891566263,6.669879518072289,0.03855421686746988,0.8,0.9614457831325302,140.98583333333335,0.9228915662650602,0.9614457831325302,0.9383132530120482,0.49783549783549785,0.6670995670995671,0.7367652427893392,0.7683826213946696,0.7399649507119387,3.7,4
4sii,653,15853.0,3.134762633996937,7.996937212863706,0.05206738131699847,0.24655436447166923,0.9035222052067381,4.403611111111111,0.8958652373660031,0.9035222052067381,0.8989280245022971,0.7662337662337663,0.6359307359307358,0.4854285581697527,0.365991461320711,0.706567689584535,3.5,4
4sil,205,787246.0,2.0097560975609756,7.014634146341463,0.024390243902439025,0.25365853658536586,0.8926829268292683,218.67944444444444,0.9512195121951219,0.8926829268292683,0.9278048780487804,0.2943722943722944,0.6632034632034631,0.6714708056171471,0.4625646711012565,0.6234784077710906,3.1,4
4sio,429,579835.002,2.237762237762238,6.417249417249417,0.02097902097902098,0.40792540792540793,0.7878787878787878,161.06527833333334,0.958041958041958,0.7878787878787878,0.88997668997669,0.4329004329004329,0.7307359307359307,0.7846118527936711,0.5962686303595395,0.6851178619360437,3.4,4
4sip,172,278.523,2.4069767441860463,4.773255813953488,0.040697674418604654,0.7209302325581395,0.936046511627907,0.0773675,0.9186046511627907,0.936046511627907,0.9255813953488372,0.8917748917748918,0.5714285714285714,0.9040257223396758,0.8124779774489077,0.8236785210913118,4.1,5
4skh,10,122360.328,1.8,5.4,0.0,0.0,1.0,33.98898,1.0,1.0,1.0,0.6883116883116883,0.33982683982683987,0.9772727272727273,0.48863636363636365,0.6877705627705628,3.4,4
4skk,60,2105400.7580000004,2.433333333333333,12.016666666666667,0.016666666666666666,0.31666666666666665,0.7833333333333333,584.833543888889,0.9666666666666667,0.7833333333333333,0.8933333333333333,0.07792207792207795,0.4233766233766234,0.0,0.15833333333333333,0.4484891774891775,2.2,3
4skl,84,483636.5,1.7023809523809523,3.7857142857142856,0.0,0.35714285714285715,0.9285714285714286,134.34347222222223,1.0,0.9285714285714286,0.9714285714285714,0.5194805194805194,0.5761904761904763,0.716991341991342,0.5370670995670995,0.692521645021645,3.5,4
