employee,ticket_count,median_time,avg_steps,avg_comments,reopen_rate,first_touch_rate,success_rate,median_time_hours,quality_reopen,quality_success,quality_score,efficiency_score,productivity_score,comm_optimal,communication_score,o_score_raw,o_score,o_score_int
4glr,13,513354.0,2.1538461538461537,1.8461538461538463,0.0,0.5384615384615384,1.0,142.59833333333333,1.0,1.0,1.0,0.49350649350649356,0.29913419913419914,0.3496503496503497,0.44405594405594406,0.6220146520146519,3.1,4
4grg,57,499513.0,2.7017543859649122,3.6666666666666665,0.0,0.8596491228070176,0.8947368421052632,138.7536111111111,1.0,0.8947368421052632,0.9578947368421052,0.5064935064935066,0.37748917748917743,0.6944444444444444,0.777046783625731,0.6927937267410952,3.5,4
4gsg,123,784290.0,3.089430894308943,1.910569105691057,0.024390243902439025,0.8861788617886179,1.0,217.85833333333332,0.9512195121951219,1.0,0.9707317073170731,0.303030303030303,0.41298701298701296,0.36185020941118506,0.6240145355999015,0.6229139830359343,3.1,4
4hggg,32,947871.5,3.0625,10.71875,0.03125,0.21875,0.90625,263.2976388888889,0.9375,0.90625,0.925,0.23809523809523814,0.2502164502164502,0.0,0.109375,0.45519209956709955,2.3,3
4hghi,21,3730321.0,2.4285714285714284,9.904761904761905,0.047619047619047616,0.6666666666666666,0.6190476190476191,1036.2002777777777,0.9047619047619048,0.6190476190476191,0.7904761904761904,0.04329004329004327,0.2952380952380953,0.12409812409812415,0.3953823953823954,0.4256132756132756,2.1,3
4hghk,609,206.0,1.9113300492610839,2.863711001642036,0.006568144499178982,0.8801313628899836,0.9293924466338259,0.05722222222222222,0.986863711001642,0.9293924466338259,0.9638752052545156,0.9437229437229437,0.832034632034632,0.5423695078867492,0.7112504353883664,0.8819440712544161,4.4,5
4hgho,105,1025832.0,3.6476190476190475,9.80952380952381,0.13333333333333333,0.29523809523809524,0.9714285714285714,284.9533333333333,0.7333333333333334,0.9714285714285714,0.8285714285714285,0.20346320346320346,0.3142857142857143,0.14213564213564212,0.21868686868686868,0.44746031746031745,2.2,3
4hghq,519,395.0,2.321772639691715,4.360308285163777,0.005780346820809248,0.6339113680154143,0.9364161849710982,0.10972222222222222,0.9884393063583815,0.9364161849710982,0.9676300578034682,0.8311688311688312,0.7437229437229437,0.8258159630992001,0.7298636655573072,0.8411800498794718,4.2,5
4hghs,236,248.5,1.8644067796610169,2.8771186440677967,0.0,0.8559322033898306,0.9364406779661016,0.06902777777777777,1.0,0.9364406779661016,0.9745762711864406,0.9090909090909091,0.7194805194805195,0.5449088341037494,0.70042051874679,0.8523546298334433,4.3,5
4hgi,150,2358608.5,2.7333333333333334,4.026666666666666,0.013333333333333334,0.88,0.7666666666666667,655.1690277777777,0.9733333333333334,0.7666666666666667,0.8906666666666667,0.07359307359307354,0.5021645021645021,0.7626262626262625,0.8213131313131312,0.5948271284271284,3.0,3
4hgih,84,343703.0,3.119047619047619,4.285714285714286,0.09523809523809523,0.011904761904761904,0.9880952380952381,95.47305555555556,0.8095238095238095,0.9880952380952381,0.8809523809523809,0.5844155844155844,0.3303030303030303,0.8116883116883116,0.4117965367965367,0.6028571428571428,3.0,4
4hgir,74,262318.5,2.72972972972973,5.594594594594595,0.06756756756756757,0.20270270270270271,0.8918918918918919,72.86625,0.8648648648648649,0.8918918918918919,0.8756756756756757,0.6277056277056277,0.39090909090909093,0.9404176904176904,0.5715601965601965,0.6559067509067509,3.3,4
4hgkl,23,90294.0,2.8260869565217392,4.6521739130434785,0.08695652173913043,0.08695652173913043,0.8695652173913043,25.081666666666667,0.8260869565217391,0.8695652173913043,0.8434782608695652,0.7142857142857143,0.24632034632034633,0.8810935441370225,0.4840250329380764,0.6198578957274609,3.1,4
4hgko,13,841374.0,2.6153846153846154,9.076923076923077,0.0,0.5384615384615384,0.38461538461538464,233.715,1.0,0.38461538461538464,0.7538461538461538,0.2683982683982684,0.21601731601731605,0.280885780885781,0.4096736596736597,0.45608391608391613,2.3,3
4hgkr,106,99981.5,2.2358490566037736,3.150943396226415,0.05660377358490566,0.0660377358490566,0.9056603773584906,27.77263888888889,0.8867924528301887,0.9056603773584906,0.8943396226415095,0.7012987012987013,0.5311688311688312,0.5967695826186392,0.3314036592338479,0.6608580413297394,3.3,4
4hglq,331,177.0,1.8821752265861027,2.694864048338369,0.0,0.8489425981873112,0.9123867069486404,0.049166666666666664,1.0,0.9123867069486404,0.9649546827794562,0.9696969696969697,0.7471861471861472,0.5103909182459032,0.6796667582166072,0.865528962477603,4.3,5
4hgog,65,3711156.0,2.1846153846153844,14.046153846153846,0.046153846153846156,0.12307692307692308,0.7076923076923077,1030.8766666666668,0.9076923076923077,0.7076923076923077,0.8276923076923077,0.04761904761904767,0.47359307359307357,0.0,0.06153846153846154,0.4086233766233766,2.0,3
4hgok,40,459384.5,1.75,8.85,0.025,0.075,0.825,127.60680555555555,0.95,0.825,0.8999999999999999,0.5238095238095238,0.49783549783549785,0.32386363636363646,0.19943181818181824,0.5854058441558442,2.9,3
4hgol,532,182.0,1.9229323308270676,2.7537593984962405,0.0037593984962406013,0.9060150375939849,0.9078947368421053,0.050555555555555555,0.9924812030075187,0.9078947368421053,0.9586466165413533,0.961038961038961,0.8173160173160172,0.521545340624288,0.7137801891091364,0.8820052973342446,4.4,5
4hgop,20,36545.5,3.2,1.9,0.25,0.25,0.7,10.151527777777778,0.5,0.7,0.58,0.7532467532467533,0.16450216450216448,0.35984848484848486,0.30492424242424243,0.4851969696969696,2.4,3
4hgor,414,237.5,1.9082125603864735,2.8091787439613527,0.0024154589371980675,0.9033816425120773,0.9082125603864735,0.06597222222222222,0.9951690821256038,0.9082125603864735,0.9603864734299516,0.922077922077922,0.7792207792207793,0.5320414287805593,0.7177115356463183,0.8660412091933831,4.3,5
4hgos,479,141.0,1.8893528183716075,2.720250521920668,0.0041753653444676405,0.872651356993737,0.9206680584551148,0.03916666666666667,0.9916492693110647,0.9206680584551148,0.9632567849686846,0.987012987012987,0.8138528138528138,0.515198962484975,0.693925159739356,0.8854487162107203,4.4,5
4hgpl,30,535073.0,2.466666666666667,8.566666666666666,0.03333333333333333,0.26666666666666666,0.9333333333333333,148.6313888888889,0.9333333333333333,0.9333333333333333,0.9333333333333333,0.4632034632034632,0.3406926406926407,0.3775252525252526,0.3220959595959596,0.5750252525252525,2.9,3
4hgqg,10,50491.5,2.1,2.5,0.0,0.0,0.6,14.025416666666667,1.0,0.6,0.84,0.7402597402597403,0.28268398268398265,0.4734848484848485,0.23674242424242425,0.5829502164502165,2.9,3
4hgqk,25,488467.0,1.8,5.28,0.0,0.72,0.92,135.68527777777777,1.0,0.92,0.968,0.5151515151515151,0.43852813852813854,1.0,0.86,0.7272935064935065,3.6,4
4hgqr,23,2622737.0,7.217391304347826,16.73913043478261,0.21739130434782608,0.13043478260869565,0.8260869565217391,728.5380555555555,0.5652173913043479,0.8260869565217391,0.6695652173913045,0.06060606060606055,0.0922077922077922,0.0,0.06521739130434782,0.2809843779408997,1.4,2
4hgrl,265,178.0,1.7433962264150944,2.5245283018867926,0.0,0.8226415094339623,0.9245283018867925,0.049444444444444444,1.0,0.9245283018867925,0.969811320754717,0.9653679653679653,0.7532467532467533,0.4781303602058319,0.650385934819897,0.8615024912194723,4.3,5
4hhgi,462,159.0,1.7705627705627707,2.6406926406926408,0.004329004329004329,0.8722943722943723,0.8852813852813853,0.04416666666666667,0.9913419913419913,0.8852813852813853,0.9489177489177489,0.974025974025974,0.8268398268398269,0.5001311819493637,0.686212777121868,0.8782382264200446,4.4,5
4hhgk,29,75365.0,1.3793103448275863,4.310344827586207,0.034482758620689655,0.13793103448275862,0.4827586206896552,20.934722222222224,0.9310344827586207,0.4827586206896552,0.7517241379310345,0.7272727272727273,0.4818181818181818,0.8163531870428422,0.47714211076280044,0.6367136886102404,3.2,4
4hhgo,143,149.0,1.832167832167832,2.762237762237762,0.0,0.8811188811188811,0.993006993006993,0.04138888888888889,1.0,0.993006993006993,0.9972027972027973,0.9826839826839827,0.6484848484848484,0.5231510913329094,0.7021349862258952,0.8648159416341235,4.3,5
4hhgr,27,0.0,0.7407407407407407,1.962962962962963,0.0,0.1111111111111111,0.2962962962962963,0.0,1.0,0.2962962962962963,0.7185185185185186,0.9956709956709957,0.5112554112554113,0.37177328843995505,0.24144219977553308,0.6509387526054193,3.3,4
4hho,286,178606.5,2.7587412587412588,5.370629370629371,0.03146853146853147,0.5699300699300699,0.8496503496503497,49.61291666666666,0.9370629370629371,0.8496503496503497,0.9020979020979021,0.6623376623376623,0.5783549783549784,0.9828353464717101,0.7763827082008901,0.752266218629855,3.8,4
4hhoo,337,126.0,1.9228486646884273,2.777448071216617,0.0,0.8991097922848664,0.9198813056379822,0.035,1.0,0.9198813056379822,0.9679525222551929,0.9913419913419913,0.7437229437229438,0.5260318316698138,0.7125708119773402,0.8778776317648722,4.4,5
4hhop,334,152.0,1.8053892215568863,2.592814371257485,0.0,0.8233532934131736,0.8532934131736527,0.042222222222222223,1.0,0.8532934131736527,0.9413173652694611,0.9783549783549783,0.7584415584415585,0.4910633278896751,0.6572083106514244,0.8571797962516524,4.3,5
4hlg,346,553627.8230000001,2.4104046242774566,2.6271676300578033,0.008670520231213872,0.5953757225433526,0.869942196531792,153.7855063888889,0.9826589595375722,0.869942196531792,0.93757225433526,0.4502164502164502,0.6580086580086579,0.49756962690488693,0.5464726747241198,0.6816006681180091,3.4,4
4hlo,94,611160.5595,2.765957446808511,3.1914893617021276,0.010638297872340425,0.4574468085106383,0.39361702127659576,169.76682208333332,0.9787234042553191,0.39361702127659576,0.7446808510638298,0.4069264069264069,0.40909090909090906,0.604448742746615,0.5309477756286266,0.5503776365478493,2.8,3
4hpg,212,876928.0,3.3254716981132075,9.141509433962264,0.02830188679245283,0.7264150943396226,0.9150943396226415,243.5911111111111,0.9433962264150944,0.9150943396226415,0.9320754716981132,0.2554112554112554,0.46277056277056283,0.26865351629502576,0.4975343053173242,0.5821402025647309,2.9,3
4hph,89,925090.0,2.292134831460674,7.157303370786517,0.02247191011235955,0.4044943820224719,0.8876404494382022,256.96944444444443,0.9550561797752809,0.8876404494382022,0.9280898876404494,0.24675324675324672,0.4800865800865801,0.6444501191692203,0.5244722505958461,0.5874315384989542,2.9,3
4hpp,1547,328147.295,2.6961861667744023,5.741435035552683,0.014221073044602456,0.3865546218487395,0.8791208791208791,91.15202638888888,0.9715578539107951,0.8791208791208791,0.9345830639948287,0.5974025974025974,0.7662337662337663,0.912607000842295,0.6495808113455173,0.7596176372646961,3.8,4
4hsg,22,79287.263,1.6363636363636365,5.5,0.0,0.09090909090909091,0.8636363636363636,22.024239722222223,1.0,0.8636363636363636,0.9454545454545454,0.722943722943723,0.43246753246753245,0.9583333333333334,0.5246212121212122,0.7030627705627707,3.5,4
4igh,140,936477.0,1.8,3.335714285714286,0.0,0.6785714285714286,0.9928571428571429,260.1325,1.0,0.9928571428571429,0.9971428571428571,0.24242424242424243,0.6528138528138528,0.6317640692640693,0.655167748917749,0.671202380952381,3.4,4
4ihs,1142,265854.5,3.361646234676007,6.288091068301226,0.03590192644483362,0.7548161120840631,0.9763572679509632,73.84847222222223,0.9281961471103327,0.9763572679509632,0.9474605954465849,0.6190476190476191,0.6580086580086579,0.8090736613065861,0.7819448866953246,0.7743638221090059,3.9,4
4ikk,2098,435711.8025,3.152049571020019,8.267874165872259,0.042897998093422304,0.4051477597712107,0.834604385128694,121.03105624999999,0.9142040038131554,0.834604385128694,0.8823641563393707,0.5411255411255411,0.6917748917748918,0.4341147413120723,0.4196312505416415,0.6663900684634717,3.3,4
4ioh,469,346587.0,3.5543710021321964,4.940298507462686,0.04477611940298507,0.7569296375266524,0.9445628997867804,96.27416666666667,0.9104477611940298,0.9445628997867804,0.9240938166311301,0.5800865800865801,0.5445887445887445,0.9356625961103572,0.8462961168185048,0.7466314531239904,3.7,4
4ipo,226,1022289.0,2.8451327433628317,7.606194690265487,0.07079646017699115,0.6902654867256637,0.9823008849557522,283.9691666666667,0.8584070796460177,0.9823008849557522,0.9079646017699115,0.20779220779220775,0.5376623376623376,0.5594328238133548,0.6248491552695092,0.6022379611538903,3.0,4
4isp,25,1203288.0,2.88,3.76,0.08,0.68,1.0,334.24666666666667,0.84,1.0,0.904,0.16883116883116878,0.24632034632034633,0.712121212121212,0.696060606060606,0.5470839826839827,2.7,3
4kgh,301,792748.0,2.3255813953488373,12.029900332225914,0.009966777408637873,0.12624584717607973,0.9036544850498339,220.20777777777778,0.9800664451827242,0.9036544850498339,0.9495016611295681,0.29004329004329,0.6562770562770563,0.0,0.06312292358803986,0.5487163998791906,2.7,3
4kgi,772,278.0235,1.9080310880829014,3.273316062176166,0.0012953367875647669,0.9365284974093264,0.9028497409326425,0.07722875,0.9974093264248705,0.9028497409326425,0.9595854922279793,0.8961038961038961,0.8744588744588744,0.619946223897001,0.7782373606531637,0.8904201433281744,4.5,5
4kgk,49,503963.609,2.5306122448979593,8.040816326530612,0.0,0.32653061224489793,0.7142857142857143,139.98989138888888,1.0,0.7142857142857143,0.8857142857142857,0.5021645021645021,0.3874458874458875,0.477118119975263,0.40182436611008043,0.5933951762523191,3.0,3
4kgo,149,294.017,2.4832214765100673,5.771812080536913,0.006711409395973154,0.6778523489932886,0.8993288590604027,0.08167138888888889,0.9865771812080537,0.8993288590604027,0.9516778523489933,0.8787878787878788,0.5363636363636364,0.9068537726255848,0.7923530608094367,0.8185275574537321,4.1,5
4kgp,229,2983.094,2.606986899563319,5.449781659388647,0.017467248908296942,0.9126637554585153,0.9170305676855895,0.8286372222222222,0.9650655021834061,0.9170305676855895,0.9458515283842794,0.8051948051948052,0.5766233766233767,0.9678443826915443,0.9402540690750298,0.8357222253728804,4.2,5
4kgq,1032,196.425,1.9709302325581395,3.2083333333333335,0.0,0.9660852713178295,0.9176356589147286,0.0545625,1.0,0.9176356589147286,0.9670542635658914,0.9523809523809523,0.8796536796536796,0.6076388888888888,0.7868620801033592,0.9098673822947079,4.5,5
4kgr,252,1208225.494,2.607142857142857,13.619047619047619,0.011904761904761904,0.19047619047619047,0.8650793650793651,335.6181927777778,0.9761904761904762,0.8650793650793651,0.9317460317460318,0.16450216450216448,0.5852813852813852,0.0,0.09523809523809523,0.5033405483405483,2.5,3
4khg,998,218.4045,1.9529058116232465,3.0080160320641283,0.0,0.9338677354709419,0.9448897795591182,0.06066791666666667,1.0,0.9448897795591182,0.9779559118236473,0.9393939393939394,0.8735930735930736,0.5697000060727515,0.7517838707718467,0.9022084428597454,4.5,5
4khi,189,2087088.0,3.544973544973545,9.0,0.164021164021164,0.3544973544973545,0.8624338624338624,579.7466666666667,0.671957671957672,0.8624338624338624,0.7481481481481482,0.08225108225108224,0.4164502164502164,0.2954545454545455,0.32497594997595003,0.43069985569985575,2.2,3
4kho,261,99432.053,2.6053639846743293,6.448275862068965,0.019157088122605363,0.3103448275862069,0.9157088122605364,27.620014722222223,0.9616858237547893,0.9157088122605364,0.9432950191570881,0.7056277056277056,0.5913419913419913,0.7787356321839082,0.5445402298850576,0.733736627357317,3.7,4
4khp,152,92589.9435,4.394736842105263,11.118421052631579,0.039473684210526314,0.13815789473684212,0.9078947368421053,25.71942875,0.9210526315789473,0.9078947368421053,0.9157894736842105,0.7099567099567099,0.35194805194805195,0.0,0.06907894736842106,0.5822208931419458,2.9,3
4khq,18,226.91,2.0,3.0,0.0,0.9444444444444444,0.9444444444444444,0.06303055555555555,1.0,0.9444444444444444,0.9777777777777777,0.9307359307359307,0.35670995670995675,0.5681818181818181,0.7563131313131313,0.7975108225108225,4.0,4
4khs,134,216053.4215,2.8358208955223883,8.201492537313433,0.03731343283582089,0.41044776119402987,0.9328358208955224,60.014839305555554,0.9253731343283582,0.9328358208955224,0.9283582089552238,0.6493506493506493,0.4658008658008658,0.44668701944821354,0.4285673903211217,0.6661366866963881,3.3,4
4kig,11,381763.656,1.3636363636363635,5.454545454545454,0.0,0.09090909090909091,1.0,106.04546,1.0,1.0,1.0,0.5627705627705628,0.38571428571428573,0.9669421487603307,0.5289256198347108,0.67362062180244,3.4,4
4kih,23,180148.0,1.2608695652173914,3.217391304347826,0.0,0.2608695652173913,0.6956521739130435,50.041111111111114,1.0,0.6956521739130435,0.8782608695652174,0.6580086580086579,0.4627705627705627,0.6093544137022397,0.43511198945981555,0.6514699792960662,3.3,4
4kkr,24,1200418.1770000001,1.5416666666666667,4.291666666666667,0.041666666666666664,0.375,1.0,333.44949361111117,0.9166666666666666,1.0,0.95,0.17316017316017318,0.45454545454545453,0.8128156565656566,0.5939078282828283,0.5854806998556998,2.9,3
4kll,132,424864.854,2.1136363636363638,6.628787878787879,0.030303030303030304,0.2196969696969697,0.8863636363636364,118.01801499999999,0.9393939393939394,0.8863636363636364,0.9181818181818182,0.5497835497835497,0.5818181818181818,0.7445477502295684,0.4821223599632691,0.6715976321658139,3.4,4
4klq,116,721698.5,2.060344827586207,5.646551724137931,0.04310344827586207,0.8017241379310345,0.8879310344827587,200.47180555555556,0.9137931034482758,0.8879310344827587,0.903448275862069,0.33766233766233766,0.5783549783549784,0.9305773249738768,0.8661507314524557,0.6895236229287954,3.4,4
4klr,70,818924.5,2.057142857142857,8.014285714285714,0.0,0.42857142857142855,0.9714285714285714,227.4790277777778,1.0,0.9714285714285714,0.9885714285714285,0.2770562770562771,0.49956709956709955,0.4821428571428572,0.4553571428571429,0.6062489177489178,3.0,4
4kol,55,147878.333,2.272727272727273,5.4,0.0,0.509090909090909,0.9090909090909091,41.077314722222226,1.0,0.9090909090909091,0.9636363636363636,0.6753246753246753,0.45194805194805193,0.9772727272727273,0.7431818181818182,0.7451298701298701,3.7,4
4kph,336,259.48850000000004,1.994047619047619,3.449404761904762,0.0,0.9732142857142857,0.9136904761904762,0.0720801388888889,1.0,0.9136904761904762,0.9654761904761905,0.9047619047619048,0.725974025974026,0.6532963564213563,0.8132553210678211,0.8719530122655123,4.4,5
4kpi,348,282.688,1.9913793103448276,3.6063218390804597,0.0,0.9741379310344828,0.9109195402298851,0.07852444444444444,1.0,0.9109195402298851,0.964367816091954,0.8874458874458875,0.7367965367965368,0.6830154998258446,0.8285767154301638,0.8724648579389959,4.4,5
4kpk,180,362974.478,2.3,5.722222222222222,0.044444444444444446,0.6277777777777778,0.9166666666666666,100.8262438888889,0.9111111111111111,0.9166666666666666,0.9133333333333333,0.5714285714285714,0.5974025974025974,0.9162457912457913,0.7720117845117845,0.7364066859066859,3.7,4
4kpq,388,165939.5,2.711340206185567,5.623711340206185,0.05412371134020619,0.08505154639175258,0.9201030927835051,46.09430555555556,0.8917525773195876,0.9201030927835051,0.9030927835051547,0.670995670995671,0.6264069264069264,0.9349031552639802,0.5099773508278663,0.7111082474226805,3.6,4
4kqh,107,372279.247,3.8411214953271027,9.429906542056075,0.056074766355140186,0.3364485981308411,0.9719626168224299,103.41090194444443,0.8878504672897196,0.9719626168224299,0.9214953271028037,0.5670995670995671,0.3082251082251082,0.2140328518833191,0.2752407250070801,0.5809914229073107,2.9,3
4kqk,98,1100043.0,3.163265306122449,10.642857142857142,0.02040816326530612,0.24489795918367346,0.8877551020408163,305.5675,0.9591836734693877,0.8877551020408163,0.9306122448979591,0.19047619047619047,0.34458874458874456,0.0,0.12244897959183673,0.4667408781694496,2.3,3
4kqo,1005,220.0,2.008955223880597,3.343283582089552,0.003980099502487562,0.9253731343283582,0.9213930348258706,0.06111111111111111,0.9920398009950249,0.9213930348258706,0.9637810945273633,0.935064935064935,0.8623376623376624,0.6331976481230213,0.7792853912256897,0.8994142275634812,4.5,5
4kqp,103,538301.728,2.8932038834951457,7.310679611650485,0.02912621359223301,0.3786407766990291,0.941747572815534,149.52825777777778,0.941747572815534,0.941747572815534,0.941747572815534,0.4545454545454546,0.4025974025974026,0.6154015887025597,0.49702118270079443,0.62317173118144,3.1,4
4kqs,90,1563577.5,3.066666666666667,10.11111111111111,0.0,0.3333333333333333,0.9666666666666667,434.32708333333335,1.0,0.9666666666666667,0.9866666666666667,0.12121212121212122,0.3523809523809524,0.08501683501683521,0.20917508417508426,0.48794757094757096,2.4,3
4kro,484,308.5,1.9297520661157024,3.3057851239669422,0.0,0.9710743801652892,0.9070247933884298,0.08569444444444445,1.0,0.9070247933884298,0.9628099173553719,0.8658008658008658,0.8025974025974025,0.6260956674179814,0.7985850237916353,0.8736701728024042,4.4,5
4krp,44,780318.8685000001,2.3863636363636362,7.2727272727272725,0.022727272727272728,0.3181818181818182,0.8409090909090909,216.75524125000004,0.9545454545454546,0.8409090909090909,0.9090909090909092,0.3073593073593074,0.39826839826839827,0.6225895316804408,0.4703856749311295,0.5687524596615506,2.8,3
4lhg,29,19589.709,1.7586206896551724,3.1724137931034484,0.0,0.7586206896551724,0.9310344827586207,5.441585833333333,1.0,0.9310344827586207,0.9724137931034482,0.7575757575757576,0.461038961038961,0.6008359456635319,0.6797283176593522,0.7578922227198089,3.8,4
4lhl,246,1778960.0,2.361788617886179,10.101626016260163,0.02032520325203252,0.04065040650406504,0.8455284552845529,494.15555555555557,0.959349593495935,0.8455284552845529,0.9138211382113821,0.09523809523809523,0.6346320346320347,0.08681325449618138,0.06373183050012321,0.48331969520993917,2.4,3
4lig,152,1390882.5,2.1447368421052633,7.703947368421052,0.07894736842105263,0.7105263157894737,0.9342105263157895,386.35625,0.8421052631578947,0.9342105263157895,0.8789473684210526,0.1298701298701299,0.6064935064935065,0.5409190590111644,0.625722687400319,0.586542350193666,2.9,3
4lih,61,687095.0,3.3114754098360657,9.147540983606557,0.06557377049180328,0.32786885245901637,0.9180327868852459,190.85972222222222,0.8688524590163934,0.9180327868852459,0.8885245901639345,0.37229437229437234,0.2891774891774892,0.26751117734724306,0.29769001490312974,0.5214307004470939,2.6,3
