issue_assignee,median_resolution_days,avg_resolution_days,std_resolution_days,pct_fast_resolved,total_tickets,tickets_per_month,active_months,avg_priority,pct_high_priority,n_distinct_projects,n_distinct_categories,pct_reopened,resolution_rate,avg_comments,pct_sole_resolver,avg_first_response_days,avg_processing_steps,cluster,cluster_dbscan,cluster_agg,cluster_label
4khp,1.0716428645833334,22.052687664625974,71.71726066762956,0.75,152.0,38.0,4.0,2.289473684210526,0.1776315789473684,14.0,6.0,0.0394736842105263,1.0,11.11842105263158,0.0263157894736841,0.0303713348765432,4.394736842105263,0,-1,0,High Performer 🟢
4khq,0.0026262731481481,0.0037779661779835,0.0035628774086152,1.0,18.0,0.0,0.0,2.2222222222222223,0.1666666666666666,15.0,4.0,0.0,1.0,3.0,0.0,7.021773440945774,2.0,0,0,0,High Performer 🟢
4khs,2.5006183043981483,18.49611694073037,72.35632688707013,0.7611940298507462,134.0,10.307692307692308,13.0,2.208955223880597,0.1567164179104477,10.0,5.0,0.0373134328358208,0.9925373134328358,8.201492537313433,0.044776119402985,11.84455345970971,2.8358208955223883,0,-1,0,High Performer 🟢
4kig,4.418560833333333,18.20017511468855,29.04048953093383,0.5454545454545454,11.0,5.5,2.0,1.9090909090909087,0.0,5.0,4.0,0.0,1.0,5.454545454545454,0.0,0.5116493055555555,1.3636363636363635,0,0,0,High Performer 🟢
4kih,2.085046296296296,43.622533205515296,85.97212159145398,0.5652173913043478,23.0,2.3,10.0,2.130434782608696,0.1304347826086956,9.0,5.0,0.0,0.8695652173913043,3.217391304347826,0.0,43.34145293209876,1.2608695652173914,0,-1,1,High Performer 🟢
4kir,4.115150462962963,17.052756944444443,21.698841301308946,0.6,5.0,1.25,4.0,2.2,0.2,4.0,2.0,0.0,1.0,7.6,0.0,0.8276041666666667,1.8,0,0,0,High Performer 🟢
4kkr,13.893728900462964,41.95235634741512,65.64384816767412,0.4583333333333333,24.0,6.0,4.0,2.1666666666666665,0.0833333333333333,4.0,5.0,0.0416666666666666,1.0,4.291666666666667,0.0416666666666666,23.77014814814815,1.5416666666666667,0,-1,0,High Performer 🟢
4kll,4.917417291666666,20.134931228517814,40.166345780628895,0.6212121212121212,132.0,5.739130434782608,23.0,2.265151515151515,0.2803030303030303,7.0,5.0,0.0303030303030303,0.9242424242424242,6.628787878787879,0.1818181818181817,0.3147096994535519,2.113636363636364,0,-1,0,High Performer 🟢
4klq,8.352991898148149,39.32518045178799,73.98825276699631,0.5344827586206896,116.0,5.523809523809524,21.0,2.181034482758621,0.1724137931034483,17.0,7.0,0.043103448275862,0.9051724137931034,5.646551724137931,0.0172413793103448,9.984766553109711,2.060344827586207,0,-1,1,High Performer 🟢
4klr,9.478292824074074,36.66985543005952,63.96809447519862,0.5285714285714286,70.0,7.777777777777778,9.0,2.357142857142857,0.2714285714285714,7.0,9.0,0.0,1.0,8.014285714285714,0.0714285714285714,0.4156139184397163,2.057142857142857,0,-1,0,High Performer 🟢
4kol,1.7115547800925928,11.334604207070708,28.873438686274262,0.8181818181818182,55.0,0.0,0.0,2.0727272727272728,0.0545454545454545,5.0,7.0,0.0,1.0,5.4,0.0363636363636363,7.021773440945774,2.272727272727273,0,-1,0,High Performer 🟢
4kph,0.0030033391203703,2.4404013760058425,40.951277988921305,0.9940476190476192,336.0,0.0,0.0,2.0535714285714284,0.0446428571428571,79.0,6.0,0.0,0.9970238095238096,3.449404761904762,0.0089285714285713,7.021773440945774,1.994047619047619,0,1,0,High Performer 🟢
4kpi,0.0032718518518518,0.929376017221424,12.92005468485323,0.9942528735632185,348.0,0.0,0.0,2.0545977011494254,0.043103448275862,76.0,7.0,0.0,1.0,3.60632183908046,0.0114942528735632,7.021773440945774,1.991379310344828,0,1,0,High Performer 🟢
4kpk,4.201093495370371,16.239186717656896,39.531175032785285,0.7222222222222222,180.0,7.2,25.0,2.2666666666666666,0.1333333333333333,11.0,8.0,0.0444444444444444,0.9888888888888888,5.722222222222222,0.0166666666666667,0.4770406043886352,2.3,0,-1,0,High Performer 🟢
4kpq,1.9205960648148148,12.763676109559944,34.129478712125014,0.770618556701031,388.0,15.52,25.0,2.677835051546392,0.4690721649484536,12.0,6.0,0.0541237113402061,0.9845360824742267,5.623711340206185,0.0231958762886598,3.084018031189084,2.711340206185567,0,-1,0,High Performer 🟢
4kqh,4.308787581018518,32.56864556356006,81.5861698913303,0.6542056074766355,107.0,15.285714285714286,7.0,2.121495327102804,0.0560747663551401,12.0,5.0,0.0560747663551401,1.0,9.429906542056075,0.0093457943925233,7.610711805555556,3.841121495327103,0,-1,0,High Performer 🟢
4kqk,12.731979166666669,34.77261113803855,71.12521610866133,0.4387755102040816,98.0,4.454545454545454,22.0,2.193877551020408,0.1632653061224489,9.0,6.0,0.0204081632653061,0.9693877551020408,10.642857142857142,0.0408163265306122,9.09302662037037,3.163265306122449,0,-1,0,High Performer 🟢
4kqo,0.0025462962962962,1.8180026402593517,23.76546464061644,0.9661691542288556,1005.0,43.69565217391305,23.0,2.5522388059701493,0.3671641791044776,129.0,7.0,0.0039800995024875,0.991044776119403,3.343283582089552,0.0179104477611939,0.1290405248998999,2.008955223880597,0,-1,0,High Performer 🟢
4kqp,6.2303440740740745,33.978390847604274,90.56652672300945,0.6213592233009708,103.0,6.4375,16.0,2.2427184466019416,0.1844660194174757,13.0,6.0,0.029126213592233,1.0,7.310679611650485,0.0388349514563106,7.404280092592593,2.8932038834951457,0,-1,0,High Performer 🟢
4kqs,18.096961805555555,30.68214365805041,37.69939900821063,0.4,90.0,10.0,9.0,1.9777777777777776,0.0222222222222222,7.0,8.0,0.0,1.0,10.11111111111111,0.0555555555555555,0.6549279835390946,3.066666666666667,0,-1,0,High Performer 🟢
4kro,0.0035706018518518,1.6764674681473826,29.25500640084869,0.9917355371900828,484.0,69.14285714285714,7.0,2.419421487603306,0.2830578512396694,80.0,6.0,0.0,0.9979338842975206,3.3057851239669422,0.0103305785123967,0.1593690960531238,1.9297520661157024,0,-1,0,High Performer 🟢
4krp,9.031468385416668,29.96584460279882,44.112594083141886,0.5227272727272727,44.0,44.0,1.0,2.022727272727273,0.0454545454545454,4.0,8.0,0.0227272727272727,1.0,7.272727272727272,0.0454545454545454,0.0727083333333333,2.386363636363636,0,-1,0,High Performer 🟢
4lgi,8.664086805555556,13.808536203703706,18.08955265918512,0.5,6.0,0.0,0.0,2.1666666666666665,0.1666666666666666,2.0,2.0,0.0,1.0,3.1666666666666665,0.1666666666666666,7.021773440945774,1.3333333333333333,0,-1,0,High Performer 🟢
4lhg,0.2267327430555555,7.382409917784162,10.996007464308452,0.7241379310344828,29.0,2.230769230769231,13.0,2.0689655172413794,0.1034482758620689,14.0,3.0,0.0,0.9655172413793104,3.1724137931034484,0.0,4.253953269675926,1.7586206896551724,0,-1,0,High Performer 🟢
4lhl,20.58981481481481,53.608455138606594,78.11464656073323,0.4308943089430894,246.0,10.695652173913045,23.0,2.6991869918699187,0.5121951219512195,32.0,5.0,0.0203252032520325,0.902439024390244,10.101626016260164,0.0203252032520325,9.174301364121323,2.361788617886179,0,-1,1,High Performer 🟢
4lig,16.098177083333333,48.55435111133954,87.49410359971691,0.3815789473684211,152.0,6.08,25.0,2.171052631578948,0.125,9.0,6.0,0.0789473684210526,0.9671052631578948,7.703947368421052,0.0131578947368421,16.586550143893895,2.1447368421052637,0,-1,0,High Performer 🟢
4lih,7.952488425925926,20.755802851017,52.858582275102286,0.6885245901639344,61.0,2.9047619047619047,21.0,2.39344262295082,0.3442622950819672,6.0,5.0,0.0655737704918032,0.9672131147540984,9.147540983606556,0.0327868852459016,0.6370362523540489,3.3114754098360657,0,-1,0,High Performer 🟢
4lii,2.214375,21.640276031555985,47.07659506146745,0.6551724137931034,87.0,6.214285714285714,14.0,2.4022988505747125,0.2873563218390804,6.0,6.0,0.0689655172413793,0.9770114942528736,7.620689655172414,0.0344827586206896,0.962052806712963,2.954022988505747,0,-1,0,High Performer 🟢
4lio,30.06740740740741,55.483425260112085,54.71428967210945,0.0,19.0,6.333333333333333,3.0,1.7894736842105263,0.1052631578947368,2.0,4.0,0.0526315789473684,1.0,7.947368421052632,0.0,25.588037808641975,1.736842105263158,0,-1,0,High Performer 🟢
4lip,20.02106481481481,32.272931516422084,48.23745037218071,0.3396226415094339,53.0,2.789473684210526,19.0,2.6226415094339623,0.4339622641509434,5.0,5.0,0.0377358490566037,0.9622641509433962,7.09433962264151,0.0,6.722337307826694,1.8867924528301887,0,-1,0,High Performer 🟢
4lkl,8.943958333333333,33.45836965197957,66.02085158362488,0.5172413793103449,29.0,2.4166666666666665,12.0,2.206896551724138,0.2068965517241379,4.0,3.0,0.0,1.0,6.517241379310345,0.0,0.7461258780332056,2.034482758620689,0,0,0,High Performer 🟢
4lll,61.99371527777778,60.08542566872429,57.077474664312405,0.3333333333333333,9.0,1.5,6.0,2.888888888888889,0.7777777777777778,3.0,3.0,0.1111111111111111,0.7777777777777778,11.88888888888889,0.0,0.1047887731481481,2.333333333333333,1,-1,1,Solid Performer 🟡
4llr,19.540381944444444,46.7922418179318,66.90090323161819,0.3861386138613861,101.0,5.941176470588236,17.0,2.792079207920792,0.594059405940594,12.0,5.0,0.0396039603960396,0.7821782178217822,10.851485148514852,0.0198019801980198,3.7610261574074073,3.089108910891089,1,-1,1,Solid Performer 🟡
4lls,19.321984953703705,26.21713137665968,29.521787410187617,0.4245283018867924,106.0,7.066666666666666,15.0,3.056603773584906,0.8962264150943396,2.0,4.0,0.0377358490566037,0.8962264150943396,9.339622641509434,0.0188679245283018,0.0010498558700209,4.009433962264151,0,-1,1,High Performer 🟢
4lpl,6.055833333333333,20.862840322293447,39.54538094690823,0.625,104.0,5.2,20.0,2.644230769230769,0.4134615384615384,17.0,5.0,0.0384615384615384,0.9519230769230768,5.826923076923077,0.0,4.213177991103849,1.807692307692308,0,-1,0,High Performer 🟢
4lpo,4.113946759259259,20.48585628019324,39.23404283784594,0.6347826086956522,575.0,26.13636363636364,22.0,3.4,0.7965217391304348,7.0,5.0,0.017391304347826,0.977391304347826,9.191304347826089,0.0278260869565217,1.2786664251207729,3.344347826086957,0,-1,0,High Performer 🟢
4lpq,0.1610879629629629,8.898412698412699,31.839595208722667,0.8857142857142857,35.0,5.0,7.0,3.085714285714286,0.6857142857142857,4.0,4.0,0.1428571428571428,1.0,4.6,0.0,0.007964947089947,2.8285714285714287,0,-1,0,High Performer 🟢
4lqg,22.482471064814813,69.87166418650793,105.19391666720442,0.3265306122448979,98.0,4.454545454545454,22.0,2.010204081632653,0.173469387755102,3.0,4.0,0.0510204081632653,0.9183673469387756,8.23469387755102,0.010204081632653,0.3888244047619048,2.4693877551020407,0,-1,1,High Performer 🟢
4lqi,12.971840277777778,38.66195202745849,56.54988058332718,0.4482758620689655,29.0,2.636363636363636,11.0,2.5172413793103448,0.3793103448275862,5.0,4.0,0.0689655172413793,0.9655172413793104,7.931034482758621,0.0344827586206896,3.899381200396826,2.2758620689655173,0,-1,0,High Performer 🟢
4lqk,3.016539351851852,23.00957558539945,46.35082077426417,0.6363636363636364,121.0,10.083333333333334,12.0,2.2231404958677685,0.2066115702479339,3.0,3.0,0.0165289256198347,0.9256198347107438,3.7355371900826446,0.0,5.865768288950108,1.743801652892562,0,-1,1,High Performer 🟢
4lqr,0.0184548611111111,9.782830650252526,18.337415049404804,0.7954545454545454,44.0,22.0,2.0,2.0454545454545454,0.25,1.0,2.0,0.0,0.2272727272727272,0.9772727272727272,0.0227272727272727,13.784826388888888,0.8863636363636364,2,-1,3,Specialist ⚫
4lqs,14.337060185185186,20.028061342592597,18.637119304929115,0.3,10.0,3.333333333333333,3.0,2.0,0.1,6.0,2.0,0.1,1.0,8.8,0.0,1.3088148148148149,3.0,0,-1,0,High Performer 🟢
4lrl,0.0394791666666666,19.84961651234568,39.24644232440068,0.7333333333333333,15.0,2.142857142857143,7.0,2.6666666666666665,0.6,4.0,2.0,0.0666666666666666,0.8,1.2666666666666666,0.0,9.276327932098765,1.3333333333333333,1,-1,1,Solid Performer 🟡
4lrp,1.5747743055555556,7.529139085894405,12.643555202089408,0.7553191489361702,94.0,9.4,10.0,2.595744680851064,0.425531914893617,26.0,4.0,0.0425531914893617,0.9680851063829788,6.053191489361702,0.0106382978723403,0.2737508618991331,3.127659574468085,0,-1,0,High Performer 🟢
4lrs,0.0027314814814814,0.0061336209831154,0.0334724827872726,1.0,272.0,45.333333333333336,6.0,2.948529411764706,0.6470588235294118,68.0,5.0,0.0,0.9889705882352942,2.922794117647059,0.0147058823529411,0.075853034790305,1.875,0,-1,0,High Performer 🟢
4lsh,15.95991898148148,40.3508805941358,42.95505198617381,0.4583333333333333,24.0,2.0,12.0,2.25,0.2083333333333333,6.0,3.0,0.0416666666666666,0.9166666666666666,12.083333333333334,0.0,6.221770351080248,3.625,0,-1,1,High Performer 🟢
4lsk,0.0450925925925925,5.863543084933949,25.54501437650576,0.9080962800875274,457.0,24.05263157894737,19.0,3.168490153172866,0.7417943107221007,6.0,4.0,0.0306345733041575,0.986870897155361,7.282275711159738,0.0043763676148796,0.0794777452891487,2.4704595185995624,0,-1,0,High Performer 🟢
4lso,12.017887731481482,18.64625110229277,19.531372495712397,0.4523809523809524,42.0,2.625,16.0,2.333333333333333,0.238095238095238,9.0,2.0,0.0476190476190476,0.9523809523809524,10.095238095238097,0.0238095238095238,0.5780784281305115,2.9285714285714284,0,-1,0,High Performer 🟢
4lsp,0.4955266203703704,9.468294967421125,27.52773786988919,0.8703703703703703,54.0,4.909090909090909,11.0,2.592592592592593,0.5185185185185185,6.0,2.0,0.037037037037037,1.0,3.1296296296296298,0.074074074074074,0.9221838563100136,2.555555555555556,0,-1,0,High Performer 🟢
4ogg,1.4471565277777776,19.89024941401373,49.13224571817094,0.7078651685393258,89.0,6.846153846153846,13.0,2.056179775280899,0.0337078651685393,44.0,9.0,0.0786516853932584,1.0,3.932584269662921,0.0337078651685393,108.39485982510288,2.651685393258427,0,-1,0,High Performer 🟢
4ohk,7.816147534722222,21.39784580602391,37.31666662134221,0.5676855895196506,687.0,21.46875,32.0,2.0509461426491997,0.0422125181950509,56.0,11.0,0.0524017467248908,1.0,14.032023289665212,0.0407569141193595,10.074591798513724,4.758369723435226,0,-1,0,High Performer 🟢
4ohl,7.677760416666667,44.19174642134951,120.74386577996356,0.5747126436781609,174.0,14.5,12.0,2.0517241379310347,0.0804597701149425,20.0,8.0,0.028735632183908,1.0,2.454022988505747,0.0344827586206896,31.40438878184543,2.3505747126436782,0,-1,0,High Performer 🟢
4oio,8.97423611111111,37.850284291145925,114.74117804882134,0.551617873651772,649.0,12.48076923076923,52.0,2.1664098613251155,0.1248073959938366,38.0,12.0,0.0231124807395993,0.9861325115562404,6.576271186440678,0.0154083204930662,15.000781173248846,3.3959938366718028,0,-1,0,High Performer 🟢
4oiq,0.1735474537037037,11.536860795454546,19.92809992514972,0.75,44.0,14.666666666666666,3.0,1.9318181818181817,0.2954545454545454,2.0,2.0,0.0227272727272727,0.1590909090909091,1.2727272727272727,0.1818181818181817,8.834335805976432,1.4090909090909092,2,-1,3,Specialist ⚫
4okh,2.833854166666667,52.17079052555884,214.62525004409653,0.7514792899408284,169.0,5.633333333333334,30.0,2.0532544378698225,0.029585798816568,26.0,8.0,0.0355029585798816,1.0,4.763313609467455,0.059171597633136,18.31789514105227,3.408284023668639,0,-1,0,High Performer 🟢
4olg,11.20904513888889,15.222096002252252,18.11363074381648,0.4864864864864865,74.0,6.166666666666667,12.0,2.0,0.0,9.0,4.0,0.0,1.0,3.2432432432432434,0.0,9.425247278528529,2.4864864864864864,0,0,0,High Performer 🟢
4oll,4.981441099537037,53.44578767006803,90.67998761588314,0.5510204081632653,49.0,8.166666666666666,6.0,2.122448979591837,0.0816326530612244,15.0,8.0,0.0204081632653061,1.0,3.4081632653061225,0.1224489795918367,1.5767525077160494,1.9183673469387756,0,-1,0,High Performer 🟢
4olr,135.1134201388889,117.77380931712965,59.502577058965485,0.0,8.0,4.0,2.0,2.0,0.0,1.0,1.0,0.0,1.0,2.0,0.0,27.81004340277778,2.375,0,-1,0,High Performer 🟢
4ook,8.951396087962962,8.930813599537036,5.360440133195832,0.6071428571428571,28.0,0.0,0.0,2.142857142857143,0.1428571428571428,1.0,1.0,0.0,1.0,2.1785714285714284,0.0714285714285714,7.021773440945774,2.107142857142857,0,-1,0,High Performer 🟢
4oop,50.391591435185184,154.23577690972223,244.43632645114693,0.125,16.0,2.0,8.0,2.1875,0.0625,6.0,3.0,0.0,1.0,3.125,0.0,166.43191984953702,1.3125,0,-1,0,High Performer 🟢
4opi,13.666110480324074,36.41578309887644,60.54826602198561,0.455188679245283,424.0,12.470588235294118,34.0,2.1014150943396226,0.0636792452830188,36.0,10.0,0.0165094339622641,0.9976415094339622,7.863207547169812,0.0235849056603774,20.72385930164319,3.186320754716981,0,-1,0,High Performer 🟢
4opp,7.121216875,29.22906567186864,61.914955330358254,0.5659340659340659,182.0,7.0,26.0,2.0494505494505493,0.0384615384615384,29.0,7.0,0.0384615384615384,1.0,6.972527472527473,0.0384615384615384,23.817274741138988,2.5494505494505493,0,2,0,High Performer 🟢
4ops,3.2302546296296297,62.46935840392607,313.0879720637406,0.7889763779527559,635.0,14.431818181818182,44.0,2.255118110236221,0.2094488188976378,52.0,5.0,0.0062992125984251,0.9952755905511812,5.436220472440945,0.0031496062992125,1.4712533291019514,2.8755905511811024,0,-1,0,High Performer 🟢
4oqq,11.161326660879627,34.14108620413955,79.22596528117155,0.4884937238493724,956.0,18.0377358490566,53.0,2.0543933054393304,0.0449790794979079,33.0,8.0,0.0324267782426778,0.9811715481171548,10.609832635983263,0.0198744769874477,8.249098391520802,3.4152719665271967,0,-1,0,High Performer 🟢
4org,0.145556099537037,12.09906637487817,31.086499008646,0.6842105263157895,38.0,3.8,10.0,2.026315789473684,0.0263157894736842,33.0,5.0,0.0263157894736842,1.0,2.0,0.0,30.36288657407407,2.131578947368421,0,-1,0,High Performer 🟢
4orq,132.3972222222222,258.80074768518523,253.2371165522565,0.1,10.0,2.0,5.0,2.0,0.0,3.0,1.0,0.0,1.0,3.7,0.0,206.27718171296297,2.2,3,-1,0,Low Performer 🔴
4ors,4.06916087962963,6.007966820987654,6.323057566525678,0.6666666666666666,6.0,3.0,2.0,2.0,0.0,2.0,4.0,0.0,1.0,1.8333333333333333,0.0,5.72474537037037,1.8333333333333333,0,0,0,High Performer 🟢
4osr,3.859247685185186,23.79548291080247,57.35953085826545,0.6637037037037037,1350.0,24.107142857142858,56.0,2.2614814814814816,0.1777777777777777,75.0,12.0,0.0325925925925925,0.9933333333333332,12.864444444444445,0.0385185185185185,6.966127544271677,3.3014814814814817,0,-1,0,High Performer 🟢
4pgg,0.0135185185185185,5.907099975198412,10.07887526776057,0.7142857142857143,7.0,2.333333333333333,3.0,2.4285714285714284,0.4285714285714285,3.0,2.0,0.0,0.8571428571428571,2.571428571428572,0.0,6.275532407407408,1.5714285714285714,1,-1,1,Solid Performer 🟡
4pgp,9.092766203703704,25.578021115927243,77.02776524674705,0.5412322274881517,1055.0,19.181818181818183,55.0,2.1071090047393364,0.0796208530805687,36.0,8.0,0.0132701421800947,0.990521327014218,5.237914691943128,0.0360189573459716,6.960957068537609,3.031279620853081,0,-1,0,High Performer 🟢
4phi,275.9487326388889,460.67209320794746,519.2656515806667,0.0,6.0,1.5,4.0,2.0,0.0,3.0,3.0,0.0,1.0,2.6666666666666665,0.0,22.62662037037037,1.5,3,-1,2,Low Performer 🔴
4php,8.943638923611111,28.135356253095093,62.327993754050055,0.5303370786516854,445.0,15.344827586206897,29.0,2.015730337078652,0.0112359550561797,25.0,9.0,0.0449438202247191,1.0,7.937078651685393,0.0651685393258426,20.016981780167264,3.671910112359551,0,-1,0,High Performer 🟢
4phs,14.929913194444444,38.84135452835648,66.44578461515012,0.375,32.0,2.1333333333333333,15.0,2.15625,0.125,10.0,4.0,0.0625,1.0,3.6875,0.0,10.986863064236111,3.71875,0,-1,0,High Performer 🟢
4pio,6.00928599537037,23.810609502995643,68.4424174742352,0.6535947712418301,459.0,9.18,50.0,2.442265795206972,0.2287581699346405,35.0,8.0,0.0196078431372549,0.9869281045751634,6.618736383442266,0.028322440087146,8.440150515812617,2.581699346405229,0,-1,0,High Performer 🟢
4pls,3.038849710648148,10.302668432734205,19.96102988705889,0.7058823529411765,17.0,8.5,2.0,2.0,0.0588235294117647,1.0,1.0,0.0,1.0,5.235294117647059,0.0,1.7072800925925926,2.4705882352941178,0,0,0,High Performer 🟢
4pok,9.241770833333334,37.744607293470416,82.83763246583091,0.5168831168831168,385.0,13.75,28.0,2.005194805194805,0.0025974025974025,14.0,3.0,0.0155844155844155,1.0,5.387012987012987,0.0025974025974025,12.506173449953115,4.503896103896104,0,-1,0,High Performer 🟢
4pps,3.2988312210648143,19.6923089482446,50.98731301813197,0.7138888888888889,1800.0,32.72727272727273,55.0,2.65,0.4577777777777778,67.0,13.0,0.0205555555555555,0.9872222222222222,6.394444444444445,0.0288888888888888,1.4811734877808136,2.773333333333333,0,-1,0,High Performer 🟢
4pqq,6.435160717592593,13.719180301382606,28.470848030736978,0.6436498150431565,811.0,16.551020408163264,49.0,2.1738594327990137,0.1307028360049321,39.0,5.0,0.0369913686806411,0.9901356350184956,7.226880394574599,0.0110974106041923,2.0652309013966232,4.086313193588163,0,-1,0,High Performer 🟢
4prg,9.941189519675923,39.85922299401341,80.41600406132687,0.5137931034482759,1160.0,21.88679245283019,53.0,2.063793103448276,0.0534482758620689,56.0,11.0,0.0482758620689655,0.9948275862068966,10.367241379310345,0.0749999999999999,13.1096205693816,4.706896551724138,0,-1,0,High Performer 🟢
4prh,7.992604166666666,27.20666144296952,55.618765212797705,0.5575221238938053,113.0,6.647058823529412,17.0,2.017699115044248,0.0176991150442477,15.0,7.0,0.0353982300884955,1.0,3.0530973451327434,0.0619469026548672,16.991085197476238,2.557522123893805,0,2,0,High Performer 🟢
4pri,17.880340868055555,44.73154091636474,101.50273968061153,0.3623188405797101,69.0,5.75,12.0,2.0,0.0,22.0,3.0,0.0144927536231884,1.0,2.130434782608696,0.0144927536231883,3.806256839225589,2.840579710144928,0,-1,0,High Performer 🟢
4prl,4.002314814814815,14.188881944444445,23.35883175694901,0.6,5.0,1.6666666666666667,3.0,2.0,0.0,1.0,3.0,0.0,1.0,1.8,0.1999999999999999,1.0020046296296297,1.8,0,-1,0,High Performer 🟢
4pro,8.081365740740742,31.78068682992203,72.02905252710936,0.5789473684210527,114.0,9.5,12.0,2.0,0.0,9.0,5.0,0.0350877192982456,1.0,2.0526315789473686,0.0087719298245614,34.274727298570504,2.4035087719298245,0,-1,0,High Performer 🟢
4prp,7.995162037037037,55.744830729166665,116.43010997274554,0.625,8.0,2.6666666666666665,3.0,2.0,0.0,1.0,4.0,0.0,1.0,0.875,0.0,63.00204716435185,1.375,0,-1,0,High Performer 🟢
4prq,5.248599537037037,9.940666335978836,10.245097904387654,0.5714285714285714,7.0,1.1666666666666667,6.0,2.4285714285714284,0.1428571428571428,2.0,4.0,0.0,1.0,1.5714285714285714,0.0,10.45625964506173,1.2857142857142858,0,0,0,High Performer 🟢
4psk,8.877793310185186,35.46935952404639,128.13078008897108,0.5535465924895688,719.0,13.826923076923077,52.0,2.157162726008345,0.1196105702364394,39.0,9.0,0.019471488178025,0.9930458970792768,5.963838664812239,0.0027816411682892,8.905489018744355,3.536856745479833,0,-1,0,High Performer 🟢
4psl,11.815196759259258,82.91058245745747,227.99953652057448,0.4594594594594595,37.0,3.363636363636364,11.0,2.0,0.0,10.0,7.0,0.0,1.0,1.9189189189189189,0.0,71.70290759509508,2.2972972972972974,0,-1,0,High Performer 🟢
4psr,6.212939814814815,26.481677011577897,52.14012980651509,0.5957095709570958,606.0,14.78048780487805,41.0,2.1254125412541254,0.094059405940594,78.0,7.0,0.033003300330033,0.9983498349834984,5.16006600660066,0.0297029702970297,8.527105773492908,3.483498349834984,0,-1,0,High Performer 🟢
4pss,29.215983796296296,82.74068029835391,167.15306714976492,0.2222222222222222,9.0,1.5,6.0,2.0,0.0,7.0,1.0,0.0,1.0,2.0,0.0,85.15972608024691,1.8888888888888888,0,-1,0,High Performer 🟢
4qhk,0.0069796296296296,2.030007581018519,4.527049254002822,1.0,5.0,0.0,0.0,2.2,0.2,5.0,4.0,0.0,1.0,1.2,0.0,7.021773440945774,1.6,0,0,0,High Performer 🟢
4qil,7.023877314814815,25.01256111286476,58.98935672690905,0.6545454545454545,165.0,5.5,30.0,2.090909090909091,0.0484848484848484,40.0,4.0,0.006060606060606,0.987878787878788,5.430303030303031,0.0,12.76043133244546,3.727272727272727,0,-1,0,High Performer 🟢
4qio,71.84882600694444,175.7798111198484,265.4349388291749,0.2549019607843137,102.0,3.1875,32.0,2.049019607843137,0.0294117647058823,15.0,8.0,0.0,1.0,3.235294117647059,0.0588235294117647,30.020924575617283,1.911764705882353,0,-1,0,High Performer 🟢
4qiq,15.893349224537037,35.62732771580984,103.42936964127,0.3593130779392338,757.0,14.283018867924527,53.0,2.0554821664464997,0.0488771466314399,35.0,8.0,0.0079260237780713,0.9867899603698812,6.317040951122854,0.0211360634081901,9.457444648986272,2.980184940554821,0,-1,0,High Performer 🟢
4qkk,6.073159722222222,22.78044973466238,41.91528740791024,0.5986394557823129,147.0,11.307692307692308,13.0,2.0,0.0,26.0,4.0,0.0952380952380952,1.0,4.122448979591836,0.0204081632653061,1.965167211328976,4.380952380952381,0,-1,0,High Performer 🟢
4qko,4.797449907407407,13.422976649733169,28.108454863448635,0.6847290640394089,203.0,12.6875,16.0,2.0,0.0,42.0,4.0,0.0246305418719211,1.0,5.945812807881773,0.0,1.3754319406496662,3.8916256157635463,0,-1,0,High Performer 🟢
4qkp,6.062002314814815,14.289903480694749,23.928914693867853,0.6437908496732027,306.0,18.0,17.0,2.0163398692810457,0.0196078431372549,26.0,8.0,0.0392156862745098,1.0,11.009803921568627,0.045751633986928,11.268741914003044,3.660130718954248,0,-1,0,High Performer 🟢
4qkr,14.609004629629627,33.12556198314433,47.42522705035289,0.4470284237726098,387.0,10.18421052631579,38.0,2.248062015503876,0.1576227390180878,44.0,5.0,0.0620155038759689,1.0,4.992248062015504,0.0103359173126614,7.521200927807889,3.3617571059431524,0,-1,0,High Performer 🟢
4qks,6.567135416666667,12.051191509589948,18.057452423358704,0.6785714285714286,56.0,7.0,8.0,1.9642857142857144,0.0,10.0,3.0,0.0178571428571428,1.0,3.6607142857142856,0.0714285714285714,11.757885458002646,2.1607142857142856,0,-1,0,High Performer 🟢
4qog,3.145694444444445,32.188657407407405,62.625681411204894,0.6,5.0,5.0,1.0,2.0,0.0,1.0,2.0,0.0,1.0,0.2,0.0,2.852446759259259,2.4,0,0,0,High Performer 🟢
4qoh,5.080752314814815,12.182376270081814,19.41686127318932,0.6845329249617151,653.0,13.06,50.0,2.140888208269525,0.0872894333843797,35.0,5.0,0.0183767228177641,0.996937212863706,5.04594180704441,0.004594180704441,5.248119109358719,3.2343032159264933,0,-1,0,High Performer 🟢
4qok,551.1821643518518,581.7447895622896,74.7183589558806,0.0,11.0,1.8333333333333333,6.0,2.0,0.0,1.0,1.0,0.0,1.0,0.3636363636363636,0.0,60.41230113636364,2.8181818181818183,3,-1,2,Low Performer 🔴
4qop,345.10671875,334.1783111496913,330.43508632359527,0.1666666666666666,12.0,4.0,3.0,2.0,0.0,1.0,4.0,0.0,1.0,1.3333333333333333,0.0,271.3660908564815,1.5833333333333333,3,-1,2,Low Performer 🔴
4qpl,5.224767401620371,44.56738866536459,129.38478915611006,0.625,16.0,3.2,5.0,2.0,0.0,6.0,5.0,0.0,1.0,5.8125,0.0,1.257425925925926,2.125,0,-1,0,High Performer 🟢
