iter	Passed	Remaining
331	5106	17628
332	5122	17612
333	5137	17597
334	5153	17583
335	5171	17578
336	5187	17564
337	5203	17549
338	5220	17540
339	5235	17524
340	5250	17506
341	5265	17490
342	5281	17476
343	5299	17469
344	5314	17454
345	5329	17437
346	5345	17422
347	5360	17405
348	5375	17389
349	5391	17374
350	5407	17363
351	5423	17349
352	5438	17332
353	5453	17315
354	5470	17304
355	5485	17287
356	5502	17277
357	5516	17258
358	5533	17246
359	5549	17233
360	5564	17217
361	5579	17201
362	5596	17188
363	5611	17173
364	5626	17158
365	5641	17141
366	5656	17124
367	5671	17107
368	5695	17117
369	5711	17103
370	5727	17090
371	5742	17072
372	5756	17052
373	5770	17033
374	5786	17019
375	5803	17010
376	5821	17000
377	5839	16994
378	5860	16994
379	5876	16980
380	5893	16970
381	5912	16964
382	5930	16955
383	5944	16936
384	5959	16920
385	5974	16902
386	5991	16889
387	6006	16874
388	6024	16866
389	6041	16853
390	6057	16839
391	6071	16821
392	6087	16806
393	6104	16795
394	6120	16780
395	6136	16765
396	6150	16747
397	6167	16735
398	6182	16717
399	6196	16700
400	6212	16684
401	6227	16667
402	6242	16650
403	6258	16636
404	6273	16620
405	6289	16607
406	6304	16589
407	6320	16575
408	6335	16558
409	6350	16542
410	6365	16525
411	6380	16509
412	6396	16494
413	6411	16477
414	6428	16466
415	6448	16461
416	6462	16442
417	6477	16427
418	6493	16412
419	6508	16395
420	6524	16380
421	6541	16368
422	6556	16353
423	6571	16336
424	6587	16321
425	6602	16304
426	6616	16285
427	6631	16269
428	6648	16255
429	6663	16240
430	6680	16229
431	6696	16213
432	6713	16202
433	6728	16186
434	6744	16172
435	6760	16156
436	6775	16139
437	6790	16123
438	6806	16109
439	6823	16097
440	6838	16079
441	6853	16063
442	6872	16055
443	6887	16040
444	6904	16028
445	6920	16012
446	6938	16004
447	6954	15989
448	6971	15976
449	6986	15960
450	7001	15942
451	7016	15926
452	7031	15910
453	7047	15896
454	7064	15883
455	7080	15869
456	7095	15852
457	7111	15837
458	7128	15826
459	7143	15809
460	7159	15793
461	7174	15776
462	7189	15761
463	7204	15744
464	7219	15728
465	7235	15712
466	7252	15699
467	7267	15684
468	7283	15668
469	7297	15651
470	7312	15634
471	7328	15618
472	7342	15600
473	7357	15584
474	7371	15566
475	7388	15552
476	7403	15537
477	7419	15521
478	7435	15506
479	7451	15493
480	7468	15479
481	7483	15463
482	7499	15448
483	7514	15432
484	7529	15416
485	7544	15399
486	7559	15382
487	7573	15363
488	7590	15351
489	7606	15337
490	7622	15322
491	7638	15308
492	7654	15292
493	7669	15277
494	7685	15263
495	7701	15247
496	7720	15238
497	7737	15227
498	7754	15214
499	7771	15200
500	7787	15187
501	7803	15172
502	7821	15160
503	7836	15143
504	7851	15127
505	7869	15117
506	7890	15112
507	7909	15102
508	7928	15093
509	7943	15077
510	7959	15063
511	7976	15048
512	7993	15036
513	8008	15020
514	8022	15002
515	8037	14984
516	8052	14968
517	8067	14951
518	8081	14933
519	8095	14913
520	8109	14895
521	8125	14880
522	8139	14862
523	8152	14842
524	8166	14824
525	8180	14805
526	8194	14788
527	8208	14769
528	8224	14754
529	8239	14737
530	8254	14720
531	8269	14704
532	8284	14687
533	8299	14672
534	8314	14655
535	8332	14643
536	8346	14626
537	8362	14610
538	8377	14595
539	8392	14578
540	8407	14560
541	8420	14541
542	8435	14525
543	8449	14507
544	8464	14490
545	8480	14475
546	8495	14458
547	8510	14443
548	8525	14426
549	8539	14408
550	8554	14392
551	8572	14380
552	8586	14362
553	8600	14344
554	8615	14327
555	8629	14309
556	8644	14294
557	8659	14276
558	8674	14261
559	8688	14243
560	8703	14225
561	8718	14209
562	8734	14196
563	8750	14180
564	8765	14164
565	8779	14145
566	8792	14127
567	8807	14110
568	8821	14092
569	8835	14074
570	8851	14059
571	8865	14041
572	8879	14024
573	8896	14011
574	8912	13996
575	8927	13979
576	8941	13962
577	8958	13948
578	8972	13931
579	8987	13915
580	9001	13898
581	9017	13882
582	9031	13864
583	9045	13846
584	9058	13828
585	9072	13809
586	9088	13794
587	9102	13777
588	9116	13760
589	9131	13743
590	9146	13727
591	9163	13715
592	9178	13697
593	9193	13682
594	9208	13665
595	9222	13648
596	9238	13633
597	9252	13615
598	9266	13598
599	9281	13582
600	9297	13567
601	9312	13550
602	9326	13533
603	9341	13517
604	9356	13501
605	9370	13483
606	9385	13467
607	9399	13449
608	9417	13438
609	9431	13419
610	9445	13402
611	9463	13390
612	9476	13372
613	9491	13356
614	9506	13339
615	9521	13323
616	9536	13308
617	9552	13293
618	9567	13276
619	9580	13258
620	9597	13244
621	9611	13227
622	9626	13211
623	9643	13197
624	9658	13181
625	9674	13167
626	9688	13149
627	9704	13134
628	9718	13117
629	9733	13101
630	9746	13082
631	9762	13067
632	9780	13055
633	9795	13039
634	9810	13023
635	9824	13006
636	9837	12988
637	9853	12973
638	9869	12958
639	9885	12943
640	9907	12936
641	9923	12922
642	9938	12906
643	9953	12890
644	9971	12877
645	9985	12860
646	9999	12843
647	10014	12827
648	10030	12812
649	10045	12796
650	10061	12781
651	10077	12766
652	10092	12750
653	10106	12734
654	10122	12718
655	10137	12702
656	10150	12684
657	10167	12670
658	10184	12657
659	10200	12642
660	10214	12625
661	10229	12608
662	10243	12591
663	10257	12574
664	10270	12556
665	10285	12539
666	10303	12528
667	10320	12514
668	10334	12496
669	10348	12480
670	10363	12463
671	10377	12446
672	10391	12429
673	10405	12412
674	10420	12397
675	10435	12380
676	10449	12363
677	10465	12348
678	10480	12332
679	10495	12316
680	10509	12299
681	10523	12282
682	10539	12267
683	10553	12250
684	10569	12235
685	10585	12221
686	10599	12203
687	10613	12186
688	10627	12169
689	10642	12154
690	10656	12137
691	10671	12121
692	10687	12105
693	10705	12094
694	10721	12078
695	10735	12062
696	10750	12046
697	10764	12029
698	10779	12013
699	10792	11995
700	10809	11981
701	10825	11967
702	10839	11949
703	10854	11934
704	10870	11918
705	10885	11903
706	10899	11886
707	10918	11874
708	10934	11860
709	10950	11844
710	10965	11829
711	10982	11815
712	10997	11799
713	11012	11783
714	11027	11767
715	11042	11751
716	11057	11736
717	11074	11722
718	11091	11708
719	11106	11692
720	11121	11676
721	11134	11659
722	11149	11643
723	11163	11626
724	11178	11609
725	11194	11595
726	11207	11577
727	11223	11563
728	11240	11548
729	11255	11532
730	11269	11516
731	11284	11500
732	11297	11482
733	11314	11468
734	11328	11452
735	11342	11435
736	11357	11418
737	11371	11402
738	11385	11385
739	11400	11369
740	11415	11353
741	11431	11338
742	11446	11323
743	11461	11307
744	11478	11293
745	11493	11277
746	11506	11260
747	11520	11243
748	11536	11228
749	11551	11212
750	11566	11197
751	11581	11181
752	11597	11166
753	11613	11151
754	11629	11136
755	11645	11121
756	11660	11105
757	11673	11088
758	11688	11072
759	11703	11056
760	11717	11040
761	11733	11025
762	11747	11008
763	11762	10992
764	11778	10977
765	11793	10961
766	11807	10945
767	11823	10930
768	11837	10914
769	11853	10898
770	11867	10882
771	11881	10865
772	11896	10849
773	11910	10833
774	11924	10817
775	11945	10806
776	11962	10791
777	11978	10777
778	11993	10761
779	12008	10746
780	12023	10730
781	12038	10714
782	12052	10697
783	12068	10682
784	12083	10667
785	12098	10651
786	12112	10635
787	12127	10618
788	12140	10601
789	12154	10584
790	12169	10569
791	12186	10555
792	12199	10538
793	12213	10521
794	12228	10505
795	12242	10489
796	12256	10472
797	12271	10456
798	12286	10440
799	12302	10426
800	12317	10410
801	12331	10394
802	12346	10378
803	12361	10362
804	12374	10345
805	12388	10329
806	12403	10313
807	12417	10297
808	12433	10281
809	12449	10266
810	12463	10250
811	12477	10233
812	12490	10216
813	12504	10200
814	12519	10184
815	12532	10167
816	12546	10151
817	12563	10136
818	12578	10121
819	12592	10104
820	12608	10089
821	12621	10072
822	12635	10056
823	12650	10040
824	12665	10025
825	12679	10008
826	12694	9992
827	12709	9977
828	12723	9960
829	12736	9943
830	12751	9928
831	12765	9912
832	12779	9895
833	12796	9880
834	12810	9865
835	12828	9851
836	12846	9838
837	12860	9821
838	12875	9806
839	12890	9790
840	12904	9774
841	12918	9757
842	12933	9742
843	12949	9727
844	12965	9712
845	12981	9697
846	12997	9682
847	13013	9667
848	13030	9653
849	13046	9639
850	13064	9625
851	13079	9609
852	13095	9595
853	13110	9579
854	13125	9563
855	13139	9547
856	13153	9531
857	13169	9516
858	13183	9500
859	13197	9483
860	13215	9470
861	13231	9455
862	13244	9438
863	13259	9423
864	13273	9406
865	13288	9391
866	13302	9374
867	13318	9359
868	13332	9343
869	13346	9327
870	13366	9314
871	13382	9300
872	13401	9287
873	13415	9271
874	13431	9256
875	13446	9240
876	13461	9225
877	13478	9210
878	13493	9195
879	13508	9179
880	13522	9163
881	13536	9147
882	13550	9131
883	13565	9115
884	13580	9100
885	13594	9083
886	13610	9068
887	13626	9053
888	13640	9037
889	13654	9021
890	13669	9005
891	13683	8989
892	13699	8974
893	13713	8958
894	13729	8943
895	13744	8927
896	13759	8911
897	13773	8896
898	13789	8880
899	13804	8865
900	13820	8850
901	13837	8836
902	13852	8820
903	13867	8805
904	13884	8791
905	13899	8775
906	13913	8759
907	13928	8743
908	13943	8728
909	13960	8713
910	13976	8698
911	13998	8687
912	14014	8672
913	14032	8658
914	14048	8643
915	14063	8628
916	14077	8612
917	14092	8596
918	14109	8582
919	14122	8565
920	14137	8549
921	14153	8535
922	14170	8520
923	14186	8505
924	14199	8489
925	14214	8473
926	14228	8457
927	14245	8442
928	14262	8428
929	14279	8413
930	14296	8399
931	14309	8383
932	14324	8367
933	14340	8352
934	14355	8336
935	14370	8321
936	14386	8306
937	14401	8290
938	14415	8274
939	14433	8260
940	14447	8244
941	14463	8229
942	14476	8213
943	14494	8199
944	14510	8184
945	14524	8167
946	14538	8151
947	14551	8135
948	14565	8119
949	14579	8103
950	14596	8088
951	14614	8074
952	14628	8058
953	14643	8043
954	14658	8027
955	14672	8011
956	14687	7996
957	14705	7981
958	14719	7966
959	14734	7950
960	14748	7934
961	14762	7918
962	14777	7902
963	14793	7887
964	14806	7871
965	14821	7855
966	14835	7839
967	14849	7823
968	14866	7809
969	14879	7792
970	14894	7776
971	14909	7761
972	14924	7746
973	14939	7730
974	14954	7714
975	14972	7700
976	14988	7685
977	15004	7671
978	15021	7656
979	15037	7641
980	15051	7625
981	15066	7610
982	15081	7594
983	15096	7579
984	15111	7563
985	15126	7548
986	15141	7532
987	15156	7517
988	15171	7501
989	15185	7485
990	15201	7470
991	15216	7454
992	15231	7439
993	15245	7423
994	15260	7407
995	15275	7392
996	15289	7376
997	15304	7360
998	15317	7344
999	15332	7328
1000	15347	7313
1001	15363	7298
1002	15377	7282
1003	15393	7267
1004	15409	7252
1005	15425	7237
1006	15439	7221
1007	15453	7205
1008	15467	7189
1009	15485	7175
1010	15499	7159
1011	15514	7143
1012	15528	7128
1013	15542	7112
1014	15557	7096
1015	15571	7080
1016	15584	7064
1017	15598	7048
1018	15614	7033
1019	15628	7017
1020	15643	7001
1021	15657	6985
1022	15670	6969
1023	15685	6954
1024	15700	6938
1025	15718	6924
1026	15733	6909
1027	15747	6893
1028	15762	6877
1029	15776	6862
1030	15791	6846
1031	15806	6830
1032	15821	6815
1033	15837	6800
1034	15853	6785
1035	15868	6770
1036	15884	6754
1037	15900	6740
1038	15916	6724
1039	15930	6709
1040	15945	6693
1041	15961	6678
1042	15983	6666
1043	16001	6651
1044	16018	6637
1045	16036	6623
1046	16052	6608
1047	16067	6592
1048	16082	6577
1049	16099	6562
1050	16114	6547
1051	16131	6532
1052	16146	6516
1053	16165	6503
1054	16179	6486
1055	16193	6471
1056	16208	6455
1057	16224	6440
1058	16239	6425
1059	16254	6409
1060	16268	6393
1061	16283	6378
1062	16297	6362
1063	16312	6347
1064	16326	6331
1065	16339	6315
1066	16354	6299
1067	16369	6284
1068	16383	6268
1069	16398	6252
1070	16413	6237
1071	16426	6221
1072	16440	6205
1073	16455	6189
1074	16470	6174
1075	16484	6158
1076	16498	6142
1077	16512	6127
1078	16526	6111
1079	16543	6096
1080	16558	6081
1081	16573	6065
1082	16586	6049
1083	16601	6034
1084	16614	6018
1085	16629	6002
1086	16645	5987
1087	16659	5971
1088	16677	5957
1089	16692	5941
1090	16707	5926
1091	16721	5910
1092	16737	5895
1093	16752	5880
1094	16765	5864
1095	16780	5848
1096	16795	5833
1097	16813	5818
1098	16827	5802
1099	16842	5787
1100	16855	5771
1101	16870	5756
1102	16887	5741
1103	16902	5726
1104	16916	5710
1105	16931	5695
1106	16946	5679
1107	16961	5663
1108	16980	5649
1109	17001	5636
1110	17016	5621
1111	17031	5605
1112	17052	5592
1113	17068	5577
1114	17082	5561
1115	17098	5546
1116	17114	5531
1117	17129	5515
1118	17146	5501
1119	17160	5485
1120	17177	5470
1121	17192	5454
1122	17207	5439
1123	17220	5423
1124	17236	5408
1125	17250	5392
1126	17265	5377
1127	17280	5361
1128	17293	5345
1129	17307	5330
1130	17322	5314
1131	17337	5299
1132	17351	5283
1133	17365	5267
1134	17383	5253
1135	17398	5238
1136	17415	5223
1137	17429	5207
1138	17443	5191
1139	17457	5176
1140	17471	5160
1141	17486	5144
1142	17500	5129
1143	17515	5113
1144	17531	5098
1145	17547	5083
1146	17561	5067
1147	17576	5052
1148	17590	5036
1149	17605	5021
1150	17621	5006
1151	17635	4990
1152	17652	4975
1153	17667	4960
1154	17682	4944
1155	17696	4929
1156	17710	4913
1157	17725	4898
1158	17738	4882
1159	17756	4867
1160	17770	4852
1161	17785	4836
1162	17801	4821
1163	17815	4806
1164	17830	4790
1165	17844	4774
1166	17861	4759
1167	17875	4744
1168	17890	4728
1169	17905	4713
1170	17921	4698
1171	17935	4682
1172	17950	4667
1173	17965	4651
1174	17979	4636
1175	18002	4623
1176	18020	4608
1177	18034	4592
1178	18051	4577
1179	18066	4562
1180	18082	4547
1181	18096	4531
1182	18110	4516
1183	18124	4500
1184	18138	4484
1185	18153	4469
1186	18171	4454
1187	18187	4439
1188	18201	4424
1189	18217	4408
1190	18232	4393
1191	18246	4377
1192	18262	4362
1193	18276	4347
1194	18292	4331
1195	18306	4316
1196	18321	4300
1197	18334	4285
1198	18348	4269
1199	18363	4254
1200	18378	4238
1201	18393	4223
1202	18409	4208
1203	18424	4192
1204	18440	4177
1205	18455	4162
1206	18470	4147
1207	18484	4131
1208	18498	4115
1209	18513	4100
1210	18528	4085
1211	18543	4069
1212	18558	4054
1213	18574	4039
1214	18590	4024
1215	18604	4008
1216	18618	3993
1217	18632	3977
1218	18646	3961
1219	18660	3946
1220	18678	3931
1221	18693	3916
1222	18707	3900
1223	18721	3885
1224	18736	3869
1225	18749	3853
1226	18763	3838
1227	18779	3823
1228	18794	3807
1229	18808	3792
1230	18823	3777
1231	18838	3761
1232	18853	3746
1233	18869	3731
1234	18884	3715
1235	18898	3700
1236	18913	3684
1237	18928	3669
1238	18942	3654
1239	18959	3639
1240	18974	3623
1241	18989	3608
1242	19002	3592
1243	19021	3577
1244	19037	3562
1245	19052	3547
1246	19071	3532
1247	19091	3518
1248	19105	3503
1249	19119	3487
1250	19133	3471
1251	19149	3456
1252	19163	3441
1253	19178	3425
1254	19195	3410
1255	19209	3395
1256	19222	3379
1257	19238	3364
1258	19253	3349
1259	19268	3333
1260	19282	3318
1261	19297	3302
1262	19311	3287
1263	19325	3271
1264	19341	3256
1265	19355	3241
1266	19369	3225
1267	19383	3210
1268	19398	3194
1269	19413	3179
1270	19427	3164
1271	19442	3148
1272	19456	3133
1273	19472	3117
1274	19487	3102
1275	19501	3087
1276	19515	3071
1277	19530	3056
1278	19543	3040
1279	19558	3025
1280	19573	3010
1281	19589	2994
1282	19603	2979
1283	19618	2964
1284	19632	2948
1285	19647	2933
1286	19662	2918
1287	19675	2902
1288	19690	2887
1289	19705	2871
1290	19720	2856
1291	19735	2841
1292	19749	2825
1293	19763	2810
1294	19779	2795
1295	19794	2779
1296	19807	2764
1297	19822	2748
1298	19837	2733
1299	19852	2718
1300	19867	2703
1301	19880	2687
1302	19895	2672
1303	19911	2656
1304	19926	2641
1305	19941	2626
1306	19957	2611
1307	19972	2595
1308	19987	2580
1309	20002	2565
1310	20017	2549
1311	20033	2534
1312	20048	2519
1313	20066	2504
1314	20083	2489
1315	20100	2474
1316	20115	2459
1317	20130	2443
1318	20146	2428
1319	20160	2413
1320	20175	2397
1321	20190	2382
1322	20205	2367
1323	20221	2352
1324	20238	2336
1325	20254	2321
1326	20270	2306
1327	20285	2291
1328	20300	2276
1329	20317	2260
1330	20331	2245
1331	20346	2230
1332	20361	2214
1333	20376	2199
1334	20392	2184
1335	20407	2169
1336	20421	2153
1337	20435	2138
1338	20449	2122
1339	20464	2107
1340	20479	2092
1341	20494	2076
1342	20510	2061
1343	20526	2046
1344	20540	2031
1345	20554	2015
1346	20569	2000
1347	20585	1985
1348	20600	1969
1349	20614	1954
1350	20628	1939
1351	20643	1923
1352	20658	1908
1353	20672	1893
1354	20686	1877
1355	20702	1862
1356	20716	1847
1357	20731	1831
1358	20747	1816
1359	20765	1801
1360	20779	1786
1361	20797	1771
1362	20814	1756
1363	20828	1740
1364	20844	1725
1365	20859	1710
1366	20874	1694
1367	20891	1679
1368	20905	1664
1369	20919	1649
1370	20935	1633
1371	20953	1618
1372	20972	1603
1373	20986	1588
1374	21001	1573
1375	21017	1557
1376	21032	1542
1377	21052	1527
1378	21069	1512
1379	21085	1497
1380	21102	1482
1381	21118	1467
1382	21132	1451
1383	21148	1436
1384	21161	1420
1385	21176	1405
1386	21191	1390
1387	21205	1374
1388	21222	1359
1389	21236	1344
1390	21252	1329
1391	21266	1313
1392	21285	1298
1393	21305	1283
1394	21320	1268
1395	21335	1253
1396	21350	1237
1397	21363	1222
1398	21378	1207
1399	21392	1191
1400	21408	1176
1401	21425	1161
1402	21441	1146
1403	21455	1130
1404	21471	1115
1405	21485	1100
1406	21499	1084
1407	21514	1069
1408	21530	1054
1409	21548	1039
1410	21561	1023
1411	21577	1008
1412	21590	993
1413	21605	977
1414	21619	962
1415	21633	947
1416	21649	931
1417	21664	916
1418	21678	901
1419	21693	886
1420	21704	870
1421	21719	855
1422	21739	840
1423	21754	824
1424	21769	809
1425	21783	794
1426	21800	779
1427	21815	763
1428	21829	748
1429	21845	733
1430	21859	717
1431	21874	702
1432	21888	687
1433	21902	672
1434	21917	656
1435	21931	641
1436	21947	626
1437	21962	610
1438	21978	595
1439	21994	580
1440	22010	565
1441	22024	549
1442	22039	534
1443	22055	519
1444	22074	504
1445	22091	488
1446	22111	473
1447	22125	458
1448	22141	443
1449	22158	427
1450	22172	412
1451	22189	397
1452	22204	382
1453	22219	366
1454	22232	351
1455	22246	336
1456	22262	320
1457	22276	305
1458	22291	290
1459	22305	274
1460	22324	259
1461	22339	244
1462	22358	229
1463	22372	213
1464	22388	198
1465	22403	183
1466	22418	168
1467	22433	152
1468	22449	137
1469	22465	122
1470	22479	106
1471	22493	91
1472	22508	76
1473	22522	61
1474	22535	45
1475	22549	30
1476	22563	15
1477	22577	0
