iter	RMSE
217	0.4077733928
218	0.4064933208
219	0.4058798969
220	0.4048877429
221	0.4028393289
222	0.4012874167
223	0.3996919033
224	0.3990742125
225	0.3975247476
226	0.3962170221
227	0.3952965404
228	0.3939819238
229	0.3932616619
230	0.3927626639
231	0.391919382
232	0.3907280421
233	0.3896921801
234	0.3887175642
235	0.3880862456
236	0.38703436
237	0.3860857824
238	0.3852293327
239	0.3842759035
240	0.3825109803
241	0.3805840783
242	0.3800887957
243	0.3795263973
244	0.3782356601
245	0.3771234462
246	0.3754105219
247	0.3749248956
248	0.3736668596
249	0.3730505051
250	0.3716913761
251	0.3709830598
252	0.3702996101
253	0.3696735644
254	0.3680835236
255	0.3670849574
256	0.366269148
257	0.3656761782
258	0.3641234988
259	0.3636037291
260	0.3627907411
261	0.3618043004
262	0.3613451184
263	0.3603539466
264	0.3595141236
265	0.3584668262
266	0.3577870375
267	0.3567764886
268	0.3559267094
269	0.3552454756
270	0.3545037086
271	0.3535369634
272	0.3521848364
273	0.3511617897
274	0.3503922832
275	0.3491081081
276	0.3484694139
277	0.347814463
278	0.3472088692
279	0.3460095309
280	0.3453448993
281	0.3447589103
282	0.3443406855
283	0.3435833171
284	0.3427940212
285	0.3416593593
286	0.3410124729
287	0.3397536502
288	0.3389743736
289	0.3382039778
290	0.3375886896
291	0.3367404749
292	0.3358521498
293	0.3350689793
294	0.3344530372
295	0.3336837908
296	0.3332066615
297	0.332690588
298	0.3321580341
299	0.3312816178
300	0.3306711616
301	0.3301857882
302	0.3295064709
303	0.3290714479
304	0.3279295148
305	0.3267704357
306	0.3262392675
307	0.3255808668
308	0.3248222953
309	0.3242449052
310	0.3235503427
311	0.3227771968
312	0.3215216812
313	0.3208232737
314	0.319996753
315	0.318886758
316	0.3182925745
317	0.3178010129
318	0.3170031416
319	0.3161830639
320	0.3156732444
321	0.3148783681
322	0.3140735274
323	0.3134016748
324	0.3124678585
325	0.3121297049
326	0.3108016521
327	0.3104517686
328	0.3099292354
329	0.3088963919
330	0.3085449035
331	0.3081611721
332	0.3073557876
333	0.3068378777
334	0.3062785013
335	0.305697164
336	0.3051997164
337	0.3047999241
338	0.3044833728
339	0.3038782314
340	0.303363008
341	0.302549943
342	0.3019192229
343	0.3015045228
344	0.3010517932
345	0.3004547711
346	0.2999631858
347	0.2990959821
348	0.2981496711
349	0.2976729718
350	0.2974159702
351	0.2968870702
352	0.2961416136
353	0.2957586019
354	0.2951676322
355	0.2943888885
356	0.2937962192
357	0.2934307166
358	0.2931437027
359	0.2927252768
360	0.2922850372
361	0.2917618695
362	0.2907042885
363	0.2899762301
364	0.2895617861
365	0.2891252535
366	0.2887356994
367	0.288377656
368	0.2880008584
369	0.2873377401
370	0.2867338849
371	0.2863721425
372	0.2854464404
373	0.2851240287
374	0.2846008724
375	0.2839982207
376	0.283634921
377	0.2828345178
378	0.2823093639
379	0.2819202527
380	0.2816414648
381	0.2807561304
382	0.2802970193
383	0.279996935
384	0.2796937735
385	0.279012099
386	0.2783408888
387	0.2775347797
388	0.2769043292
389	0.2760751182
390	0.2756020557
391	0.2752128477
392	0.2747645456
393	0.2743920335
394	0.2741059789
395	0.2735774632
396	0.2734134863
397	0.272749376
398	0.2722783135
399	0.2717208536
400	0.2713389862
401	0.2708113483
402	0.2705075092
403	0.270179806
404	0.2698167247
405	0.269227426
406	0.2690418955
407	0.2686199045
408	0.2677820044
409	0.2672693181
410	0.2666227774
411	0.26644031
412	0.266023639
413	0.2656622439
414	0.2651505304
415	0.2647844499
416	0.2644585375
417	0.2639233568
418	0.2636787311
419	0.2630858144
420	0.2625925268
421	0.2621579654
422	0.261279075
423	0.260571782
424	0.2601797205
425	0.259621105
426	0.2590368277
427	0.2587290719
428	0.258272322
429	0.2579247838
430	0.2575178366
431	0.257260128
432	0.2566147611
433	0.2563992433
434	0.2559499922
435	0.2554787198
436	0.2548304347
437	0.2541665564
438	0.2538019814
439	0.2535019312
440	0.2530897787
441	0.2527346184
442	0.2523645984
443	0.2517921412
444	0.251633399
445	0.2514502067
446	0.251104366
447	0.2504879666
448	0.250027445
449	0.2497696479
450	0.249533632
451	0.2490965409
452	0.248569137
453	0.2481665443
454	0.2478579998
455	0.2473114999
456	0.246718004
457	0.2462897979
458	0.2457730671
459	0.2455508735
460	0.2452917803
461	0.2450423336
462	0.2446676578
463	0.2443547927
464	0.2439974002
465	0.2434955227
466	0.2432544332
467	0.2428303078
468	0.2426400567
469	0.2423979954
470	0.2421628873
471	0.2417652606
472	0.2414489258
473	0.241124722
474	0.2406304794
475	0.2402719311
476	0.239995331
477	0.2396377808
478	0.2391124379
479	0.2388826471
480	0.2382826053
481	0.2378112553
482	0.2375181305
483	0.237323141
484	0.2370649089
485	0.2367385405
486	0.2364511956
487	0.2361749724
488	0.2358118172
489	0.235566702
490	0.2352454448
491	0.234910607
492	0.2344022573
493	0.2341094998
494	0.2338467506
495	0.2335611932
496	0.2331676969
497	0.2330178693
498	0.2323903797
499	0.2320790708
500	0.2316219373
501	0.2311989637
502	0.2308240095
503	0.2302721366
504	0.2299289899
505	0.2296734935
506	0.2293152636
507	0.2291114131
508	0.2289039024
509	0.2284719212
510	0.228311963
511	0.2280191936
512	0.2277049497
513	0.2274684076
514	0.2271811511
515	0.2267609506
516	0.226510316
517	0.2258830991
518	0.2254790278
519	0.2251094417
520	0.2246992418
521	0.2242916735
522	0.2240794513
523	0.2237632812
524	0.2234604815
525	0.2232240722
526	0.2229920789
527	0.2227767833
528	0.2224496399
529	0.2221592941
530	0.2219194363
531	0.2214811304
532	0.2212625113
533	0.2210559576
534	0.2207892114
535	0.2205605176
536	0.220357858
537	0.2200695167
538	0.2197982549
539	0.2194828363
540	0.2192693116
541	0.2190564709
542	0.2188461621
543	0.2184744
544	0.2182656412
545	0.2181121752
546	0.2179664861
547	0.2176490266
548	0.2174183313
549	0.2170218852
550	0.2168083848
551	0.2166236612
552	0.2164378224
553	0.2161529546
554	0.2157256038
555	0.215480321
556	0.2152780612
557	0.214926576
558	0.2147704573
559	0.2142999324
560	0.2141039087
561	0.2139215242
562	0.2137556748
563	0.2132921577
564	0.2130120217
565	0.2127174099
566	0.2123081262
567	0.2120729565
568	0.2118461666
569	0.2115684118
570	0.2109081061
571	0.2106327789
572	0.21042844
573	0.2102911541
574	0.2099059475
575	0.2095737195
576	0.2093938109
577	0.2091647613
578	0.2088890384
579	0.2086721678
580	0.2083273003
581	0.2079954035
582	0.2077810498
583	0.2073255883
584	0.207156917
585	0.2068891823
586	0.2066630648
587	0.2064256837
588	0.2061002862
589	0.2058614955
590	0.2056707404
591	0.2055430492
592	0.2053281496
593	0.2051472907
594	0.204861897
595	0.2046327982
596	0.2044325514
597	0.2042460223
598	0.204099082
599	0.2038721386
600	0.2036719343
601	0.2035268988
602	0.2032279135
603	0.2030851843
604	0.2026690299
605	0.2023908988
606	0.2020865508
607	0.2019590966
608	0.2016368007
609	0.2014301169
610	0.2010949911
611	0.2007963855
612	0.2005490364
613	0.200336051
614	0.2000884895
615	0.1997673987
616	0.1995484447
617	0.1994161876
618	0.1992155765
619	0.1989861583
620	0.1987319
621	0.1984911494
622	0.1981189036
623	0.1977558444
624	0.1975683303
625	0.1973544792
626	0.1971695732
627	0.1968251372
628	0.1966294524
629	0.196406557
630	0.1961538827
631	0.1959331023
632	0.1958276047
633	0.1955391721
634	0.1954013527
635	0.195164717
636	0.1949263344
637	0.1947548479
638	0.1945888232
639	0.1944668217
640	0.1943101359
641	0.1939879748
642	0.1938251998
643	0.1936532084
644	0.1933507693
645	0.1931365517
646	0.1929561657
647	0.1924844851
648	0.1922521985
649	0.1920408701
650	0.1918672257
651	0.1915042448
652	0.1913466711
653	0.1911249381
654	0.1908114057
655	0.1906553847
656	0.1904159563
657	0.1902438315
658	0.1900689826
659	0.1899549635
660	0.1895944375
661	0.1893877145
662	0.1892859888
663	0.1891584102
664	0.1889836135
665	0.1887276061
666	0.1884893204
667	0.1883273657
668	0.1881875661
669	0.1879224064
670	0.1876810153
671	0.1874921602
672	0.1873348394
673	0.1871773193
674	0.186888413
675	0.1867841565
676	0.1866230747
677	0.1864003708
678	0.1862585972
679	0.1861054082
680	0.1858699319
681	0.1857556807
682	0.1855561503
683	0.1852351013
684	0.1850524583
685	0.1847911086
686	0.1845859317
687	0.1843992542
688	0.1841812385
689	0.183840221
690	0.1835358383
691	0.1833329336
692	0.1831020432
693	0.1829778848
694	0.182813343
695	0.182633286
696	0.1823804682
697	0.182204718
698	0.1820360122
699	0.1819107229
700	0.1817099124
701	0.1814144283
702	0.1812180846
703	0.1809586172
704	0.1805022073
705	0.1802996616
706	0.1800912433
707	0.1799642771
708	0.1796838352
709	0.1795344547
710	0.1793718813
711	0.1792809714
712	0.1790586341
713	0.1789175001
714	0.1788013869
715	0.1786111559
716	0.1784403272
717	0.1782668067
718	0.1780679549
719	0.1777691163
720	0.1775357465
721	0.1773366786
722	0.1768848128
723	0.1767056862
724	0.1765103107
725	0.1763642815
726	0.1762256364
727	0.1761072875
728	0.1759910241
729	0.1758912084
730	0.1756173145
731	0.1753762067
732	0.1751630414
733	0.1749073937
734	0.1747084076
735	0.1746032177
736	0.174460346
737	0.1743010473
738	0.1741026121
739	0.1739749741
740	0.1738896455
741	0.1737414285
742	0.1734916007
743	0.1732085295
744	0.1731212375
745	0.1730136015
746	0.1728924182
747	0.1727862477
748	0.1726692007
749	0.1725134831
750	0.1723182637
751	0.1722130383
752	0.1720781465
753	0.1719759465
754	0.1719055884
755	0.1718113749
756	0.1716206097
757	0.1713125675
758	0.1711825698
759	0.1710078071
760	0.1709063812
761	0.1706849335
762	0.1705516312
763	0.170445876
764	0.1702454433
765	0.1700942895
766	0.169939436
767	0.1697681352
768	0.1696199932
769	0.1694560599
770	0.1692355045
771	0.1690968935
772	0.1689568268
773	0.1688271307
774	0.168709822
775	0.168619929
776	0.1683824589
777	0.1682488145
778	0.1681084276
779	0.1677325601
780	0.167620836
781	0.167390093
782	0.1672139112
783	0.167062986
784	0.1668436047
785	0.1666364117
786	0.1664953088
787	0.1662942184
788	0.1660556379
789	0.1658488699
790	0.1656177295
791	0.1654385322
792	0.1651175485
793	0.1649310517
794	0.1648171056
795	0.1646984573
796	0.164455871
797	0.1643033729
798	0.1640282251
799	0.1639376837
800	0.1637834888
801	0.1636755039
802	0.1634578671
803	0.1633179556
804	0.1631387494
805	0.1629475917
806	0.162842073
807	0.1626560335
808	0.1625427744
809	0.1624460832
810	0.1623226844
811	0.1621686357
812	0.161916394
813	0.1617577806
814	0.1615639542
815	0.1614414078
816	0.1612349787
817	0.1611213864
818	0.1610008016
819	0.1609388925
820	0.1607785377
821	0.1606482175
822	0.1605428845
823	0.1603762379
824	0.1602284385
825	0.1600931089
826	0.1599451582
827	0.159849022
828	0.1596859683
829	0.1595333309
830	0.1594731293
831	0.1593524902
832	0.1592817607
833	0.1591474783
834	0.1589696121
835	0.15880202
836	0.1586792384
837	0.1585116116
838	0.1583991682
839	0.1582170439
840	0.1580384679
841	0.1578336135
842	0.1576761922
843	0.1575098728
844	0.1574071747
845	0.1572178175
846	0.1570725291
847	0.1568075847
848	0.1566904028
849	0.1565329782
850	0.1564460789
851	0.1562652773
852	0.1560609825
853	0.1557987943
854	0.1556219578
855	0.1554759455
856	0.1553118154
857	0.1551729751
858	0.1551023243
859	0.1549734788
860	0.1547665298
861	0.1546546604
862	0.1545492569
863	0.1543643423
864	0.1542721169
865	0.1540792372
866	0.1539642169
867	0.1538099347
868	0.153607193
869	0.1535228542
870	0.1533892929
871	0.1532029206
872	0.1530686293
873	0.1529052807
874	0.1527317234
875	0.1525410998
876	0.1524125218
877	0.152298978
878	0.1521589135
879	0.152072338
880	0.1519878849
881	0.1519062459
882	0.1518194531
883	0.151464223
884	0.1513895071
885	0.15130496
886	0.1511815576
887	0.1509787512
888	0.1508657701
889	0.1507730611
890	0.1505431679
891	0.1503378275
892	0.1502354285
893	0.150091134
894	0.1500082288
895	0.1499441129
896	0.1497772654
897	0.1495044642
898	0.149406314
899	0.1492975759
900	0.1491907978
901	0.1490816475
902	0.1488534193
903	0.1487254026
904	0.1486431248
905	0.1485476613
906	0.1484087793
907	0.1483273302
908	0.1482243902
909	0.1481584141
910	0.1480646134
911	0.1479570759
912	0.1478187079
913	0.1477181506
914	0.1475856139
915	0.147433059
916	0.1472118588
917	0.1471386294
918	0.1470196709
919	0.1469108396
920	0.1467558698
921	0.1466052608
922	0.1465257676
923	0.146274909
924	0.1460000337
925	0.1457944715
926	0.1457065578
927	0.1456101347
928	0.1454206216
929	0.1453356407
930	0.1451873083
931	0.1450507021
932	0.1449555761
933	0.1447727622
934	0.1447072796
935	0.1444879182
936	0.1443639941
937	0.1441224638
938	0.1439894328
939	0.1438646807
940	0.1436050318
941	0.1434468779
942	0.1433386512
943	0.1432038709
944	0.143127145
945	0.1430501797
946	0.1429492353
947	0.142833039
948	0.1425327481
949	0.142362832
950	0.14209264
951	0.1419777774
952	0.1418716231
953	0.141683001
954	0.1416105289
955	0.1415186444
956	0.1413913749
957	0.1411503655
958	0.1410519216
959	0.1409537488
960	0.1408756675
961	0.1408079432
962	0.140733929
963	0.1406163221
964	0.1404989079
965	0.1404288008
966	0.1402306589
967	0.1401370326
968	0.1400563831
969	0.1399594905
970	0.1397237861
971	0.1396568948
972	0.1395450453
973	0.1394545741
974	0.1393097246
975	0.1392223975
976	0.139081547
977	0.1389932909
978	0.1389275309
979	0.1388503482
980	0.1387372239
981	0.138675021
982	0.1384664482
983	0.1383811572
984	0.1382810181
985	0.1381742047
986	0.1381113003
987	0.1379953488
988	0.1379040364
989	0.1377307113
990	0.1376572546
991	0.1375950827
992	0.137445526
993	0.137321551
994	0.1371295726
995	0.1368546572
996	0.1367125989
997	0.1365675164
998	0.1364509645
999	0.1362694913
1000	0.1360255329
1001	0.1359183975
1002	0.1358538672
1003	0.1357168382
1004	0.1355878619
1005	0.1354997456
1006	0.1354319389
1007	0.1352241028
1008	0.1351610216
1009	0.1350931553
1010	0.1349251445
1011	0.1347910862
1012	0.1346453986
1013	0.1345356915
1014	0.1344798625
1015	0.1343701728
1016	0.1342292583
1017	0.1340755664
1018	0.1339793795
1019	0.1339090779
1020	0.1338069619
1021	0.1336612717
1022	0.1334653551
1023	0.1333597362
1024	0.1333006578
1025	0.1331760195
1026	0.1331000706
1027	0.1329321172
1028	0.1328048373
1029	0.1326400513
1030	0.132560409
1031	0.1324425417
1032	0.1323399754
1033	0.1322343435
1034	0.1321182153
1035	0.1320333607
1036	0.131970112
1037	0.1318848781
1038	0.1317428994
1039	0.1315451954
1040	0.1314360673
1041	0.1313580298
1042	0.131248983
1043	0.1311512751
1044	0.1310887865
1045	0.1310261714
1046	0.130854214
1047	0.1307476692
1048	0.1305494785
1049	0.1303844052
1050	0.1303035009
1051	0.1301396776
1052	0.1300617921
1053	0.129936497
1054	0.1298009001
1055	0.129562875
1056	0.1294988259
1057	0.1294308984
1058	0.1293614994
1059	0.1292244196
1060	0.1291518675
1061	0.1291171477
1062	0.1290376428
1063	0.1289066117
1064	0.128805394
1065	0.128729105
1066	0.1286155793
1067	0.1285455088
1068	0.1284721297
1069	0.1283732676
1070	0.1282955022
1071	0.1282258477
1072	0.1281299957
1073	0.1280939127
1074	0.1279229335
1075	0.1278659882
1076	0.1277992304
1077	0.1276841663
1078	0.1276111398
1079	0.1274732187
1080	0.1273531692
1081	0.1272666254
1082	0.1271211387
1083	0.1270808027
1084	0.1269742258
1085	0.126931543
1086	0.1268042009
1087	0.1267186066
1088	0.1266340221
1089	0.1265593482
1090	0.1264553399
1091	0.1263744435
1092	0.1263268785
1093	0.1262001873
1094	0.1261425552
1095	0.1260215268
1096	0.1259446548
1097	0.1258546582
1098	0.1257699103
1099	0.1256497121
1100	0.1255299156
1101	0.1253931778
1102	0.1252880574
1103	0.1252165266
1104	0.1251068748
1105	0.1249958327
1106	0.1249434175
1107	0.1247271985
1108	0.1246772255
1109	0.1246071022
1110	0.1244993598
1111	0.1244459093
1112	0.1244028012
1113	0.1243315386
1114	0.1242942483
1115	0.1242081378
1116	0.1241144475
1117	0.1239827789
1118	0.1238581467
1119	0.1238053916
1120	0.1236739281
1121	0.1236151352
1122	0.1235303597
1123	0.1234471367
1124	0.1233861263
1125	0.1232386137
1126	0.1231200425
1127	0.1229760482
1128	0.1228753545
1129	0.1227902557
1130	0.1227029117
1131	0.1226332599
1132	0.1225624727
1133	0.122403172
1134	0.1223067352
1135	0.1222532112
1136	0.1220392754
1137	0.121861497
1138	0.1216894569
1139	0.1215750379
1140	0.121517048
1141	0.1214861834
1142	0.1214106112
1143	0.1212919772
1144	0.1212165998
1145	0.1211301602
1146	0.1210287084
1147	0.1209044298
1148	0.1207949586
1149	0.1207221537
1150	0.1206430067
1151	0.1205584207
1152	0.1204813188
1153	0.1203870808
1154	0.1202918749
1155	0.1202061679
1156	0.120103889
1157	0.1200662679
1158	0.1199521702
1159	0.1198833765
1160	0.1197980484
1161	0.1197226899
1162	0.1196495811
1163	0.1196152159
1164	0.1194965769
1165	0.1194221875
1166	0.1193107476
1167	0.1192092013
1168	0.119158587
1169	0.1190961855
1170	0.1189827025
1171	0.1189134502
1172	0.1188364831
1173	0.1187833972
1174	0.118733617
1175	0.1186695257
1176	0.1185880275
1177	0.1185268303
1178	0.1183685712
1179	0.1183055457
1180	0.1182038883
1181	0.1181022469
1182	0.1180496534
1183	0.1179291667
1184	0.117863455
1185	0.1177919458
1186	0.1177297167
1187	0.117657269
1188	0.1175732126
1189	0.1175150113
1190	0.1173355937
1191	0.1172480575
1192	0.1171931005
1193	0.1171442361
1194	0.1170608608
1195	0.1169816406
1196	0.1169413902
1197	0.1168721607
1198	0.1168261098
1199	0.1167869694
1200	0.1167160477
1201	0.1166711951
1202	0.1166201457
1203	0.116569549
1204	0.1165315974
1205	0.1164829251
1206	0.1163984413
1207	0.1161950491
1208	0.1161231832
1209	0.1160880511
1210	0.1159935274
1211	0.1159401929
1212	0.115885336
1213	0.1157751099
1214	0.1156178546
1215	0.1155536216
1216	0.1154746574
1217	0.1154119255
1218	0.1153255649
1219	0.1152829841
1220	0.1152496714
1221	0.1152048227
1222	0.1151162206
1223	0.1150375471
1224	0.1149644206
1225	0.1148716965
1226	0.1148364329
1227	0.1147599515
1228	0.1146285389
1229	0.1145841152
1230	0.1145434096
1231	0.1144443551
1232	0.1142803029
1233	0.1141985194
1234	0.1141184277
1235	0.1140574499
1236	0.114030713
1237	0.1139320285
1238	0.1137975184
1239	0.1137331654
1240	0.1136107964
1241	0.113530544
1242	0.11340166
1243	0.1132943093
1244	0.1131634938
1245	0.1131113942
1246	0.1130803036
1247	0.1129902497
1248	0.1129079482
1249	0.1127688878
1250	0.1126901125
1251	0.1125064894
1252	0.1124399274
1253	0.1123860902
1254	0.1123162326
1255	0.1122674669
1256	0.112103285
1257	0.1119959712
1258	0.111935276
1259	0.1118519683
1260	0.1117678371
1261	0.1117156982
1262	0.1115952325
1263	0.1115234573
1264	0.1114538464
1265	0.111394845
1266	0.1113506571
1267	0.111303566
1268	0.1112502443
1269	0.1111927951
1270	0.1111077668
1271	0.1110729761
1272	0.1109812574
1273	0.1109325912
1274	0.1108330568
1275	0.11057175
1276	0.1105001576
1277	0.1104577754
1278	0.1103462392
1279	0.1102688717
1280	0.1102024164
1281	0.1101122172
1282	0.1100348735
1283	0.1099513822
1284	0.1098293484
1285	0.1097552034
1286	0.1097072681
1287	0.1096519765
1288	0.1095798533
1289	0.1095106443
1290	0.109477482
1291	0.1094299398
1292	0.1093952189
1293	0.1093521282
1294	0.1093063245
1295	0.1092518307
1296	0.1092095234
1297	0.1090890496
1298	0.1090163366
1299	0.1088732524
1300	0.108824269
1301	0.1087789126
1302	0.1086960801
1303	0.1086401079
1304	0.108608809
1305	0.108550558
1306	0.1085070418
1307	0.1084044981
1308	0.1083249694
1309	0.10825728
1310	0.1082135015
1311	0.1081222368
1312	0.1080400284
1313	0.1079671348
1314	0.1079305602
1315	0.1078087151
1316	0.1077555189
1317	0.1076831865
1318	0.1076446951
1319	0.1074668048
1320	0.1072523656
1321	0.1071866459
1322	0.1071251893
1323	0.1070620856
1324	0.106942276
1325	0.1068337487
1326	0.106767963
1327	0.1066698918
1328	0.1066219212
1329	0.1065782311
1330	0.1065152692
1331	0.1064117214
1332	0.1063354359
1333	0.1062734613
1334	0.1062096749
1335	0.1061719989
1336	0.1060807576
1337	0.106012182
1338	0.1059481049
1339	0.1057663315
1340	0.1056564322
1341	0.105593273
1342	0.1055028943
1343	0.105450006
1344	0.105382615
1345	0.1053258772
1346	0.1052630405
1347	0.1052256064
1348	0.105169197
1349	0.1050978931
1350	0.1050442386
1351	0.1049676908
1352	0.104914292
1353	0.1048485063
1354	0.1048095383
1355	0.1047574185
1356	0.104643991
1357	0.1046184922
1358	0.1045627976
1359	0.1045032087
1360	0.1044274069
1361	0.1043756675
1362	0.1043343352
1363	0.1041908265
1364	0.1041534684
1365	0.104076991
1366	0.103985706
1367	0.1039326408
1368	0.1038733264
1369	0.1037994389
1370	0.1037647694
1371	0.1036954267
1372	0.1036242488
1373	0.103539747
1374	0.1034967016
1375	0.1034520609
1376	0.1033816026
1377	0.1033350644
1378	0.1033069441
1379	0.103155701
1380	0.1031143569
1381	0.1030823464
1382	0.1030331953
1383	0.1029966952
1384	0.102931701
1385	0.1028357534
1386	0.1027876705
1387	0.1027264425
1388	0.1026275787
1389	0.1025599564
1390	0.1025006909
1391	0.1024488446
1392	0.102414056
1393	0.1023689713
1394	0.1023101229
1395	0.1022380059
1396	0.1021402357
1397	0.1021053994
1398	0.1019983897
1399	0.1019137272
1400	0.1018644967
1401	0.1018284459
1402	0.1017568371
1403	0.1016466632
1404	0.1015373674
1405	0.1014599059
1406	0.1014257881
1407	0.1013229991
1408	0.1012566673
1409	0.1011800925
1410	0.1011385955
1411	0.1010543572
1412	0.1009826539
1413	0.100897854
1414	0.1008238166
1415	0.1007804385
1416	0.1007479773
1417	0.1007259385
1418	0.1006525944
1419	0.100624436
1420	0.1005990805
1421	0.1005588237
1422	0.1004033361
1423	0.1003730559
1424	0.1003394211
1425	0.100276782
1426	0.1002024917
1427	0.1000073209
1428	0.09994361965
1429	0.09991301813
1430	0.09984355845
1431	0.09978021664
1432	0.0997360595
1433	0.09968798694
1434	0.09965003545
1435	0.09959572875
1436	0.09956518283
1437	0.0995167105
1438	0.09945730555
1439	0.09936863281
1440	0.09931622537
1441	0.09927558352
1442	0.09921226484
1443	0.09913363287
1444	0.09898246051
1445	0.09895997165
1446	0.09892487128
1447	0.09885279189
1448	0.09882977761
1449	0.09879536828
1450	0.0987565506
1451	0.09871162364
1452	0.09867725451
1453	0.0986266158
1454	0.09860497332
1455	0.09851907624
1456	0.09849111433
1457	0.09841201218
1458	0.09836593151
1459	0.09828973609
1460	0.09825297945
1461	0.09822726082
1462	0.09816162497
1463	0.09812891961
1464	0.09806870257
1465	0.09804434818
1466	0.09798749521
1467	0.09797104789
1468	0.09790162625
1469	0.09785682613
1470	0.09783062495
1471	0.09775286425
1472	0.09771822879
1473	0.09767087098
1474	0.09763381856
1475	0.09755848501
1476	0.09751116808
1477	0.09742273403
